seed,runtime_seconds,pos_rmse_total,pos_rmse_x,pos_rmse_y,pos_rmse_z,vel_rmse_total,vel_rmse_x,vel_rmse_y,vel_rmse_z,final_position_error,nees_full_avg,nees_full_lower,nees_full_upper,nees_full_percent_inside,nees_full_is_consistent,nees_pos_avg,nees_pos_lower,nees_pos_upper,nees_pos_percent_inside,nis_dvl_avg,nis_dvl_lower,nis_dvl_upper,nis_dvl_percent_inside,nis_depth_avg,nis_depth_lower,nis_depth_upper,nis_depth_percent_inside,nis_acoustic_avg,nis_acoustic_lower,nis_acoustic_upper,nis_acoustic_percent_inside
0,10.768872285996622,0.826728475371968,0.8027117185584263,0.1977023836387508,0.006901911575290604,0.061338423973243315,0.04917553106208616,0.034839835772122144,0.011417322087717991,0.9586646322845389,16.71221793411977,5.91266388956588,6.087967543205353,70.7,False,9.99038473954189,2.9383368160929217,3.0622946141559546,71.48333333333333,6.775052191105357,2.8629948972790666,3.1401621530530086,74.41666666666666,0.9797666917033437,0.9495529084144148,1.0517343585240406,95.34488617057424,0.6975989245500986,0.6722349042629772,1.391820439665056,94.91525423728814
1,10.591798487999768,0.4078974551312232,0.3687633030018709,0.17418596675808382,0.007294466822902109,0.07339761134563111,0.058877290048237885,0.04165149769122068,0.013631830687703924,0.7820462647466239,15.409509909184932,5.91266388956588,6.087967543205353,65.85,False,8.090930491844938,2.9383368160929217,3.0622946141559546,68.53333333333333,7.0166001387273385,2.8629948972790666,3.1401621530530086,71.66666666666667,0.9876986065774477,0.9495105533206353,1.051778904230312,94.58815520762424,0.5288023228097558,0.6722349042629772,1.391820439665056,96.61016949152543
2,10.735042151998641,0.3155024154383282,0.24243590746739888,0.20179652390893943,0.006690878578098694,0.06029760284192473,0.043643767394399846,0.03979695768935249,0.012133615898729529,0.07093842757881831,16.501026989257646,5.91266388956588,6.087967543205353,68.21666666666667,False,10.272188811451581,2.9383368160929217,3.0622946141559546,68.61666666666667,7.130278805285789,2.8629948972790666,3.1401621530530086,72.5,0.9761504187763183,0.9495020694388808,1.051787827129562,95.19918283963229,0.7299065524542389,0.6722349042629772,1.391820439665056,96.61016949152543
3,10.832470204000856,0.7943205632490264,0.7711124064014737,0.19050758377449503,0.006137949036990061,0.06434286003808455,0.05055039736876662,0.038436158359326025,0.01035966670878659,1.2338150442763092,18.036440508550626,5.91266388956588,6.087967543205353,66.05,False,10.557857950287755,2.9383368160929217,3.0622946141559546,69.19999999999999,7.067109101870243,2.8629948972790666,3.1401621530530086,72.5,1.013366326233357,0.9495698205057418,1.0517165722703705,94.63497453310697,0.5049707383892064,0.6722349042629772,1.391820439665056,96.61016949152543
4,10.66875451800297,1.012839737029276,0.9946396115747215,0.1910581678521118,0.005757819814329977,0.06121606337427102,0.050649759182937744,0.03211036978970802,0.012285457326505005,1.6047353795791284,17.977181004529513,5.91266388956588,6.087967543205353,64.61666666666666,False,11.210411047771172,2.9383368160929217,3.0622946141559546,67.43333333333334,7.241675769195355,2.8629948972790666,3.1401621530530086,73.25,0.997085983785018,0.9494935812610029,1.0517967546239788,95.33378746594006,0.5075601091145415,0.6722349042629772,1.391820439665056,96.61016949152543
5,10.78181831999973,0.7057354996588131,0.672520839236065,0.21386300614611212,0.006397724129783227,0.05679847387049641,0.040608777666280356,0.035580387265387085,0.017636038458598475,0.5289650148624793,17.471661575741265,5.91266388956588,6.087967543205353,67.93333333333334,False,11.370339744799589,2.9383368160929217,3.0622946141559546,75.31666666666666,7.0025156218590565,2.8629948972790666,3.1401621530530086,71.91666666666666,0.9682370720550819,0.9495020694388808,1.051787827129562,95.64181137214845,0.7642462764930102,0.6722349042629772,1.391820439665056,93.22033898305084
6,10.813000712001667,0.2887842173326191,0.22003191779802508,0.18689752555858222,0.0071829151892221985,0.05875035594184947,0.04404218536611916,0.036789130998240084,0.012587695256270485,0.34105561656437955,14.99091384528191,5.91266388956588,6.087967543205353,64.35,False,9.02537657478769,2.9383368160929217,3.0622946141559546,66.75,7.000802986038361,2.8629948972790666,3.1401621530530086,71.08333333333333,0.995683069111859,0.9495613665954841,1.0517254631133421,95.21059782608695,0.4602048370974742,0.6722349042629772,1.391820439665056,100.0
7,10.555584148001799,0.41564864863599776,0.3549799317365918,0.21612037569540474,0.0067104684257240374,0.06649150292567951,0.04761784596340667,0.04445020072378351,0.013335680062759363,0.36661178947565426,18.323509758357247,5.91266388956588,6.087967543205353,66.16666666666666,False,11.600912506072532,2.9383368160929217,3.0622946141559546,71.55,7.215322417705011,2.8629948972790666,3.1401621530530086,72.33333333333334,0.9966820724503436,0.9495613665954841,1.0517254631133421,94.63315217391305,0.5666231268744064,0.6722349042629772,1.391820439665056,96.61016949152543
8,10.81972541399955,0.5037514169514729,0.45951032701734107,0.20632964103796395,0.0066203228152432875,0.06323368942392339,0.045085789409418715,0.04228830183732937,0.013321809156630152,0.1853415207818574,17.112095806740317,5.91266388956588,6.087967543205353,69.69999999999999,False,10.683697754750298,2.9383368160929217,3.0622946141559546,68.26666666666667,7.045552806418041,2.8629948972790666,3.1401621530530086,73.5,0.9807862741851985,0.9495698205057418,1.0517165722703705,95.61969439728352,0.4996673028593719,0.6722349042629772,1.391820439665056,100.0
9,10.727186381001957,0.36340313493878235,0.30469756225803135,0.19792194276055167,0.006938199423250913,0.06148702719951275,0.04703054142504162,0.03357938646097718,0.02100493970487422,0.46177895822532883,16.40901332090933,5.91266388956588,6.087967543205353,61.483333333333334,False,10.104592666552787,2.9383368160929217,3.0622946141559546,65.75,6.881242561205213,2.8629948972790666,3.1401621530530086,73.75,1.0038637451035743,0.9495698205057418,1.0517165722703705,94.77079796264856,0.5356432825029719,0.6722349042629772,1.391820439665056,93.22033898305084
10,10.71694407799805,0.5641863290106249,0.5280771949084935,0.19846940788437212,0.007112256610125465,0.06293428719565364,0.04427831932063811,0.042524701675190346,0.013849357039252342,0.32110131061861563,17.038930916910655,5.91266388956588,6.087967543205353,73.38333333333334,False,10.779080445809548,2.9383368160929217,3.0622946141559546,74.01666666666667,6.9431493142095695,2.8629948972790666,3.1401621530530086,73.0,0.9882652915394499,0.9494935812610029,1.0517967546239788,95.57220708446866,1.0961287326691234,0.6722349042629772,1.391820439665056,93.22033898305084
11,10.64651220000087,0.4966352667087422,0.46187869956705124,0.1824078813620246,0.006482271371277564,0.06799740070299327,0.05719814336243356,0.03435053834803404,0.013117141969734238,0.13586561710686862,16.18112956856275,5.91266388956588,6.087967543205353,69.43333333333334,False,8.858558144634145,2.9383368160929217,3.0622946141559546,72.41666666666666,7.12555725603895,2.8629948972790666,3.1401621530530086,71.33333333333334,1.0064176679447727,0.9496204544814902,1.0516633229166654,95.25584547610978,0.720935436540128,0.6722349042629772,1.391820439665056,94.91525423728814
12,10.839742569001828,0.3389342834255976,0.29042194377915265,0.17461810708895834,0.006329275585032606,0.055269855263558466,0.04382781493491855,0.031030885836395114,0.01307530738047258,0.4621170595954142,14.408262233054394,5.91266388956588,6.087967543205353,59.06666666666667,False,8.164395299384516,2.9383368160929217,3.0622946141559546,66.56666666666666,7.027854738332834,2.8629948972790666,3.1401621530530086,72.08333333333333,1.037170694668356,0.9497212646639113,1.051557313753233,94.56631792102598,0.6817643133148484,0.6722349042629772,1.391820439665056,91.52542372881356
13,10.822521822999988,0.7870562230975011,0.7659520554139974,0.18090824413789092,0.006866900794414722,0.07861166013550491,0.05527737495431519,0.05455091414813219,0.012182064399078183,0.9498151887510876,15.791380407173259,5.91266388956588,6.087967543205353,66.16666666666666,False,8.589041705511802,2.9383368160929217,3.0622946141559546,75.13333333333333,7.197947762339256,2.8629948972790666,3.1401621530530086,72.0,1.0209513741216287,0.9495613665954841,1.0517254631133421,95.04076086956522,0.5941999189807928,0.6722349042629772,1.391820439665056,89.83050847457628
