step,ax,ay,az
91,0.0357847698032856,0.010524948127567768,9.809694290161133
92,0.03185680881142616,0.005886779632419348,9.80849838256836
93,0.033670008182525635,0.009512347169220448,9.811046600341797
94,0.0324004702270031,0.003672500839456916,9.806005477905273
95,0.03033268079161644,0.006671600509434938,9.80904769897461
96,0.029080022126436234,0.010681837797164917,9.809282302856445
97,0.022233063355088234,0.01770467683672905,9.806242942810059
98,0.023233259096741676,0.009732866659760475,9.806356430053711
99,0.01968018151819706,0.013362526893615723,9.80302906036377
100,0.02154703438282013,0.02267947420477867,9.80320930480957
101,0.01962335780262947,0.018091492354869843,9.79694652557373
102,0.021071380004286766,0.020273197442293167,9.799123764038086
103,0.024203550070524216,0.021744446828961372,9.798409461975098
104,0.02466723881661892,0.02695874497294426,9.803110122680664
105,0.019829099997878075,0.021929316222667694,9.802608489990234
106,0.01782212220132351,0.020997358486056328,9.801769256591797
107,0.01774468645453453,0.026256296783685684,9.800080299377441
108,0.015421843156218529,0.02063082717359066,9.802342414855957
109,0.012289823964238167,0.013526282273232937,9.805499076843262
110,0.01213485561311245,0.023824729025363922,9.800518035888672
111,0.015994466841220856,0.02236483246088028,9.813274383544922
112,0.011524218134582043,0.025766896083950996,9.805144309997559
113,0.01109948568046093,0.024927135556936264,9.805886268615723
114,0.011846156790852547,0.02533816732466221,9.812466621398926
115,0.015392793342471123,0.027468901127576828,9.804159164428711
116,0.013617558404803276,0.02430688962340355,9.808239936828613
117,0.009945611469447613,0.022807808592915535,9.80990219116211
118,0.012236028909683228,0.025557508692145348,9.810580253601074
119,0.004728079307824373,0.025576170533895493,9.814033508300781
120,0.005537653341889381,0.028457876294851303,9.810762405395508
121,0.0038502742536365986,0.025301579385995865,9.807798385620117
122,0.002504513366147876,0.029674269258975983,9.814374923706055
123,0.0010688749607652426,0.034856490790843964,9.809761047363281
124,-0.002351453062146902,0.02805463969707489,9.818769454956055
125,-0.0005909695755690336,0.023112159222364426,9.817419052124023
126,0.0047436365857720375,0.02713409811258316,9.816372871398926
127,0.007228619884699583,0.027277715504169464,9.818694114685059
128,0.006543803494423628,0.028028562664985657,9.81909465789795
129,0.00685703894123435,0.02599806897342205,9.816421508789062
130,0.0012760375393554568,0.029918698593974113,9.818441390991211
131,0.0037723304703831673,0.027299318462610245,9.818692207336426
132,0.006354098208248615,0.03125458210706711,9.820042610168457
133,0.006694008596241474,0.028553573414683342,9.826231002807617
134,0.00323782442137599,0.02971469983458519,9.820812225341797
135,0.01050737127661705,0.025109054520726204,9.81502628326416
136,0.005660635884851217,0.025025973096489906,9.823976516723633
137,0.0030493061058223248,0.02552616037428379,9.814240455627441
138,0.0038621164858341217,0.0246377345174551,9.817487716674805
139,0.0007889667758718133,0.025246016681194305,9.8162260055542
140,0.004822792951017618,0.027674080803990364,9.814351081848145
141,0.002465877216309309,0.021530617028474808,9.81979751586914
142,0.009923247620463371,0.02905457094311714,9.823335647583008
143,0.007265459280461073,0.02655416913330555,9.821657180786133
144,0.011007201857864857,0.028250625357031822,9.817946434020996
145,0.009141435846686363,0.029729299247264862,9.812216758728027
146,0.004603684414178133,0.03114551492035389,9.812370300292969
147,0.0050994111225008965,0.028211364522576332,9.808283805847168
148,0.006147871259599924,0.03102393075823784,9.803553581237793
149,0.005482083186507225,0.027836095541715622,9.809581756591797
150,0.005516099743545055,0.026366762816905975,9.811866760253906
151,0.006660567130893469,0.026715392246842384,9.809701919555664
152,0.008167318999767303,0.029473954811692238,9.816788673400879
153,0.006140324752777815,0.026921968907117844,9.820082664489746
154,0.00776725634932518,0.030612444505095482,9.82140064239502
155,0.006288261152803898,0.027265377342700958,9.814026832580566
156,0.005036137066781521,0.028555506840348244,9.813982009887695
157,0.002166696824133396,0.02747027762234211,9.812005996704102
158,0.005343413911759853,0.026627948507666588,9.812295913696289
159,0.0054736752063035965,0.02466491237282753,9.810382843017578
160,0.009755595587193966,0.022966794669628143,9.815411567687988
161,0.007365671917796135,0.02297956682741642,9.81326675415039
162,0.006038552615791559,0.02588605135679245,9.813275337219238
163,0.0059048631228506565,0.023090962320566177,9.816943168640137
164,0.010288013145327568,0.024439705535769463,9.818317413330078
165,0.004461181350052357,0.0252164825797081,9.818777084350586
166,-1.00975439636386e-05,0.018676776438951492,9.820878028869629
167,0.0023190840147435665,0.024675223976373672,9.822898864746094
168,-0.0032333966810256243,0.0179288312792778,9.818398475646973
169,-0.001979100750759244,0.026688598096370697,9.827593803405762
170,-9.807680180529132e-05,0.02449910156428814,9.81821346282959
171,0.0014005653792992234,0.021878404542803764,9.827835083007812
172,-0.0006831579958088696,0.024209966883063316,9.824917793273926
173,0.0014671845128759742,0.02534174546599388,9.822759628295898
174,-0.0009871021611616015,0.025589389726519585,9.820034980773926
175,-0.004959444515407085,0.02270815707743168,9.82202434539795
176,-0.002499934984371066,0.033250678330659866,9.820371627807617
177,-0.0017897107172757387,0.02678229659795761,9.819280624389648
178,-0.0004592927289195359,0.03148384392261505,9.811407089233398
179,0.0006919958395883441,0.028789274394512177,9.817172050476074
180,-0.0010063477093353868,0.03195381909608841,9.815643310546875
181,-0.0019508784171193838,0.035419803112745285,9.814684867858887
182,-0.00860376376658678,0.029339149594306946,9.817423820495605
183,-0.009904101490974426,0.032044462859630585,9.818495750427246
184,-0.004674350377172232,0.0356220044195652,9.815733909606934
185,-0.00555413868278265,0.03293793275952339,9.81190299987793
186,0.0058318548835814,0.023715445771813393,9.819397926330566
187,-0.003300358774140477,0.03382165729999542,9.81696605682373
188,0.00044289176003076136,0.027934852987527847,9.813432693481445
189,0.0016453779535368085,0.029173593968153,9.815652847290039
190,-0.003912256099283695,0.03149346262216568,9.813925743103027
191,-0.00416555255651474,0.03120514377951622,9.809581756591797
192,-0.0015989091480150819,0.03208627179265022,9.820871353149414
193,-0.005371088162064552,0.0379546694457531,9.813057899475098
194,-0.0028158153872936964,0.033869195729494095,9.817511558532715
195,0.0017674287082627416,0.03814953193068504,9.815526962280273
196,-0.007876208983361721,0.04026753455400467,9.814299583435059
197,-0.0015566819347441196,0.040448468178510666,9.81173038482666
198,0.00045633281115442514,0.035705797374248505,9.814281463623047
199,-0.0018718490609899163,0.03261258825659752,9.815239906311035
200,0.0007702032453380525,0.03543649613857269,9.817620277404785
201,0.002145678037777543,0.043514564633369446,9.817459106445312
202,0.004929393529891968,0.03888421133160591,9.811211585998535
203,0.00789815466850996,0.03996201232075691,9.81423568725586
204,0.009092282503843307,0.04218190908432007,9.816444396972656
205,-3.663705865619704e-05,0.03580264747142792,9.81546401977539
206,0.007628857158124447,0.030575504526495934,9.80931282043457
207,0.006333015859127045,0.03101300075650215,9.813741683959961
208,0.0010079530766233802,0.03408605232834816,9.809897422790527
209,0.007905254140496254,0.024956850335001945,9.807973861694336
210,0.0061789872124791145,0.03247112035751343,9.80767822265625
211,0.0098316241055727,0.03165671229362488,9.803495407104492
212,0.01016007736325264,0.029666028916835785,9.806196212768555
213,0.008643945679068565,0.033387161791324615,9.805400848388672
214,0.008134954608976841,0.0364016629755497,9.806137084960938
215,0.006359417922794819,0.03817928209900856,9.800540924072266
216,0.010780872777104378,0.03211727365851402,9.804678916931152
217,0.004272264428436756,0.03496123105287552,9.80394172668457
218,0.007715487387031317,0.036312349140644073,9.802725791931152
219,0.0046059563755989075,0.03849571570754051,9.804497718811035
220,0.0038434406742453575,0.03264389559626579,9.80239200592041
221,0.014743400737643242,0.03873981907963753,9.804482460021973
222,0.0065993391908705235,0.038116615265607834,9.80741024017334
223,0.007559336721897125,0.036641791462898254,9.805597305297852
224,0.004683054052293301,0.04105059802532196,9.810725212097168
225,0.011744393967092037,0.044594306498765945,9.805011749267578
226,0.011300629936158657,0.04079844802618027,9.807912826538086
227,0.0108143649995327,0.03765861317515373,9.805961608886719
228,0.016365764662623405,0.03580209240317345,9.799173355102539
229,0.007889439351856709,0.034707460552453995,9.808272361755371
230,0.013573265634477139,0.033749427646398544,9.807039260864258
231,0.011742852628231049,0.043050725013017654,9.807888984680176
232,0.011347622610628605,0.031868256628513336,9.810661315917969
233,0.012057025916874409,0.03607712686061859,9.805534362792969
234,0.010153613053262234,0.03476536273956299,9.806289672851562
235,0.011268479749560356,0.04087397828698158,9.81186294555664
236,0.014905705116689205,0.037287451326847076,9.801444053649902
237,0.007489809766411781,0.03732169419527054,9.809650421142578
238,0.01226761657744646,0.04434078559279442,9.814595222473145
239,0.010745546780526638,0.039376892149448395,9.81117057800293
240,0.012564379721879959,0.03933059796690941,9.814566612243652
241,0.01545379776507616,0.04019875079393387,9.813529968261719
242,0.013864598236978054,0.0399300716817379,9.807005882263184
243,0.011907510459423065,0.046931952238082886,9.803847312927246
244,0.01633092761039734,0.039611171931028366,9.801656723022461
245,0.009823588654398918,0.0462794192135334,9.810761451721191
246,0.009661349467933178,0.04606163874268532,9.808642387390137
247,0.015727449208498,0.045706287026405334,9.811468124389648
248,0.00968505535274744,0.04591280594468117,9.809606552124023
249,0.013257911428809166,0.04508358985185623,9.810307502746582
250,0.012629932723939419,0.04276207461953163,9.812929153442383
251,0.013629956170916557,0.05137321352958679,9.816851615905762
252,0.009003955870866776,0.041385989636182785,9.809776306152344
253,0.013107390142977238,0.04235555976629257,9.817717552185059
254,0.013955464586615562,0.04018859192728996,9.810770034790039
255,0.010239175520837307,0.04041941836476326,9.811092376708984
256,0.013871729373931885,0.039076171815395355,9.8157958984375
257,0.014925342053174973,0.03965292498469353,9.816160202026367
258,0.012988043017685413,0.04359282925724983,9.814425468444824
259,0.012974191457033157,0.04517658054828644,9.813315391540527
260,0.010128307156264782,0.03347642719745636,9.814684867858887
261,0.006273611914366484,0.04508529230952263,9.814452171325684
262,0.01452623587101698,0.04078685864806175,9.81362533569336
263,0.0080420458689332,0.046958960592746735,9.817965507507324
264,0.008259719237685204,0.03958747908473015,9.816976547241211
265,0.006510881707072258,0.04235249012708664,9.819668769836426
266,0.006937122438102961,0.04602036625146866,9.819125175476074
267,0.011876977980136871,0.043739087879657745,9.813603401184082
268,0.01698523759841919,0.03748556226491928,9.824325561523438
269,0.01072556059807539,0.04000139981508255,9.818035125732422
270,0.012643810361623764,0.03887929394841194,9.815847396850586
271,0.013564402237534523,0.042204514145851135,9.817020416259766
272,-2.367403745651245,0.03298614174127579,9.82292652130127
273,-2.2451772689819336,0.03900482878088951,9.820068359375
274,-2.1231942176818848,0.045888617634773254,9.819454193115234
275,-2.0185062885284424,0.03866429626941681,9.818848609924316
276,-1.9196614027023315,0.04258151724934578,9.816527366638184
277,-1.8210134506225586,0.03899465501308441,9.81766128540039
278,-4.103275299072266,0.042653050273656845,9.820122718811035
279,-3.9078409671783447,0.03703102841973305,9.812152862548828
280,-3.7340080738067627,0.04470996931195259,9.817093849182129
281,-3.563455581665039,0.037021804600954056,9.81680679321289
282,-3.4135494232177734,0.038892313838005066,9.817225456237793
283,-3.2705888748168945,0.04098261520266533,9.819259643554688
284,-3.13358998298645,0.03642268106341362,9.817121505737305
285,-3.01218318939209,0.03957359120249748,9.81829833984375
286,-2.895772933959961,0.0406809039413929,9.815576553344727
287,-2.783165693283081,0.03878828510642052,9.814091682434082
288,-2.672569513320923,0.043813906610012054,9.81729507446289
289,-2.5798799991607666,0.03554733097553253,9.817176818847656
290,-2.4960062503814697,0.03996171057224274,9.824710845947266
291,-2.406651496887207,0.035940513014793396,9.82088851928711
292,-2.3260281085968018,0.0336243137717247,9.819842338562012
293,-2.240786552429199,0.04110373556613922,9.822504997253418
294,-2.1623246669769287,0.03990020975470543,9.815523147583008
295,-2.0930514335632324,0.0431806817650795,9.817719459533691
296,-2.01279616355896,0.040038157254457474,9.82086181640625
297,-1.9377366304397583,0.039584554731845856,9.822356224060059
298,-1.861304759979248,0.040505073964595795,9.819621086120605
299,-1.7985303401947021,0.038542766124010086,9.820844650268555
300,-1.7224785089492798,0.04116985946893692,9.82132339477539
301,-1.6525472402572632,0.04346195235848427,9.818613052368164
302,-1.587019920349121,0.041932571679353714,9.819265365600586
303,-1.5264252424240112,0.04214569553732872,9.813372611999512
304,-1.4651055335998535,0.0324476920068264,9.818957328796387
305,-1.3998359441757202,0.03964861482381821,9.819591522216797
306,-1.34272038936615,0.03987054154276848,9.824667930603027
307,-1.2776376008987427,0.04592132940888405,9.824556350708008
308,-1.2297624349594116,0.03873107582330704,9.821094512939453
309,1.1999247074127197,0.04026622697710991,9.821029663085938
310,1.1457648277282715,0.036868076771497726,9.817946434020996
311,1.1069104671478271,0.032580263912677765,9.816617965698242
312,3.430513381958008,0.04023731127381325,9.820416450500488
313,3.286513328552246,0.03719872236251831,9.818913459777832
314,3.1594438552856445,0.03817783668637276,9.815754890441895
315,3.0223655700683594,0.03026554174721241,9.817036628723145
316,2.9058997631073,0.0366036519408226,9.820991516113281
317,0.4173643887042999,0.02677222155034542,9.821686744689941
318,0.40828728675842285,0.03409140184521675,9.81928539276123
319,0.3910794258117676,0.036917686462402344,9.820150375366211
320,0.37458187341690063,0.033873509615659714,9.8163423538208
321,0.36217936873435974,0.03490801155567169,9.81750202178955
322,0.34998345375061035,0.03190203756093979,9.81700325012207
323,0.335633248090744,0.027749039232730865,9.814349174499512
324,0.3211890161037445,0.03278273344039917,9.817813873291016
325,0.31440573930740356,0.03219170868396759,9.813576698303223
326,0.30304521322250366,0.03767995908856392,9.814061164855957
327,0.2908031940460205,0.03063899837434292,9.811352729797363
328,0.28031376004219055,0.030051616951823235,9.811342239379883
329,0.2675928771495819,0.034336112439632416,9.818012237548828
330,0.26057323813438416,0.024577779695391655,9.81817626953125
331,0.2541111409664154,0.027735531330108643,9.81636905670166
332,0.2392602562904358,0.03299576789140701,9.815418243408203
333,0.234440416097641,0.025567084550857544,9.817858695983887
334,0.22928085923194885,0.032601792365312576,9.818045616149902
335,0.21785207092761993,0.03489255532622337,9.819695472717285
336,0.20734180510044098,0.033263497054576874,9.821171760559082
337,0.19993357360363007,0.030436979606747627,9.82379150390625
338,0.19174477458000183,0.030607907101511955,9.81962776184082
339,0.1877956986427307,0.025738077238202095,9.817988395690918
340,0.182920441031456,0.028909416869282722,9.818781852722168
341,0.17536740005016327,0.025823788717389107,9.821298599243164
342,0.16865131258964539,0.028122683987021446,9.8228178024292
343,0.16838040947914124,0.029749736189842224,9.8198881149292
344,0.16303804516792297,-2.348473072052002,9.826573371887207
345,0.15635031461715698,-2.2694454193115234,9.827409744262695
346,0.15451951324939728,-2.1839613914489746,9.82005500793457
347,0.15889708697795868,-2.1093664169311523,9.817767143249512
348,0.15435633063316345,-2.0380289554595947,9.81815242767334
349,0.14327223598957062,-1.9663417339324951,9.815838813781738
350,0.13984793424606323,-1.8860529661178589,9.817955017089844
351,0.13650263845920563,-1.819449543952942,9.81515121459961
352,0.13149836659431458,-1.7507072687149048,9.814453125
353,0.13167886435985565,-1.6777414083480835,9.817309379577637
354,0.12660913169384003,-1.6173367500305176,9.82038688659668
355,0.11928001046180725,-1.546373963356018,9.812948226928711
356,0.1175367534160614,-1.4817088842391968,9.811430931091309
357,0.11631126701831818,-1.4236704111099243,9.80974292755127
358,0.11595004051923752,-1.362622618675232,9.817843437194824
359,0.10862883180379868,-1.3010221719741821,9.811064720153809
360,0.10159670561552048,-1.2425916194915771,9.811976432800293
361,0.1046667993068695,-1.189756155014038,9.807356834411621
362,0.1001657173037529,-1.1382293701171875,9.813960075378418
363,0.10200567543506622,-1.0932693481445312,9.813232421875
364,0.09069068729877472,-1.040595293045044,9.817286491394043
365,0.09368649125099182,-0.9965940117835999,9.817061424255371
366,0.08337307721376419,-0.9487715363502502,9.811500549316406
367,0.09040877223014832,-0.9060653448104858,9.812836647033691
368,0.08022642135620117,-0.8564903736114502,9.811131477355957
369,0.08055230975151062,-0.8204991817474365,9.804361343383789
370,0.07661458849906921,-0.7910080552101135,9.806483268737793
371,0.0791420117020607,-0.7498555779457092,9.81180477142334
372,0.06741394847631454,-0.7073842883110046,9.808422088623047
373,0.06204361841082573,-0.6748676896095276,9.807406425476074
374,0.06268488615751266,-0.6409881114959717,9.808439254760742
375,0.06279850006103516,-0.6084547638893127,9.806519508361816
376,0.06207474693655968,-0.5850298404693604,9.805455207824707
377,0.05212729051709175,-0.5491993427276611,9.807323455810547
378,0.0502348467707634,-0.5176189541816711,9.813867568969727
379,0.0479753352701664,-0.49908962845802307,9.811347961425781
380,0.048208147287368774,-0.4739011824131012,9.812346458435059
381,0.04415755346417427,-0.44392186403274536,9.81455135345459
382,0.04676507040858269,-0.4227167069911957,9.812460899353027
383,0.04893498495221138,-0.39917850494384766,9.810192108154297
384,0.04283617436885834,-0.38117337226867676,9.812878608703613
385,0.0399196557700634,-0.35404032468795776,9.80432415008545
386,0.045678697526454926,-0.3420451879501343,9.810829162597656
387,0.04071999341249466,-0.3181810975074768,9.809056282043457
388,0.043581388890743256,-0.3008038401603699,9.806325912475586
389,0.03485424444079399,-0.28652137517929077,9.809772491455078
390,0.030834103003144264,-0.27278226613998413,9.808499336242676
391,0.03814144805073738,-0.25817954540252686,9.80461311340332
392,0.031233223155140877,-0.24205319583415985,9.8062162399292
393,0.032122042030096054,-0.23009973764419556,9.805377960205078
394,0.03089037723839283,-0.21600158512592316,9.801290512084961
395,0.024343952536582947,-0.20729857683181763,9.808168411254883
396,0.02685398794710636,-0.19562315940856934,9.808647155761719
397,0.02821546606719494,-0.18523618578910828,9.804605484008789
398,0.025446875020861626,-0.17572829127311707,9.813302040100098
399,0.027878690510988235,-0.1674625128507614,9.807628631591797
400,0.030479369685053825,-0.1555408090353012,9.80777645111084
401,0.03050004132091999,-0.15134824812412262,9.812288284301758
402,0.03483456373214722,-0.13987945020198822,9.8078031539917
403,0.029850084334611893,-0.13675335049629211,9.806150436401367
404,0.02703836001455784,-0.12907852232456207,9.809843063354492
405,0.02801547572016716,-0.1163109615445137,9.805643081665039
406,0.024951700121164322,-0.11300338804721832,9.808138847351074
407,0.02140684425830841,-0.10543567687273026,9.812355041503906
408,0.021681230515241623,-0.0990312248468399,9.812424659729004
409,0.016198236495256424,-0.09556843340396881,9.814184188842773
410,0.018496906384825706,-0.08512970805168152,9.8143310546875
411,0.009382695890963078,-0.08307891339063644,9.818866729736328
412,0.009472583420574665,-0.08606288582086563,9.81340217590332
413,0.012940124608576298,-0.08325229585170746,9.81846809387207
414,0.015763984993100166,-0.07130077481269836,9.816455841064453
415,0.009270085953176022,-0.0705653578042984,9.819645881652832
416,0.011404444463551044,-0.0685574933886528,9.816946983337402
417,0.013464527204632759,-0.062954381108284,9.812712669372559
418,0.00980074517428875,-0.05600278079509735,9.818739891052246
419,0.01612389273941517,-0.054678112268447876,9.818527221679688
420,0.013407488353550434,-0.04977504909038544,9.817428588867188
421,0.007155957631766796,-0.04763595759868622,9.814461708068848
422,0.013683242723345757,-0.05152731016278267,9.819403648376465
423,0.006878665182739496,-0.04794575273990631,9.817203521728516
424,0.012478477321565151,-0.03850540146231651,9.82158374786377
425,0.009351484477519989,-0.03993327543139458,9.815253257751465
426,0.004508233163505793,-0.032899681478738785,9.816447257995605
427,0.008402076549828053,-0.03376203402876854,9.82064437866211
428,0.011169114150106907,-0.027472032234072685,9.819130897521973
429,0.0063073718920350075,-0.026930510997772217,9.820225715637207
430,0.0024661782663315535,-0.02493012696504593,9.82260799407959
431,0.004831857513636351,-0.02313319593667984,9.822028160095215
432,0.005808346904814243,-0.020103855058550835,9.82340145111084
433,0.0018302971730008721,-0.02065298892557621,9.822656631469727
434,0.001728647155687213,-0.01582544669508934,9.818806648254395
435,0.004292304627597332,-0.019993407651782036,9.821539878845215
436,0.0028112768195569515,-0.024065906181931496,9.821182250976562
437,0.004225213546305895,-0.02116708643734455,9.818643569946289
438,-0.005929657258093357,-0.01538819819688797,9.821510314941406
439,-0.004386165179312229,-0.018260156735777855,9.816435813903809
440,-0.006659087259322405,-0.013307112269103527,9.8217134475708
441,-0.0085362009704113,-0.0173787884414196,9.819680213928223
442,-0.00924057886004448,-0.015888500958681107,9.824336051940918
443,-0.011569591239094734,-0.013683894649147987,9.817262649536133
444,-0.004612016025930643,-0.011561455205082893,9.82016658782959
445,-0.009799381718039513,-0.017124414443969727,9.826211929321289
446,-0.00988626666367054,-0.008769755251705647,9.816285133361816
447,-0.012624477036297321,-0.01299044955521822,9.822677612304688
448,-0.010224936529994011,-0.00884103961288929,9.821656227111816
449,-0.009898953139781952,-0.013459727168083191,9.819174766540527
450,-0.006510509178042412,-0.008827241137623787,9.823230743408203
451,-0.009222430177032948,-0.008895767852663994,9.822256088256836
452,-0.008536402136087418,-0.008673545904457569,9.825465202331543
453,-0.009199589490890503,-0.005855840165168047,9.82284164428711
454,-0.010237173177301884,-0.007199338637292385,9.817998886108398
455,0.0008750365814194083,-0.010648413561284542,9.816783905029297
456,-0.0022592414170503616,-0.008367305621504784,9.818339347839355
457,-0.008572607301175594,-0.009176221676170826,9.817778587341309
458,-0.005722720641642809,-0.0077898744493722916,9.824481964111328
459,-0.009445682168006897,-0.002185103017836809,9.814614295959473
460,-0.007111596874892712,-0.007895777933299541,9.819038391113281
461,-0.004317174199968576,-0.011873704381287098,9.820011138916016
462,-0.00855953712016344,-0.00025668455054983497,9.824254035949707
463,-0.0044323960319161415,-0.0002601039595901966,9.825094223022461
464,-0.014904243871569633,0.0013428101083263755,9.819860458374023
465,-0.007171394769102335,0.0018451802898198366,9.82584285736084
466,-0.011536188423633575,-0.0032024611718952656,9.822999000549316
467,-0.010399596765637398,0.0006524864002130926,9.831238746643066
468,-0.012537957169115543,0.00043421023292467,9.8226957321167
469,-0.004701473284512758,0.0031289816834032536,9.825502395629883
470,-0.01068792399019003,0.00033027553581632674,9.825226783752441
471,-0.010572114959359169,-0.000832611694931984,9.831159591674805
472,-0.014930984936654568,0.001662121620029211,9.827458381652832
473,-0.015493994578719139,-0.0024213113356381655,9.828853607177734
474,-0.01607770472764969,-0.0031761485151946545,9.832230567932129
475,-0.013505618087947369,-0.0012498297728598118,9.829693794250488
476,-0.014010535553097725,-0.0023182991426438093,9.82690143585205
477,-0.006244426593184471,0.0025860255118459463,9.82559585571289
478,-0.011452057398855686,-0.0013715778477489948,9.824453353881836
479,-0.008700458332896233,-0.00738380616530776,9.827857971191406
480,-0.007803750224411488,-0.002083122730255127,9.830543518066406
481,-0.01418111752718687,0.002609616843983531,9.830470085144043
482,-0.011628426611423492,-0.0013587079010903835,9.831972122192383
483,-0.0059977686032652855,0.009877907112240791,9.829750061035156
484,-0.013375792652368546,0.004181039985269308,9.826006889343262
485,-0.009824608452618122,-3.2511059544049203e-05,9.830373764038086
486,-0.007737656123936176,0.0016941203502938151,9.828751564025879
487,-0.01117933914065361,0.0022568150889128447,9.834083557128906
