t,err_norm,trace_Ppos,active_count,active_set,rank_xy,gdop_xy,rank_3d,gdop_3d,mode
0.01,0.00010302307473731857,3.0003000000571873,4.0,usv1|usv2|usv3|usv4,2.0,3.729732418946469,3.0,9.103932586593432,xy
0.02,0.008399795853325107,2.0016991914168836,4.0,usv1|usv2|usv3|usv4,2.0,3.7297323609641757,3.0,9.098803060022517,xy
0.03,0.011103315577787718,2.002799512070314,4.0,usv1|usv2|usv3|usv4,2.0,3.7297316705951746,3.0,9.094395055640756,xy
0.04,0.03839256780084079,2.0037317795624277,4.0,usv1|usv2|usv3|usv4,2.0,3.7297311836837617,3.0,9.090942382407617,xy
0.05,0.04176267161275026,2.000743670149949,2.0,usv2|usv4,2.0,3.946519518421441,2.0,3.4157314383710937,xy
0.06,0.029901995021212654,2.000712850561965,2.0,usv2|usv4,2.0,3.9465160988666925,2.0,3.4153861176414204,xy
0.07,0.035289252505846226,2.0008804388075574,2.0,usv2|usv4,2.0,3.9465119845125165,2.0,3.415148944442688,xy
0.08,0.04149794108319604,2.0009658332350546,2.0,usv2|usv4,2.0,3.9465071328370454,2.0,3.4149934165905966,xy
0.09,0.04686919746958,2.0011850243647946,2.0,usv2|usv4,2.0,3.9465015642523693,2.0,3.4149248350374997,xy
0.1,0.03770648627505624,2.000779705919216,2.0,usv2|usv4,2.0,3.946888136420076,2.0,3.4152691052647484,xy
0.11,0.04131858831323026,2.0009196882706486,2.0,usv2|usv4,2.0,3.946920428606336,2.0,3.415392254187202,xy
0.12,0.044753582487327824,2.001013695680439,2.0,usv2|usv4,2.0,3.946952019726621,2.0,3.415590858027657,xy
0.13,0.048360942304035454,2.0011789546876937,2.0,usv2|usv4,2.0,3.9469829202349582,2.0,3.4158633747222114,xy
0.14,0.05102724781985981,2.0013006780133424,2.0,usv2|usv4,2.0,3.9470131326499005,2.0,3.4162047064993017,xy
0.15,0.07794768905141584,2.001051087534953,2.0,usv2|usv4,2.0,3.9471694517167757,2.0,3.4167365117770587,xy
0.16,0.08331537261219941,2.00114532705581,2.0,usv2|usv4,2.0,3.9472067824946473,2.0,3.4172233086438863,xy
0.17,0.08849669335788374,2.001290565271757,2.0,usv2|usv4,2.0,3.9472434557766864,2.0,3.4177662451051183,xy
0.18,0.09462739894901494,2.001400985564845,2.0,usv2|usv4,2.0,3.947279488310655,2.0,3.4183620504014667,xy
0.19,0.09986156917525911,2.001561708686198,2.0,usv2|usv4,2.0,3.9473148781254124,2.0,3.41899751769922,xy
0.2,0.08325160476679871,2.001301292416897,2.0,usv2|usv4,2.0,3.9472413753815943,2.0,3.41956570594724,xy
0.21,0.08736744190321341,2.0014354314665472,2.0,usv2|usv4,2.0,3.9472701051043937,2.0,3.4202601995445536,xy
0.22,0.09348064496016949,2.0015397667699943,2.0,usv2|usv4,2.0,3.947298233679475,2.0,3.4209810462101826,xy
0.23,0.09768453202253716,2.0016851258633834,2.0,usv2|usv4,2.0,3.9473257568634614,2.0,3.4217095331455605,xy
0.24,0.10156476346379711,2.0018006492515488,2.0,usv2|usv4,2.0,3.947352846295681,2.0,3.4224441104831236,xy
0.25,0.06962866991394392,2.0015937686352876,2.0,usv2|usv4,2.0,3.947105168831702,2.0,3.4229282033374058,xy
0.26,0.06889842602057739,2.0016943840063637,2.0,usv2|usv4,2.0,3.947121187881429,2.0,3.42363581715971,xy
0.27,0.07140508409231362,2.0018299238861594,2.0,usv2|usv4,2.0,3.9471373796266604,2.0,3.4243345837216745,xy
0.28,0.07480296553941386,2.0019395305306027,2.0,usv2|usv4,2.0,3.9471537896123325,2.0,3.4250142834732196,xy
0.29,0.07735648628573781,2.0020836601615226,2.0,usv2|usv4,2.0,3.9471704403629353,2.0,3.4256631532546864,xy
0.3,0.1033428150532796,2.0018569710735528,2.0,usv2|usv4,2.0,3.9473686017499325,2.0,3.4264308070668266,xy
0.31,0.10666838646886051,2.001985603861998,2.0,usv2|usv4,2.0,3.9473918140462185,2.0,3.4270081230467944,xy
0.32,0.10976512892882034,2.002091462428748,2.0,usv2|usv4,2.0,3.9474152870724786,2.0,3.4275407062868304,xy
0.33,0.11310394053811591,2.0022271753611025,2.0,usv2|usv4,2.0,3.9474390229048755,2.0,3.428025801898171,xy
0.34,0.11779614191527978,2.002340746736524,2.0,usv2|usv4,2.0,3.9474630208841166,2.0,3.4284640382248353,xy
0.35000000000000003,0.11478077373771,2.0021476527849624,2.0,usv2|usv4,2.0,3.947446142026739,2.0,3.4288163404181393,xy
0.36,0.11682747401327313,2.002251023449533,2.0,usv2|usv4,2.0,3.9474694770475685,2.0,3.429137841736276,xy
0.37,0.11999312496842816,2.0023805404516093,2.0,usv2|usv4,2.0,3.9474930688937437,2.0,3.4294043208237057,xy
0.38,0.12154832998865184,2.0024906315294273,2.0,usv2|usv4,2.0,3.9475169098618235,2.0,3.4296090023999515,xy
0.39,0.12466551669572096,2.002626171145659,2.0,usv2|usv4,2.0,3.9475410032508864,2.0,3.429758395246949,xy
0.4,0.10219230926668524,2.0024155024842454,2.0,usv2|usv4,2.0,3.9473695195074088,2.0,3.4296734211498436,xy
0.41000000000000003,0.10467214047171444,2.0025402633982203,2.0,usv2|usv4,2.0,3.9473892002757958,2.0,3.429701387427276,xy
0.42,0.1067808569685767,2.0026478863836,2.0,usv2|usv4,2.0,3.9474091192864087,2.0,3.429669786447677,xy
0.43,0.10925387576612769,2.0027779232452123,2.0,usv2|usv4,2.0,3.9474292734384346,2.0,3.429587632448614,xy
0.44,0.11213152491393263,2.0028915562627394,2.0,usv2|usv4,2.0,3.9474496575778657,2.0,3.429458920398384,xy
0.45,0.10349137333824823,2.0027043923914696,2.0,usv2|usv4,2.0,3.947279171157225,2.0,3.4291263217086696,xy
0.46,0.1054547233302575,2.0028102008073625,2.0,usv2|usv4,2.0,3.9472957502842343,2.0,3.4288973226569026,xy
0.47000000000000003,0.1077169636326381,2.0029359019399036,2.0,usv2|usv4,2.0,3.947312547461638,2.0,3.428631559831809,xy
0.48,0.11009070494555394,2.003047094858129,2.0,usv2|usv4,2.0,3.9473295571168507,2.0,3.4283314026134457,xy
0.49,0.11235994347904052,2.0031775132786427,2.0,usv2|usv4,2.0,3.9473467728482547,2.0,3.4279970278346465,xy
0.5,0.10172668903501124,2.0029761755574618,2.0,usv2|usv4,2.0,3.9472966246098387,2.0,3.427575735148963,xy
0.51,0.1037256658222879,2.0030983757562653,2.0,usv2|usv4,2.0,3.9473128815287306,2.0,3.427192800734567,xy
0.52,0.10559476149552986,2.0032076797678675,2.0,usv2|usv4,2.0,3.9473293307479476,2.0,3.4267899346211346,xy
0.53,0.10759522111046255,2.0033341451135844,2.0,usv2|usv4,2.0,3.947345968596576,2.0,3.426375032031102,xy
0.54,0.10983686731925965,2.0034483332338406,2.0,usv2|usv4,2.0,3.947362791696163,2.0,3.4259526666845193,xy
0.55,0.10223849885544385,2.003264226294517,2.0,usv2|usv4,2.0,3.94707536519545,2.0,3.425270696783868,xy
0.56,0.10425853334049631,2.00337202825594,2.0,usv2|usv4,2.0,3.9470869964136654,2.0,3.424838575233964,xy
0.5700000000000001,0.10612592472674304,2.0034952422847736,2.0,usv2|usv4,2.0,3.947098795977085,2.0,3.424411215974406,xy
0.58,0.10780881862026741,2.003607493691808,2.0,usv2|usv4,2.0,3.9471107570588537,2.0,3.4239944516703282,xy
0.59,0.10968143757423301,2.003734619107846,2.0,usv2|usv4,2.0,3.947122878686364,2.0,3.4235943962429065,xy
0.6,0.11254523759826214,2.00353927378649,2.0,usv2|usv4,2.0,3.9470480002096315,2.0,3.4231396537609498,xy
0.61,0.11443603831420014,2.0036597691733276,2.0,usv2|usv4,2.0,3.9470589751588916,2.0,3.4227785586862587,xy
0.62,0.11623440058244014,2.0037704308335957,2.0,usv2|usv4,2.0,3.947070096604726,2.0,3.4224406060250376,xy
0.63,0.11812813259117814,2.0038945291772543,2.0,usv2|usv4,2.0,3.947081362506174,2.0,3.422132296258639,xy
0.64,0.1199729365397414,2.0040092718639073,2.0,usv2|usv4,2.0,3.9470927663122213,2.0,3.4218540491882905,xy
0.65,0.10296544066516007,2.0038269979232366,2.0,usv2|usv4,2.0,3.9470690028627806,2.0,3.4215718299871654,xy
0.66,0.10476060440832957,2.003936329904537,2.0,usv2|usv4,2.0,3.947080138405467,2.0,3.421362982721106,xy
0.67,0.10637170248816373,2.004057861943578,2.0,usv2|usv4,2.0,3.947091400310063,2.0,3.421187674351795,xy
0.68,0.10800545869941952,2.0041709592680506,2.0,usv2|usv4,2.0,3.9471027905671723,2.0,3.421051052239008,xy
0.6900000000000001,0.10961048385957486,2.0042958447668044,2.0,usv2|usv4,2.0,3.9471143063040004,2.0,3.4209526334875755,xy
0.7000000000000001,0.10489434922838446,2.0041046018358717,2.0,usv2|usv4,2.0,3.946922008484498,2.0,3.420720361196553,xy
0.71,0.10641082276437014,2.004223931993378,2.0,usv2|usv4,2.0,3.946930847623265,2.0,3.4206937176671954,xy
0.72,0.10794216481052149,2.0043356267166152,2.0,usv2|usv4,2.0,3.946939807074011,2.0,3.420703335234918,xy
0.73,0.10946276866649399,2.0044580842450794,2.0,usv2|usv4,2.0,3.9469488870697327,2.0,3.4207479252520345,xy
0.74,0.11078317817574763,2.004573267483875,2.0,usv2|usv4,2.0,3.946958082884769,2.0,3.420825235530335,xy
0.75,0.09740838385318427,2.004392230478091,2.0,usv2|usv4,2.0,3.9471088969082047,2.0,3.4210491029590684,xy
0.76,0.0987123142862569,2.004502713615702,2.0,usv2|usv4,2.0,3.947120217304646,2.0,3.4211924007876178,xy
0.77,0.10002318916095852,2.0046230657255704,2.0,usv2|usv4,2.0,3.947131653569622,2.0,3.4213648651879227,xy
0.78,0.1011171123310668,2.004736800371137,2.0,usv2|usv4,2.0,3.947143202394285,2.0,3.4215621371380944,xy
0.79,0.10241624533759937,2.0048600922061652,2.0,usv2|usv4,2.0,3.9471548693032608,2.0,3.421784274444512,xy
0.8,0.1037134342530165,2.004671795417962,2.0,usv2|usv4,2.0,3.947280707301752,2.0,3.422119623776369,xy
0.81,0.10501450387402418,2.0047903051245615,2.0,usv2|usv4,2.0,3.9472940347524403,2.0,3.422377616624037,xy
0.8200000000000001,0.1061838932952202,2.004902773265629,2.0,usv2|usv4,2.0,3.9473074759356153,2.0,3.422647134775539,xy
0.8300000000000001,0.1074744397425088,2.0050240490321176,2.0,usv2|usv4,2.0,3.9473210328401938,2.0,3.422927869296915,xy
0.84,0.10879927765385507,2.005139556289386,2.0,usv2|usv4,2.0,3.9473347047617144,2.0,3.4232150097932132,xy
0.85,0.09701228996116774,2.004959428794912,2.0,usv2|usv4,2.0,3.9471693706420874,2.0,3.423352850609369,xy
0.86,0.09813731416068332,2.005070778855678,2.0,usv2|usv4,2.0,3.9471811518674547,2.0,3.4236427900917423,xy
0.87,0.09929624926243907,2.005190275645204,2.0,usv2|usv4,2.0,3.947193047869823,2.0,3.423931204123542,xy
0.88,0.10037486014943584,2.00530448170529,2.0,usv2|usv4,2.0,3.9472050567678743,2.0,3.4242149295619986,xy
0.89,0.10153165452441627,2.005426597501652,2.0,usv2|usv4,2.0,3.9472171798872973,2.0,3.4244933770996258,xy
0.9,0.13795038538718576,2.005240497997896,2.0,usv2|usv4,2.0,3.947090650784168,2.0,3.4246594296108133,xy
0.91,0.1394996800604823,2.0053584137623757,2.0,usv2|usv4,2.0,3.9471014588185613,2.0,3.424916579566943,xy
0.92,0.14109601027121013,2.005471461563248,2.0,usv2|usv4,2.0,3.9471123815540974,2.0,3.42515916185311,xy
