algorithm,n_runs,pos_rmse_mean,pos_rmse_std,pos_rmse_mae,pos_rmse_max,final_error_mean,final_error_std,final_error_mae,final_error_max,energy_mean,energy_std,energy_mae,energy_max,switch_count_mean,switch_count_std,pct_active_0,pct_active_1,pct_active_2,pct_active_3,pct_active_4
imu_dvl_depth,5,1.189767799907886,0.25757756323807723,1.189767799907886,1.4446057189257344,1.455714027024931,0.6262288374188967,1.455714027024931,2.5780987713187713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
imu_dvl_depth_all4,5,0.6810046286283173,0.2627543042378653,0.6810046286283173,1.1532068883687223,0.49032882743842227,0.20414160081953917,0.49032882743842227,0.8769327153074651,1.333333333333305,0.0,1.333333333333305,1.333333333333305,0.0,0.0,0.0,0.0,0.0,0.0,1.0
adaptive,5,0.8385310908479845,0.2590974333754209,0.8385310908479845,1.2955078226483239,0.7770382239274035,0.3631765771171506,0.7770382239274035,1.296778581104089,0.6667777777777635,0.0,0.6667777777777635,0.6667777777777635,11.0,0.0,0.08333333333333333,0.0,0.8331666666666667,0.0,0.0835
