t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,pos_err
0.01,2.0,usv2|usv4,xy:init,19.732632922837393,nan,0.00010319007620548324
0.02,2.0,usv2|usv4,xy:dwell_hold,19.732629185341796,nan,0.023644602328785177
0.03,2.0,usv2|usv4,xy:dwell_hold,19.73262141728951,nan,0.025857131299663105
0.04,2.0,usv2|usv4,xy:dwell_hold,19.732609637617927,nan,0.00928800088135266
0.05,2.0,usv2|usv4,xy:dwell_hold,19.732552806232878,nan,0.016804486325763347
0.06,2.0,usv2|usv4,xy:dwell_hold,19.732525300596457,nan,0.020704184778375247
0.07,2.0,usv2|usv4,xy:dwell_hold,19.732494145735583,nan,0.02473098240576575
0.08,2.0,usv2|usv4,xy:dwell_hold,19.73245934723165,nan,0.028193225821811017
0.09,2.0,usv2|usv4,xy:dwell_hold,19.732420918095617,nan,0.03215707214653879
0.1,2.0,usv2|usv4,xy:dwell_hold,19.733777388855792,nan,0.042511694608440065
0.11,2.0,usv2|usv4,xy:dwell_hold,19.733871717528622,nan,0.04675668012375269
0.12,2.0,usv2|usv4,xy:dwell_hold,19.733962572532917,nan,0.05072217144139223
0.13,2.0,usv2|usv4,xy:dwell_hold,19.734049979334728,nan,0.05497219605233089
0.14,2.0,usv2|usv4,xy:dwell_hold,19.73413399845261,nan,0.058654922080387965
0.15,2.0,usv2|usv4,xy:dwell_hold,19.73344263626911,nan,0.07344760238042708
0.16,2.0,usv2|usv4,xy:dwell_hold,19.73346846528979,nan,0.07879293677699431
0.17,2.0,usv2|usv4,xy:dwell_hold,19.733491014524542,nan,0.08384572956552393
0.18,2.0,usv2|usv4,xy:dwell_hold,19.733510310794248,nan,0.08897710822044905
0.19,2.0,usv2|usv4,xy:dwell_hold,19.733526385537562,nan,0.09401852639669483
0.2,2.0,usv2|usv4,xy:dwell_hold,19.73150652235318,nan,0.09137549004519498
0.21,2.0,usv2|usv4,xy:dwell_hold,19.73141462269165,nan,0.09606629678587704
0.22,2.0,usv2|usv4,xy:dwell_hold,19.731319672990903,nan,0.09955728642883051
0.23,2.0,usv2|usv4,xy:dwell_hold,19.731221693996094,nan,0.10421533816166033
0.24,2.0,usv2|usv4,xy:dwell_hold,19.731121541078963,nan,0.10887114738250442
0.25,2.0,usv2|usv4,xy:dwell_hold,19.732761877257655,nan,0.11070948063555858
0.26,2.0,usv2|usv4,xy:dwell_hold,19.732731054408024,nan,0.1146628556442955
0.27,2.0,usv2|usv4,xy:dwell_hold,19.732701050822044,nan,0.11917275357303579
0.28,2.0,usv2|usv4,xy:dwell_hold,19.73267216994225,nan,0.12402754627765146
0.29,2.0,usv2|usv4,xy:dwell_hold,19.7326445167929,nan,0.12856282543658207
0.3,2.0,usv2|usv4,xy:dwell_hold,19.733185265019873,nan,0.11797096055392094
0.31,2.0,usv2|usv4,xy:dwell_hold,19.733179153627564,nan,0.12201104136168069
0.32,2.0,usv2|usv4,xy:dwell_hold,19.733174396245413,nan,0.12596213827713335
0.33,2.0,usv2|usv4,xy:dwell_hold,19.733171002436283,nan,0.1299845083521533
0.34,2.0,usv2|usv4,xy:dwell_hold,19.73316896677626,nan,0.13424190929974594
0.35000000000000003,2.0,usv2|usv4,xy:dwell_hold,19.734993437434824,nan,0.13518209434781175
0.36,2.0,usv2|usv4,xy:dwell_hold,19.735046276450596,nan,0.13964882292017164
0.37,2.0,usv2|usv4,xy:dwell_hold,19.735100435831118,nan,0.1435970412640151
0.38,2.0,usv2|usv4,xy:dwell_hold,19.735155896854895,nan,0.14671571946374826
0.39,2.0,usv2|usv4,xy:dwell_hold,19.735212660861727,nan,0.15063367823955323
0.4,2.0,usv2|usv4,xy:dwell_hold,19.73448378476319,nan,0.12286363321703755
0.41000000000000003,2.0,usv2|usv4,xy:dwell_hold,19.734523359905104,nan,0.12600838421119553
0.42,2.0,usv2|usv4,xy:dwell_hold,19.734564161300515,nan,0.1283878106481397
0.43,2.0,usv2|usv4,xy:dwell_hold,19.73460617837806,nan,0.13150018739776229
0.44,2.0,usv2|usv4,xy:dwell_hold,19.734649368451837,nan,0.13428404156720597
0.45,2.0,usv2|usv4,xy:dwell_hold,19.7345495151889,nan,0.10507157414249976
0.46,2.0,usv2|usv4,xy:dwell_hold,19.734591764262618,nan,0.10799015366410915
0.47000000000000003,2.0,usv2|usv4,xy:dwell_hold,19.73463511500595,nan,0.11039759903150215
0.48,2.0,usv2|usv4,xy:dwell_hold,19.734679539873255,nan,0.11266371497022239
0.49,2.0,usv2|usv4,xy:dwell_hold,19.73472501748206,nan,0.11507475763253601
0.5,2.0,usv2|usv4,xy:dwell_hold,19.73458231522373,nan,0.09045413566972846
0.51,2.0,usv2|usv4,xy:dwell_hold,19.73462598439454,nan,0.09229315208359289
0.52,2.0,usv2|usv4,xy:dwell_hold,19.734670624617515,nan,0.09449493378976404
0.53,2.0,usv2|usv4,xy:dwell_hold,19.734716183973713,nan,0.09634846486837331
0.54,2.0,usv2|usv4,xy:dwell_hold,19.73476263191719,nan,0.09793697112735188
0.55,2.0,usv2|usv4,xy:dwell_hold,19.73319023414021,nan,0.07128233541367673
0.56,2.0,usv2|usv4,xy:dwell_hold,19.733208833639,nan,0.07199965807709643
0.5700000000000001,2.0,usv2|usv4,xy:dwell_hold,19.733228254119318,nan,0.07333995634857884
0.58,2.0,usv2|usv4,xy:dwell_hold,19.73324843508712,nan,0.07458320666362689
0.59,2.0,usv2|usv4,xy:dwell_hold,19.73326936655066,nan,0.07592909336129364
0.6,2.0,usv2|usv4,xy:dwell_hold,19.732348955176374,nan,0.05601907426674162
0.61,2.0,usv2|usv4,xy:dwell_hold,19.732355569572384,nan,0.05701198358393316
0.62,2.0,usv2|usv4,xy:dwell_hold,19.73236286727123,nan,0.057966808587062164
0.63,2.0,usv2|usv4,xy:dwell_hold,19.732370832587783,nan,0.05896188729744427
0.64,2.0,usv2|usv4,xy:dwell_hold,19.73237945331367,nan,0.06003012479416109
0.65,2.0,usv2|usv4,xy:dwell_hold,19.731839533662527,nan,0.058798106301461414
0.66,2.0,usv2|usv4,xy:dwell_hold,19.73184095064383,nan,0.060275055904413316
0.67,2.0,usv2|usv4,xy:dwell_hold,19.731842960519515,nan,0.06126066749858361
0.68,2.0,usv2|usv4,xy:dwell_hold,19.731845564041716,nan,0.06215920709823383
0.6900000000000001,2.0,usv2|usv4,xy:dwell_hold,19.73184875807962,nan,0.06314153196948381
0.7000000000000001,2.0,usv2|usv4,xy:dwell_hold,19.73255762027383,nan,0.04082077869348422
0.71,2.0,usv2|usv4,xy:dwell_hold,19.732572087546355,nan,0.041460266962241026
0.72,2.0,usv2|usv4,xy:dwell_hold,19.7325871222594,nan,0.041518760365463064
0.73,2.0,usv2|usv4,xy:dwell_hold,19.73260276644284,nan,0.0421512557238966
0.74,2.0,usv2|usv4,xy:dwell_hold,19.732618984308242,nan,0.04271311267249085
0.75,2.0,usv2|usv4,xy:dwell_hold,19.73230127501554,nan,0.054626714294646765
0.76,2.0,usv2|usv4,xy:dwell_hold,19.732314156946668,nan,0.055309864685561136
0.77,2.0,usv2|usv4,xy:dwell_hold,19.732327663870226,nan,0.05608258340397561
0.78,2.0,usv2|usv4,xy:dwell_hold,19.73234176404707,nan,0.0569117336241723
0.79,2.0,usv2|usv4,xy:dwell_hold,19.732356467307522,nan,0.05769643332159278
0.8,2.0,usv2|usv4,xy:dwell_hold,19.733986114837332,nan,0.06156009178893839
0.81,2.0,usv2|usv4,xy:dwell_hold,19.73402231610544,nan,0.06237320531928049
0.8200000000000001,2.0,usv2|usv4,xy:dwell_hold,19.73405914030874,nan,0.06308506251191562
0.8300000000000001,2.0,usv2|usv4,xy:dwell_hold,19.73409657318973,nan,0.06388807496902213
0.84,2.0,usv2|usv4,xy:dwell_hold,19.734134621873707,nan,0.06465234079774106
0.85,2.0,usv2|usv4,xy:dwell_hold,19.735415732941863,nan,0.07191528770296272
0.86,2.0,usv2|usv4,xy:dwell_hold,19.73546970520173,nan,0.07361912876125694
0.87,2.0,usv2|usv4,xy:dwell_hold,19.735524323073296,nan,0.07450949864001849
0.88,2.0,usv2|usv4,xy:dwell_hold,19.735579565548374,nan,0.07546603628813076
0.89,2.0,usv2|usv4,xy:dwell_hold,19.735635426931616,nan,0.07635562191731839
0.9,2.0,usv2|usv4,xy:dwell_hold,19.73573910904561,nan,0.07656145653004238
0.91,2.0,usv2|usv4,xy:dwell_hold,19.735796722579636,nan,0.0774228947712495
0.92,2.0,usv2|usv4,xy:dwell_hold,19.73585495621282,nan,0.07773873315647759
0.93,2.0,usv2|usv4,xy:dwell_hold,19.735913787578742,nan,0.07860222328859771
0.9400000000000001,2.0,usv2|usv4,xy:dwell_hold,19.735973225806305,nan,0.07906296421337398
0.9500000000000001,2.0,usv2|usv4,xy:dwell_hold,19.73551719264864,nan,0.07054564823777823
0.96,2.0,usv2|usv4,xy:dwell_hold,19.735572325257166,nan,0.07138799614157436
0.97,2.0,usv2|usv4,xy:dwell_hold,19.73562803522831,nan,0.07215318292787828
0.98,2.0,usv2|usv4,xy:dwell_hold,19.73568431506674,nan,0.07276615176992748
0.99,2.0,usv2|usv4,xy:dwell_hold,19.735741153884312,nan,0.07352214668093274
1.0,2.0,usv2|usv4,xy:dwell_hold,19.736472110152988,nan,0.06478113119253967
1.01,2.0,usv2|usv4,xy:dwell_hold,19.736536786792136,nan,0.06543259633000613
1.02,2.0,usv2|usv4,xy:dwell_hold,19.736601990052808,nan,0.06594658927847091
1.03,2.0,usv2|usv4,xy:dwell_hold,19.73666768488224,nan,0.0665899612558636
1.04,2.0,usv2|usv4,xy:dwell_hold,19.736733867925313,nan,0.06727753422170488
1.05,2.0,usv2|usv4,xy:dwell_hold,19.738840752098586,nan,0.11145424593780616
1.06,2.0,usv2|usv4,xy:dwell_hold,19.738927474610744,nan,0.11234685893876559
1.07,2.0,usv2|usv4,xy:dwell_hold,19.7390146305647,nan,0.11339110703793823
1.08,2.0,usv2|usv4,xy:dwell_hold,19.739102219468005,nan,0.1144362370726851
1.09,2.0,usv2|usv4,xy:dwell_hold,19.73919021579298,nan,0.11548878790785494
1.1,2.0,usv2|usv4,xy:dwell_hold,19.739198623555843,nan,0.11390052144434223
1.11,2.0,usv2|usv4,xy:dwell_hold,19.739286670483327,nan,0.11492908471878768
1.12,2.0,usv2|usv4,xy:dwell_hold,19.7393751109044,nan,0.11594099986150543
1.1300000000000001,2.0,usv2|usv4,xy:dwell_hold,19.7394639080997,nan,0.11696171494513721
1.1400000000000001,2.0,usv2|usv4,xy:dwell_hold,19.7395530660718,nan,0.11801015149341715
1.1500000000000001,2.0,usv2|usv4,xy:dwell_hold,19.737507998385272,nan,0.07104937023804687
1.16,2.0,usv2|usv4,xy:dwell_hold,19.737579079477907,nan,0.07162184937865783
1.17,2.0,usv2|usv4,xy:dwell_hold,19.737650486401478,nan,0.07224237320846057
1.18,2.0,usv2|usv4,xy:dwell_hold,19.73772219862531,nan,0.07283262428925662
1.19,2.0,usv2|usv4,xy:dwell_hold,19.737794232908975,nan,0.07345758304654426
1.2,2.0,usv2|usv4,xy:dwell_hold,19.73778155892951,nan,0.07991815139142885
1.21,2.0,usv2|usv4,xy:dwell_hold,19.73785349441469,nan,0.08058373078794813
1.22,2.0,usv2|usv4,xy:dwell_hold,19.73792571865668,nan,0.08125262874014817
1.23,2.0,usv2|usv4,xy:dwell_hold,19.73799821997311,nan,0.08192135858770151
1.24,2.0,usv2|usv4,xy:dwell_hold,19.738071003081213,nan,0.082613035078385
1.25,2.0,usv2|usv4,xy:dwell_hold,19.739091574469253,nan,0.11701745866189638
1.26,2.0,usv2|usv4,xy:dwell_hold,19.73917262335402,nan,0.11799230096762138
1.27,2.0,usv2|usv4,xy:dwell_hold,19.739253947666974,nan,0.11893085984930914
1.28,2.0,usv2|usv4,xy:dwell_hold,19.73933555005674,nan,0.11988487862825993
1.29,2.0,usv2|usv4,xy:dwell_hold,19.739417434294968,nan,0.12083438684581435
1.3,2.0,usv2|usv4,xy:dwell_hold,19.739823388112086,nan,0.1158357204511374
1.31,2.0,usv2|usv4,xy:dwell_hold,19.739908335158294,nan,0.1167293770891368
1.32,2.0,usv2|usv4,xy:dwell_hold,19.73999357014206,nan,0.11763217535049153
1.33,2.0,usv2|usv4,xy:dwell_hold,19.740079081067314,nan,0.11853410894538453
1.34,2.0,usv2|usv4,xy:dwell_hold,19.74016487026815,nan,0.11942444046283208
1.35,2.0,usv2|usv4,xy:dwell_hold,19.741798619427897,nan,0.14700637629730096
1.36,2.0,usv2|usv4,xy:dwell_hold,19.74189655668502,nan,0.1480715162924135
1.37,2.0,usv2|usv4,xy:dwell_hold,19.741994790079428,nan,0.14915848025270653
1.3800000000000001,2.0,usv2|usv4,xy:dwell_hold,19.742093321173396,nan,0.15025340408510765
1.3900000000000001,2.0,usv2|usv4,xy:dwell_hold,19.742192135026688,nan,0.15132960467238235
1.4000000000000001,2.0,usv2|usv4,xy:dwell_hold,19.74141309101052,nan,0.13111015999296893
1.41,2.0,usv2|usv4,xy:dwell_hold,19.74150614055506,nan,0.13203954757984573
1.42,2.0,usv2|usv4,xy:dwell_hold,19.741599486493747,nan,0.13294901608600262
1.43,2.0,usv2|usv4,xy:dwell_hold,19.74169313105052,nan,0.1338770045965306
1.44,2.0,usv2|usv4,xy:dwell_hold,19.741787081787145,nan,0.1349350719756617
1.45,2.0,usv2|usv4,xy:dwell_hold,19.74267570531364,nan,0.15525116170927042
1.46,2.0,usv2|usv4,xy:dwell_hold,19.742775776479398,nan,0.15635992325385625
1.47,2.0,usv2|usv4,xy:dwell_hold,19.74287612713753,nan,0.15741828480691947
1.48,2.0,usv2|usv4,xy:dwell_hold,19.742976752049213,nan,0.1584337810063767
1.49,2.0,usv2|usv4,xy:dwell_hold,19.74307766334847,nan,0.15950822642774262
1.5,2.0,usv2|usv4,xy:dwell_hold,19.741829174502122,nan,0.12796126858285503
1.51,2.0,usv2|usv4,xy:dwell_hold,19.741921475593585,nan,0.1288127341505028
1.52,2.0,usv2|usv4,xy:dwell_hold,19.742014033383388,nan,0.1295789152325101
1.53,2.0,usv2|usv4,xy:dwell_hold,19.742106865736176,nan,0.13041519571553253
1.54,2.0,usv2|usv4,xy:dwell_hold,19.74219995772899,nan,0.13124474800073543
1.55,2.0,usv2|usv4,xy:dwell_hold,19.742468156772958,nan,0.1368497715369632
1.56,2.0,usv2|usv4,xy:dwell_hold,19.74256290613692,nan,0.13779333276435726
