t,p_true_x,p_true_y,p_true_z,v_true_x,v_true_y,v_true_z,v_body_x,v_body_y,v_body_z,vW1_x,vW1_y,vW1_z,vW2_x,vW2_y,vW2_z,err_norm_W1,err_norm_W2,cos_W1,cos_W2
19.54,232.814453125,-232.78482055664062,-4.994628429412842,0.799560546875,0.29754638671875,0.0,0.6376296877861023,0.4862632751464844,-0.08743218332529068,0.7401893347306485,0.30845314341411256,-0.08743218332538902,0.4932885604095006,0.6322103993926477,-0.08743218332515186,0.10624634042707475,0.46200315773111417,0.9933686677549759,0.8464870903179423
19.55,232.82244873046875,-232.7818145751953,-4.994628429412842,0.799560546875,0.30059814453125,0.0,0.4074770510196686,1.031604528427124,-0.07186207920312881,0.6558580448830765,0.8944806869055285,-0.0718620792033716,0.13243447529411992,1.1012295782617185,-0.07186207920285993,0.6152325102293499,1.0446205275063292,0.835526918615317,0.46018687609460796
19.56,232.83045959472656,-232.77877807617188,-4.994628429412842,0.80108642578125,0.30364990234375,0.0,1.3054218292236328,0.4815845191478729,-0.11881053447723389,1.3848637955907628,0.13491530718769557,-0.11881053447731343,1.140691015241775,0.7967897339940763,-0.11881053447707,0.6191795573232171,0.6104376412423229,0.9615412100292736,0.9660336234063517
19.57,232.8384552001953,-232.7757110595703,-4.994628429412842,0.799560546875,0.30670166015625,0.0,0.7865877747535706,0.03475649282336235,-0.00031538307666778564,0.7697352142985965,-0.16563823028709188,-0.0003153830766520591,0.7521259542296006,0.2328838174673343,-0.0003153830766321163,0.4732807011001044,0.08774516479650322,0.8374286759987007,0.9978222774432964
19.580000000000002,232.84645080566406,-232.77261352539062,-4.994628429412842,0.799560546875,0.30975341796875,0.0,0.44445565342903137,0.6786234974861145,0.09902767837047577,0.601763206004735,0.5440144674286055,0.09902767837031508,0.2581972623031929,0.7690285239259941,0.09902767837066542,0.3221932780689182,0.7168084192571241,0.9270851848830213,0.6345380246660518
19.59,232.8544464111328,-232.76950073242188,-4.994628429412842,0.799560546875,0.311279296875,0.0,0.7950654625892639,0.1677199751138687,-0.02721749059855938,0.811634457386348,-0.03884045693603606,-0.027217490598578854,0.7267872170061597,0.3633722811501698,-0.02721749059848698,0.35138356978979574,0.09354372424364374,0.9129525988393843,0.9951793045660469
19.6,232.86245727539062,-232.766357421875,-4.994628429412842,0.80108642578125,0.3143310546875,0.0,0.5464255809783936,-0.2147933542728424,0.3249143362045288,0.4743951800412735,-0.3459281817752449,0.3249143362046013,0.5829730069750426,-0.06971059411069708,0.3249143362044932,0.8051327562885399,0.5482980734474417,0.46981080050263646,0.7707924622809982
19.61,232.87045288085938,-232.76318359375,-4.994628429412842,0.799560546875,0.3173828125,0.0,1.315437912940979,0.6027787923812866,0.15673986077308655,1.4250291739713983,0.25102003728369,0.15673986077296548,1.120561395186763,0.915456916192402,0.15673986077329616,0.648214783363811,0.6966358891699262,0.9736675839142346,0.9476622719308989
19.62,232.87844848632812,-232.75997924804688,-4.994628429412842,0.799560546875,0.3204345703125,0.0,1.2282673120498657,0.4175538718700409,0.0022934668231755495,1.2938858809688876,0.09408012412038563,0.002293466823099199,1.0831422087400275,0.7139990884944567,0.0022934668233355023,0.5436902898048125,0.4850946803542544,0.9527640892702243,0.9797367178220894
19.63,232.88644409179688,-232.75674438476562,-4.994628429412842,0.799560546875,0.323486328125,0.0,1.1577556133270264,0.4381372630596161,-0.08432646095752716,1.2308233284500985,0.13204671905517568,-0.08432646095761262,1.0098669468789538,0.7159128099647594,-0.08432646095736222,0.4793200003237232,0.45314266798586467,0.959499318890647,0.9709036984580608
19.64,232.8944549560547,-232.7534942626953,-4.994628429412842,0.80108642578125,0.32501220703125,0.0,0.6051561832427979,0.5218411684036255,-0.18378174304962158,0.7171122638657786,0.3525367757414057,-0.1837817430497474,0.4541553526825998,0.6574763059355823,-0.18378174304945438,0.20392398297034428,0.5144601788476405,0.9720679485199956,0.814710847592761
19.650000000000002,232.90245056152344,-232.7501983642578,-4.994628429412842,0.799560546875,0.32958984375,0.0,1.165234923362732,0.6074438095092773,-0.14731764793395996,1.2806280206521243,0.2945374402043925,-0.147317647934096,0.974785466597463,0.881222857778896,-0.1473176479337429,0.5043382542634086,0.5972480590601178,0.9802891618673448,0.9355392277965872
19.66,232.9104461669922,-232.74688720703125,-4.994628429412842,0.799560546875,0.33111572265625,0.0,-0.08446616679430008,1.1922581195831299,0.0703095868229866,0.218147436006527,1.1751704926490543,0.07030958682265079,-0.3816481771440644,1.132677650309991,0.07030958682331367,1.0273330026026288,1.429230216431906,0.5438696807875191,0.06745687844214014
19.67,232.91844177246094,-232.74356079101562,-4.994628429412842,0.799560546875,0.3326416015625,0.0,0.3652280867099762,0.39425477385520935,0.12960107624530792,0.4525920427978416,0.28980823097852315,0.12960107624520587,0.25441803889171033,0.4733918349879527,0.1296010762454352,0.3728515514531769,0.5777433869665715,0.9572345008163878,0.7538206965615789
