policy,rmse_mean,rmse_std,rmse_ci_lo,rmse_ci_hi,crlb_eff_mean,nees_pct_mean,nis_pct_mean,avg_beacons,energy_mean_Wh,energy_savings_pct,switch_count_mean
imu_dvl_depth,1.0773092584102737,0.48087337048843776,0.6558051647774912,1.4988133520430562,0.6856762780934322,95.83000000000001,nan,4.0,0.0,100.0,0.0
imu_dvl_depth_all4,0.8718550025867968,0.35097944151212285,0.5642079577357977,1.179502047437796,0.8814952461420582,52.31999999999999,92.72727272727272,4.0,0.444444444444435,0.0,0.0
adaptive,0.7961511214304355,0.32166498865594295,0.5141993274288118,1.0781029154320594,0.6895437353473922,72.85999999999999,86.66666666666667,2.001,0.22233333333332855,49.975000000000016,3.0
