t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,f_obs,f_energy,f_mission,soc,phase,w_obs,w_energy,w_mission,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
33.4,0.23621412197794123,0.23621412197794123,4.692136658124813,1.1141607754131198,3,usv1|usv2|usv4,2.0,19.05340254843759,3.0,49.533978425499406,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05340254843759,-3.409687704797362,3,2,19.05340254843759,3,49.533978425499406,0.6946963655361446,0.9815030197684755,0.1422843749999818,0.0,0.758849999999903,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.410000000000004,0.23628149974587007,0.23628149974587007,4.6800978908685416,0.9765369351382889,3,usv1|usv2|usv4,2.0,19.051834655903352,3.0,49.52973508249462,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.051834655903352,-3.4095231460306525,3,2,19.051834655903352,3,49.52973508249462,0.6946954865795227,0.9815031140973175,0.14227083333331514,0.0,0.7587777777776807,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.42,0.23635506179171042,0.23635506179171042,4.447736990070735,0.8740051628389961,3,usv1|usv2|usv4,2.0,19.052153330050675,3.0,49.53042513120242,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.052153330050675,-3.4095566046799877,3,2,19.052153330050675,3,49.53042513120242,0.6946944736882971,0.9815030164532274,0.14225729166664847,0.0,0.7587055555554585,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.43,0.23644198960982885,0.23644198960982885,4.515292806332362,0.9512849839043601,3,usv1|usv2|usv4,2.0,19.052471953801717,3.0,49.53099224845824,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.052471953801717,-3.4095900401380574,3,2,19.052471953801717,3,49.53099224845824,0.6946934604654271,0.9815029183337804,0.1422437499999818,0.0,0.7586333333332362,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.44,0.23652999589972634,0.23652999589972634,4.577160101653794,1.0178465984363303,3,usv1|usv2|usv4,2.0,19.052790584719336,3.0,49.53156870450079,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.052790584719336,-3.40962347807994,3,2,19.052790584719336,3,49.53156870450079,0.6946924474079438,0.9815028204513878,0.14223020833331512,0.0,0.758561111111014,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.45,0.2822903069385608,0.2822903069385608,4.793512696253351,0.9439786180757443,3,usv1|usv2|usv4,2.0,19.052734166531497,3.0,49.52907521976379,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.052734166531497,-3.4096175763304055,3,2,19.052734166531497,3,49.52907521976379,0.6946909857854525,0.9815020796258169,0.14221666666664845,0.0,0.7584888888887917,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.46,0.2825633252645657,0.2825633252645657,4.595983925610102,0.8806069556042166,3,usv1|usv2|usv4,2.0,19.053050615057533,3.0,49.529725995829146,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.053050615057533,-3.409650799940474,3,2,19.053050615057533,3,49.529725995829146,0.694689971518994,0.9815019800105597,0.14220312499998178,0.0,0.7584166666665695,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.47,0.2828463459645584,0.2828463459645584,4.610184010715595,0.9056130125828822,3,usv1|usv2|usv4,2.0,19.053367194197143,3.0,49.53057368000166,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.053367194197143,-3.4096840671008346,3,2,19.053367194197143,3,49.53057368000166,0.6946889578373296,0.9815018812335075,0.1421895833333151,0.0,0.7583444444443472,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.480000000000004,0.2831327572791569,0.2831327572791569,4.680859607519154,1.0037352546258227,3,usv1|usv2|usv4,2.0,19.05368368111237,3.0,49.53126957983626,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05368368111237,-3.409717297273583,3,2,19.05368368111237,3,49.53126957983626,0.6946879436219029,0.9815017816913958,0.14217604166664843,0.0,0.758272222222125,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.49,0.28341059497530285,0.28341059497530285,4.753397291025651,0.9835539324016178,3,usv1|usv2|usv4,2.0,19.054000119091285,3.0,49.53189849479775,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.054000119091285,-3.4097505077718786,3,2,19.054000119091285,3,49.53189849479775,0.694686929330766,0.9815016820407664,0.14216249999998176,0.0,0.7581999999999027,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.5,0.25329368118895373,0.25329368118895373,5.1061472299265285,0.8998447883936238,3,usv1|usv2|usv4,2.0,19.055066130835105,3.0,49.53570289241654,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.055066130835105,-3.409862398447159,3,2,19.055066130835105,3,49.53570289241654,0.6946860960771819,0.9815018418772957,0.1421489583333151,0.0,0.7581277777776805,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.51,0.2534886796261741,0.2534886796261741,5.264970179615955,1.103164130104132,3,usv1|usv2|usv4,2.0,19.05538700234973,3.0,49.53644083832271,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05538700234973,-3.409896086861382,3,2,19.05538700234973,3,49.53644083832271,0.6946850823437376,0.9815017430260256,0.14213541666664842,0.0,0.7580555555554582,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.52,0.2537135256744004,0.2537135256744004,5.799835758662671,1.6834448198014722,3,usv1|usv2|usv4,2.0,19.055707954636443,3.0,49.537248133923356,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.055707954636443,-3.409929797097093,3,2,19.055707954636443,3,49.537248133923356,0.6946840688862628,0.9815016445703117,0.14212187499998175,0.0,0.757983333333236,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.53,0.25391767581179625,0.25391767581179625,6.175807329478881,1.9793765529687781,3,usv1|usv2|usv4,2.0,19.056028842412115,3.0,49.53792936893321,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.056028842412115,-3.4099634835701043,3,2,19.056028842412115,3,49.53792936893321,0.6946830551194029,0.9815015456711458,0.14210833333331507,0.0,0.7579111111110137,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.54,0.2540751569267611,0.2540751569267611,5.629414948247481,1.6246752282332584,3,usv1|usv2|usv4,2.0,19.056349611507144,3.0,49.53843951589628,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.056349611507144,-3.409997132569602,3,2,19.056349611507144,3,49.53843951589628,0.6946820410590409,0.9815014463512935,0.1420947916666484,0.0,0.7578388888887915,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.55,0.25289313770478344,0.25289313770478344,5.874581596803754,1.8973217826345614,3,usv1|usv2|usv4,2.0,19.056768516614806,3.0,49.53937118087516,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.056768516614806,-3.4100411035247973,3,2,19.056768516614806,3,49.53937118087516,0.6946810218941502,0.9815013397149501,0.14208124999998173,0.0,0.7577666666665692,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.56,0.2530594088506122,0.2530594088506122,5.573247051621307,1.6355146831555567,3,usv1|usv2|usv4,2.0,19.057089868690195,3.0,49.53989606849613,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.057089868690195,-3.4100748160410115,3,2,19.057089868690195,3,49.53989606849613,0.6946800078465689,0.981501240413417,0.14206770833331506,0.0,0.757694444444347,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.57,0.2532304466238783,0.2532304466238783,5.452621209263419,1.4171705709270344,3,usv1|usv2|usv4,2.0,19.057411230256005,3.0,49.54045298918043,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.057411230256005,-3.4101085296933373,3,2,19.057411230256005,3,49.54045298918043,0.6946789936723524,0.9815011409303736,0.14205416666664838,0.0,0.7576222222221247,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.58,0.25342456540751107,0.25342456540751107,5.341851414736148,1.4795813375188516,3,usv1|usv2|usv4,2.0,19.057732652809946,3.0,49.54111529408461,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.057732652809946,-3.4101422610273646,3,2,19.057732652809946,3,49.54111529408461,0.6946779798077336,0.9815010418910864,0.1420406249999817,0.0,0.7575499999999025,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.59,0.253687895526332,0.253687895526332,6.276288617581659,2.4448370110341826,3,usv1|usv2|usv4,2.0,19.058054257511593,3.0,49.54201218290932,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.058054257511593,-3.4101760422787475,3,2,19.058054257511593,3,49.54201218290932,0.6946769662701637,0.9815009433205696,0.14202708333331504,0.0,0.7574777777776802,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.6,0.26551902140739614,0.26551902140739614,5.485566132999558,2.0732030672703967,3,usv1|usv2|usv4,2.0,19.057954371782262,3.0,49.541120553516016,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.057954371782262,-3.410165545504964,3,2,19.057954371782262,3,49.541120553516016,0.6946759100273868,0.9815007835392561,0.14201354166664837,0.0,0.757405555555458,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.61,0.2657469786773658,0.2657469786773658,5.619102101897332,2.0932063407890307,3,usv1|usv2|usv4,2.0,19.058273405257545,3.0,49.541772039770976,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.058273405257545,-3.4101990232098727,3,2,19.058273405257545,3,49.541772039770976,0.6946748962172177,0.9815006845780138,0.1419999999999817,0.0,0.7573333333332357,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.62,0.26599978978012595,0.26599978978012595,5.818800480512021,2.4379274331778062,3,usv1|usv2|usv4,2.0,19.05859250391403,3.0,49.542474197928435,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.05859250391403,-3.4102325176647765,3,2,19.05859250391403,3,49.542474197928435,0.6946738821565691,0.9815005852577507,0.14198645833331502,0.0,0.7572611111110135,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.63,0.26620234753203387,0.26620234753203387,5.417690741051109,2.051081977291959,3,usv1|usv2|usv4,2.0,19.058911456084612,3.0,49.54299752959263,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.058911456084612,-3.4102659723296442,3,2,19.058911456084612,3,49.54299752959263,0.694672868019247,0.981500485827589,0.14197291666664835,0.0,0.7571888888887912,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
33.64,0.2664297880320074,0.2664297880320074,5.349485810367096,1.9959435635241773,3,usv1|usv2|usv4,2.0,19.059230474706055,3.0,49.543570944965495,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,19.059230474706055,-3.4102994440772108,3,2,19.059230474706055,3,49.543570944965495,0.6946718539063867,0.9815003864324893,0.14195937499998168,0.0,0.757116666666569,survey,0.6976744186046513,0.06976744186046513,0.23255813953488377,"usv1,usv2,usv4",,,,
