seed,runtime_seconds,pos_rmse_total,pos_rmse_x,pos_rmse_y,pos_rmse_z,vel_rmse_total,vel_rmse_x,vel_rmse_y,vel_rmse_z,final_position_error,nees_full_avg,nees_full_lower,nees_full_upper,nees_full_percent_inside,nees_full_is_consistent,nees_pos_avg,nees_pos_lower,nees_pos_upper,nees_pos_percent_inside,nis_dvl_avg,nis_dvl_lower,nis_dvl_upper,nis_dvl_percent_inside,nis_depth_avg,nis_depth_lower,nis_depth_upper,nis_depth_percent_inside,nis_acoustic_avg,nis_acoustic_lower,nis_acoustic_upper,nis_acoustic_percent_inside
0,10.745174915999087,0.8350836074906477,0.8313490772477123,0.07848838067791793,0.00793204623849196,0.07753696953822962,0.043740238736235997,0.06278768690524625,0.012509177972921214,0.3607561911628799,9.259494938695534,5.91266388956588,6.087967543205353,82.48333333333333,False,3.6616911592499117,2.9383368160929217,3.0622946141559546,95.33333333333334,7.221383509605066,2.8629948972790666,3.1401621530530086,70.91666666666666,1.0663691847131103,0.9496120261206724,1.0516721864350382,94.23728813559322,0.5040354096809418,0.6722349042629772,1.391820439665056,98.30508474576271
1,10.579239336002502,0.2786837273035038,0.27198737773218523,0.06031874362153577,0.007009663762453387,0.05111076023504538,0.03730151665313145,0.03171460071952579,0.014665973148124675,0.7123291805114977,5.191127526114252,5.91266388956588,6.087967543205353,97.58333333333333,False,2.3076947005433164,2.9383368160929217,3.0622946141559546,96.89999999999999,7.2096318397960095,2.8629948972790666,3.1401621530530086,71.41666666666666,1.018130047277192,0.9495782701487872,1.0517076859912249,94.97623896809233,0.42884010567713327,0.6722349042629772,1.391820439665056,96.61016949152543
2,10.712071035999543,0.529640649241373,0.5218236891317146,0.09032933093563128,0.007737361469629345,0.07914220282166379,0.05317057717272084,0.056642586707999515,0.015099515277380899,0.9275662713600219,8.774326140866554,5.91266388956588,6.087967543205353,84.33333333333334,False,3.6375957278074873,2.9383368160929217,3.0622946141559546,97.75,7.063722883796148,2.8629948972790666,3.1401621530530086,72.33333333333334,1.0204670358513606,0.9496204544814902,1.0516633229166654,94.7136563876652,0.7411178095682113,0.6722349042629772,1.391820439665056,100.0
3,10.648172987999715,0.41043743326524657,0.4083980158692076,0.04022057544353259,0.00722859394691153,0.04434343359012536,0.03513285685161491,0.023328871112917166,0.013703512126556683,0.5074357332486024,4.746712101811297,5.91266388956588,6.087967543205353,96.25,False,2.041112130346839,2.9383368160929217,3.0622946141559546,87.9,7.345652437585319,2.8629948972790666,3.1401621530530086,70.08333333333333,1.0598065443059508,0.9495698205057418,1.0517165722703705,94.73684210526315,0.20671115338459276,0.6722349042629772,1.391820439665056,93.22033898305084
4,10.537609318002069,0.28363345890014796,0.2781016808162757,0.05527257497153695,0.007234403281531214,0.05474978799608548,0.03840343189036289,0.03680732888535608,0.012959021760294814,0.09334511038305056,4.836750200592463,5.91266388956588,6.087967543205353,95.23333333333333,False,2.0244317208197966,2.9383368160929217,3.0622946141559546,94.66666666666667,7.323937014041243,2.8629948972790666,3.1401621530530086,71.58333333333333,1.0155992483410856,0.9496035935105729,1.0516810544978001,94.71007121057986,0.24926461006273873,0.6722349042629772,1.391820439665056,96.61016949152543
5,10.622650387998874,0.2803261761798411,0.2781624920401591,0.03393309805009747,0.007545722652090227,0.04218672084451174,0.03611157028293726,0.017759294513514545,0.012660227711044567,0.27677619569331025,4.444226823405436,5.91266388956588,6.087967543205353,95.41666666666667,False,1.9814526762254694,2.9383368160929217,3.0622946141559546,90.23333333333333,7.235940172351247,2.8629948972790666,3.1401621530530086,72.41666666666666,1.014571788816132,0.9495275082102848,1.051761072201582,95.23809523809523,0.1635780262264291,0.6722349042629772,1.391820439665056,94.91525423728814
6,10.54394270299963,0.26458223786742247,0.25776489915587664,0.05919036627314886,0.0075840555473025975,0.052986261751821855,0.03332305275731973,0.038977414244100166,0.01333713868148974,0.3618808812026949,5.8026073714605895,5.91266388956588,6.087967543205353,92.76666666666667,False,2.4728050109982034,2.9383368160929217,3.0622946141559546,89.78333333333333,6.731000111176734,2.8629948972790666,3.1401621530530086,73.41666666666666,1.0529149408360117,0.9496372984695712,1.0516456094975988,94.68337284117845,0.38476871689548003,0.6722349042629772,1.391820439665056,96.61016949152543
7,10.542119921999983,0.31734454333628315,0.31085872384453833,0.06334246856549068,0.007883189144573931,0.06130502701671776,0.04639448334204433,0.0380048069981572,0.012707985598752594,0.23494450669324632,6.525232922234202,5.91266388956588,6.087967543205353,91.48333333333333,False,2.687595698745039,2.9383368160929217,3.0622946141559546,96.7,7.166705530676568,2.8629948972790666,3.1401621530530086,70.33333333333334,1.0350622887691505,0.9494510758024497,1.051841461161593,94.88229273285567,0.44822600216719144,0.6722349042629772,1.391820439665056,96.61016949152543
8,10.503120452001895,0.16426757416024768,0.15671047347508624,0.048717227503669275,0.00723153981268381,0.046278337862174695,0.03597982353541602,0.026070429852173175,0.012941002317008989,0.3704334529570188,4.582941927265548,5.91266388956588,6.087967543205353,95.76666666666667,False,2.0652404091421683,2.9383368160929217,3.0622946141559546,91.98333333333333,7.1070374450634395,2.8629948972790666,3.1401621530530086,72.41666666666666,1.062200545622375,0.9495444459589308,1.0517432585063724,94.15363698164514,0.2873488875933931,0.6722349042629772,1.391820439665056,93.22033898305084
9,10.565474913997605,0.17919316505849736,0.15780399520221425,0.08454160186403399,0.007797887929724648,0.06022841654599991,0.03216542582030147,0.0491542731237783,0.01329304235719492,0.44077358930195365,6.760922862150859,5.91266388956588,6.087967543205353,94.56666666666666,False,3.3847336145495905,2.9383368160929217,3.0622946141559546,93.23333333333333,7.093609907754506,2.8629948972790666,3.1401621530530086,71.91666666666666,1.0555659940535442,0.9496372984695712,1.0516456094975988,94.07382323061294,0.688099767657407,0.6722349042629772,1.391820439665056,100.0
