t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,fim,fim_logdet_xy,fim_logdet_3d,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.11,0.07169533808862266,0.07169533808862266,5.667776922304249,0.6204425214003851,3,usv1|usv2|usv3,2.0,24.753691024696828,3.0,2462.6430225281474,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753691024696828,-3.933164202784699,3,2,24.753691024696828,3,2462.6430225281474,"[[2.37049668 4.77531642]
 [4.77531642 9.62803647]]",-3.933164202784699,-19.544859938485853,"usv1,usv2,usv3",,,,
0.12,0.08148519481751441,0.08148519481751441,7.254852267872839,2.2535957810528036,3,usv1|usv2|usv3,2.0,24.753590649485723,3.0,2462.0909769127793,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753590649485723,-3.9331565114921325,3,2,24.753590649485723,3,2462.0909769127793,"[[2.37056593 4.77536778]
 [4.77536778 9.6279622 ]]",-3.9331565114921325,-19.544406416739676,"usv1,usv2,usv3",,,,
0.13,0.08860277703383834,0.08860277703383834,6.969741303415956,1.9755828026774942,3,usv1|usv2|usv3,2.0,24.753478039020912,3.0,2466.000486190811,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753478039020912,-3.9331473898991955,3,2,24.753478039020912,3,2466.000486190811,"[[2.37063585 4.77542096]
 [4.77542096 9.62789256]]",-3.9331473898991955,-19.54755208526856,"usv1,usv2,usv3",,,,
0.14,0.09183788318085608,0.09183788318085608,6.291806289828501,1.3378875286933425,3,usv1|usv2|usv3,2.0,24.753351133164074,3.0,2476.2405157853277,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753351133164074,-3.933136497759155,3,2,24.753351133164074,3,2476.2405157853277,"[[2.37070686 4.77547679]
 [4.77547679 9.62782921]]",-3.933136497759155,-19.55578054089957,"usv1,usv2,usv3",,,,
0.15,0.09177014126096802,0.09177014126096802,7.556684899752044,1.2735411168255073,3,usv1|usv2|usv3,2.0,24.755259007188705,3.0,2481.20955019549,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755259007188705,-3.9332905218192105,3,2,24.755259007188705,3,2481.20955019549,"[[2.37076651 4.77552279]
 [4.77552279 9.62777101]]",-3.9332905218192105,-19.55992026849275,"usv1,usv2,usv3",,,,
0.16,0.09819613059685853,0.09819613059685853,8.285473563314262,2.036562430462955,3,usv1|usv2|usv3,2.0,24.755260489637468,3.0,2486.228710184731,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755260489637468,-3.9332904895921024,3,2,24.755260489637468,3,2486.228710184731,"[[2.37083498 4.77557527]
 [4.77557527 9.62770436]]",-3.9332904895921024,-19.563937983696103,"usv1,usv2,usv3",,,,
0.17,0.10464241833199267,0.10464241833199267,7.995338614535397,1.779956282852353,3,usv1|usv2|usv3,2.0,24.75525509085469,3.0,2491.463822651631,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75525509085469,-3.9332898733236625,3,2,24.75525509085469,3,2491.463822651631,"[[2.37090317 4.77562761]
 [4.77562761 9.62763833]]",-3.9332898733236625,-19.568119239589976,"usv1,usv2,usv3",,,,
0.18,0.11166988433971728,0.11166988433971728,9.32888766351688,3.1281257832969,3,usv1|usv2|usv3,2.0,24.755243948319816,3.0,2495.9981862689942,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755243948319816,-3.9332888513811217,3,2,24.755243948319816,3,2495.9981862689942,"[[2.37097087 4.77567941]
 [4.77567941 9.62757209]]",-3.9332888513811217,-19.571733129265432,"usv1,usv2,usv3",,,,
0.19,0.11814234879220017,0.11814234879220017,8.829170382601685,2.668807570948812,3,usv1|usv2|usv3,2.0,24.755225002623128,3.0,2501.5252625163616,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755225002623128,-3.933287083911637,3,2,24.755225002623128,3,2501.5252625163616,"[[2.37103849 4.77573149]
 [4.77573149 9.62750731]]",-3.933287083911637,-19.576128736703016,"usv1,usv2,usv3",,,,
0.2,0.08354431487789843,0.08354431487789843,5.860311433661277,1.8873648692224596,3,usv1|usv2|usv3,2.0,24.75441019075449,3.0,2514.365979784415,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75441019075449,-3.933220407594623,3,2,24.75441019075449,3,2514.365979784415,"[[2.37032559 4.77519218]
 [4.77519218 9.62823036]]",-3.933220407594623,-19.586240359946537,"usv1,usv2,usv3",,,,
0.21,0.08802059978722553,0.08802059978722553,5.580451873216172,1.6280773123745078,3,usv1|usv2|usv3,2.0,24.754338743772756,3.0,2521.633795195505,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754338743772756,-3.9332143362743723,3,2,24.754338743772756,3,2521.633795195505,"[[2.37035358 4.77521432]
 [4.77521432 9.62820596]]",-3.9332143362743723,-19.59197189279124,"usv1,usv2,usv3",,,,
0.22,0.0902433975097045,0.0902433975097045,5.312326357737831,1.3557427545595457,3,usv1|usv2|usv3,2.0,24.754256528640912,3.0,2533.2311812916846,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754256528640912,-3.9332070220387854,3,2,24.754256528640912,3,2533.2311812916846,"[[2.37038212 4.775238  ]
 [4.775238   9.62818548]]",-3.9332070220387854,-19.60108563058108,"usv1,usv2,usv3",,,,
0.23,0.0946229855850445,0.0946229855850445,5.107515323758824,1.1805800432514713,3,usv1|usv2|usv3,2.0,24.754172450169037,3.0,2541.413627585557,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754172450169037,-3.9331999056934883,3,2,24.754172450169037,3,2541.413627585557,"[[2.3704095  4.77525976]
 [4.77525976 9.62816197]]",-3.9331999056934883,-19.60748842367463,"usv1,usv2,usv3",,,,
0.24,0.09659406468097903,0.09659406468097903,4.416865844492987,0.528422641511547,3,usv1|usv2|usv3,2.0,24.754075656025773,3.0,2555.0987177089837,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754075656025773,-3.9331912196189034,3,2,24.754075656025773,3,2555.0987177089837,"[[2.37043786 4.77528386]
 [4.77528386 9.628144  ]]",-3.9331912196189034,-19.618153695374893,"usv1,usv2,usv3",,,,
0.25,0.11249851801684559,0.11249851801684559,5.970337401331191,0.42932019056036724,3,usv1|usv2|usv3,2.0,24.756783975494205,3.0,2563.3195868337693,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.756783975494205,-3.933409620377099,3,2,24.756783975494205,3,2563.3195868337693,"[[2.37038765 4.77524736]
 [4.77524736 9.62819908]]",-3.933409620377099,-19.624756362283932,"usv1,usv2,usv3",,,,
0.26,0.11667882968763725,0.11667882968763725,5.89820455431105,0.36698661923624276,3,usv1|usv2|usv3,2.0,24.756791872683852,3.0,2572.6556303736074,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.756791872683852,-3.933409742273725,3,2,24.756791872683852,3,2572.6556303736074,"[[2.37041145 4.77526699]
 [4.77526699 9.62818147]]",-3.933409742273725,-19.631981647798057,"usv1,usv2,usv3",,,,
0.27,0.1213060286743579,0.1213060286743579,5.8919728241533385,0.3351683253850179,3,usv1|usv2|usv3,2.0,24.75679626697059,3.0,2579.7785993491498,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75679626697059,-3.933409773480599,3,2,24.75679626697059,3,2579.7785993491498,"[[2.37043449 4.77528546]
 [4.77528546 9.62816231]]",-3.933409773480599,-19.637476273246183,"usv1,usv2,usv3",,,,
0.28,0.12709211933440717,0.12709211933440717,6.854652475026566,1.342292716268039,3,usv1|usv2|usv3,2.0,24.75679970711469,3.0,2582.149015903422,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75679970711469,-3.9334101227914977,3,2,24.75679970711469,3,2582.149015903422,"[[2.37045629 4.77530182]
 [4.77530182 9.62813965]]",-3.9334101227914977,-19.63930174880295,"usv1,usv2,usv3",,,,
0.29,0.13177434432056565,0.13177434432056565,6.6455470884498204,1.14088959787708,3,usv1|usv2|usv3,2.0,24.75679306436745,3.0,2586.75888676725,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75679306436745,-3.933409303661449,3,2,24.75679306436745,3,2586.75888676725,"[[2.37047863 4.77531963]
 [4.77531963 9.6281207 ]]",-3.933409303661449,-19.64284556928891,"usv1,usv2,usv3",,,,
0.3,0.10192619899321838,0.10192619899321838,5.955200865390254,2.436029385241425,3,usv1|usv2|usv3,2.0,24.75578066591478,3.0,2586.853047533561,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75578066591478,-3.933327481517443,3,2,24.75578066591478,3,2586.853047533561,"[[2.36971018 4.77473551]
 [4.77473551 9.62888955]]",-3.933327481517443,-19.642836363414837,"usv1,usv2,usv3",,,,
0.31,0.10544494760387964,0.10544494760387964,5.526087499370934,2.0069729977664164,3,usv1|usv2|usv3,2.0,24.75572974531637,3.0,2587.838894221042,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75572974531637,-3.9333231259814383,3,2,24.75572974531637,3,2587.838894221042,"[[2.36970547 4.77473264]
 [4.77473264 9.62889716]]",-3.9333231259814383,-19.64358949471961,"usv1,usv2,usv3",,,,
0.32,0.10555433462390881,0.10555433462390881,4.319913583942294,0.8340399164981307,3,usv1|usv2|usv3,2.0,24.755665365370017,3.0,2594.3403862413566,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755665365370017,-3.9333170376206166,3,2,24.755665365370017,3,2594.3403862413566,"[[2.36970201 4.77473263]
 [4.77473263 9.62891127]]",-3.9333170376206166,-19.64856979568129,"usv1,usv2,usv3",,,,
0.33,0.1089713070050723,0.1089713070050723,4.223824968139707,0.7100685151897427,3,usv1|usv2|usv3,2.0,24.75560392671166,3.0,2589.8822098450837,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75560392671166,-3.9333118755967447,3,2,24.75560392671166,3,2589.8822098450837,"[[2.36969662 4.77472912]
 [4.77472912 9.62891903]]",-3.9333118755967447,-19.645147721035972,"usv1,usv2,usv3",,,,
0.34,0.11076223736526901,0.11076223736526901,3.5209726860102633,0.025212658305732494,3,usv1|usv2|usv3,2.0,24.755525692838315,3.0,2593.0759782393147,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755525692838315,-3.933304429587571,3,2,24.755525692838315,3,2593.0759782393147,"[[2.36969316 4.77472982]
 [4.77472982 9.628936  ]]",-3.933304429587571,-19.647590089387943,"usv1,usv2,usv3",,,,
0.35000000000000003,0.10129951965461181,0.10129951965461181,3.2064278162511277,0.015212094338688975,3,usv1|usv2|usv3,2.0,24.755444018358983,3.0,2582.1832905074584,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755444018358983,-3.933297676135627,3,2,24.755444018358983,3,2582.1832905074584,"[[2.36917923 4.77433955]
 [4.77433955 9.62945179]]",-3.933297676135627,-19.639219626946115,"usv1,usv2,usv3",,,,
0.36,0.1043071382081065,0.1043071382081065,3.2546303343224183,0.07856868462668339,3,usv1|usv2|usv3,2.0,24.755364983875122,3.0,2570.794992280395,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755364983875122,-3.933290994853325,3,2,24.755364983875122,3,2570.794992280395,"[[2.36915872 4.77432482]
 [4.77432482 9.62947585]]",-3.933290994853325,-19.630430465893653,"usv1,usv2,usv3",,,,
0.37,0.10718639171480603,0.10718639171480603,3.230473493614681,0.05135389086640433,3,usv1|usv2|usv3,2.0,24.755283305120383,3.0,2555.9412536631803,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755283305120383,-3.933284312099545,3,2,24.755283305120383,3,2555.9412536631803,"[[2.36913743 4.77430888]
 [4.77430888 9.62949814]]",-3.933284312099545,-19.61890903310752,"usv1,usv2,usv3",,,,
0.38,0.1101126098322765,0.1101126098322765,3.2679810084941248,0.07143216119029322,3,usv1|usv2|usv3,2.0,24.75520144537057,3.0,2535.9953018461347,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75520144537057,-3.9332780231379485,3,2,24.75520144537057,3,2535.9953018461347,"[[2.36911492 4.77429078]
 [4.77429078 9.62951676]]",-3.9332780231379485,-19.603332882549946,"usv1,usv2,usv3",,,,
0.39,0.11304373446926484,0.11304373446926484,3.236282550285592,0.07274306455834295,3,usv1|usv2|usv3,2.0,24.755110415908543,3.0,2520.1094242122085,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755110415908543,-3.9332706622738414,3,2,24.755110415908543,3,2520.1094242122085,"[[2.36909293 4.77427407]
 [4.77427407 9.62953883]]",-3.9332706622738414,-19.59083615403628,"usv1,usv2,usv3",,,,
0.4,0.13935688258032636,0.13935688258032636,5.394653646332817,0.3818150676315589,3,usv1|usv2|usv3,2.0,24.75597982652517,3.0,2513.346408947692,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75597982652517,-3.933340152033299,3,2,24.75597982652517,3,2513.346408947692,"[[2.36948893 4.77457752]
 [4.77457752 9.62915182]]",-3.933340152033299,-19.58556499596363,"usv1,usv2,usv3",,,,
0.41000000000000003,0.1428071390605086,0.1428071390605086,5.269231953634632,0.2782012886493141,3,usv1|usv2|usv3,2.0,24.75590387779101,3.0,2498.527740000794,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75590387779101,-3.933334066347133,3,2,24.75590387779101,3,2498.527740000794,"[[2.36947674 4.77456809]
 [4.77456809 9.62916342]]",-3.933334066347133,-19.573804272184166,"usv1,usv2,usv3",,,,
0.42,0.14620585914264128,0.14620585914264128,5.269130435810634,0.29809615854186317,3,usv1|usv2|usv3,2.0,24.75583462373691,3.0,2474.3348075123295,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75583462373691,-3.9333294708808832,3,2,24.75583462373691,3,2474.3348075123295,"[[2.36946205 4.77455394]
 [4.77455394 9.62916611]]",-3.9333294708808832,-19.554455709246774,"usv1,usv2,usv3",,,,
0.43,0.1497342672785881,0.1497342672785881,5.2536107234377,0.26082856845175656,3,usv1|usv2|usv3,2.0,24.755749826605474,3.0,2460.905287006398,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755749826605474,-3.9333227502011194,3,2,24.755749826605474,3,2460.905287006398,"[[2.36944917 4.77454374]
 [4.77454374 9.62917744]]",-3.9333227502011194,-19.543628564627944,"usv1,usv2,usv3",,,,
0.44,0.1537812022725229,0.1537812022725229,5.8023671393041205,0.8380206557337191,3,usv1|usv2|usv3,2.0,24.75566375494205,3.0,2445.2916562868654,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75566375494205,-3.933316217671023,3,2,24.75566375494205,3,2445.2916562868654,"[[2.36943535 4.77453197]
 [4.77453197 9.6291862 ]]",-3.933316217671023,-19.53096618567923,"usv1,usv2,usv3",,,,
0.45,0.12589045901321685,0.12589045901321685,4.1895889424146615,0.6601583411666944,3,usv1|usv2|usv3,2.0,24.754172535568895,3.0,2432.8806037810236,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754172535568895,-3.9331959240526926,3,2,24.754172535568895,3,2432.8806037810236,"[[2.36889476 4.77412014]
 [4.77412014 9.62972457]]",-3.9331959240526926,-19.52072752378438,"usv1,usv2,usv3",,,,
0.46,0.12811546686695133,0.12811546686695133,4.0152047068059025,0.4723550022117316,3,usv1|usv2|usv3,2.0,24.75404043513677,3.0,2422.8624322809865,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75404043513677,-3.9331852336287527,3,2,24.75404043513677,3,2422.8624322809865,"[[2.36886976 4.77410116]
 [4.77410116 9.62974978]]",-3.9331852336287527,-19.512511195257634,"usv1,usv2,usv3",,,,
0.47000000000000003,0.13093897688439488,0.13093897688439488,3.932776574050318,0.3957256253477505,3,usv1|usv2|usv3,2.0,24.753906781781133,3.0,2410.2020982543318,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753906781781133,-3.9331746731236805,3,2,24.753906781781133,3,2410.2020982543318,"[[2.36884393 4.77408078]
 [4.77408078 9.62977276]]",-3.9331746731236805,-19.502081474730065,"usv1,usv2,usv3",,,,
0.48,0.1339296576758085,0.1339296576758085,4.220199457414446,0.6866756207622524,3,usv1|usv2|usv3,2.0,24.753769608124696,3.0,2396.393126908228,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753769608124696,-3.933163919022513,3,2,24.753769608124696,3,2396.393126908228,"[[2.36881765 4.7740598 ]
 [4.7740598  9.62979509]]",-3.933163919022513,-19.49064292466041,"usv1,usv2,usv3",,,,
0.49,0.13675895355698897,0.13675895355698897,4.099801865435852,0.567306180495586,3,usv1|usv2|usv3,2.0,24.753627239552177,3.0,2382.82543867399,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753627239552177,-3.9331526947661333,3,2,24.753627239552177,3,2382.82543867399,"[[2.36879126 4.77403888]
 [4.77403888 9.62981813]]",-3.9331526947661333,-19.479338575236813,"usv1,usv2,usv3",,,,
0.5,0.1075300518572769,0.1075300518572769,2.491442488582911,0.11187745296133417,3,usv1|usv2|usv3,2.0,24.75187933108763,3.0,2373.73167854555,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75187933108763,-3.9330112958738317,3,2,24.75187933108763,3,2373.73167854555,"[[2.36839223 4.77373561]
 [4.77373561 9.6302192 ]]",-3.9330112958738317,-19.471591741540855,"usv1,usv2,usv3",,,,
0.51,0.10969840148224273,0.10969840148224273,2.4716039280978945,0.1008264530305992,3,usv1|usv2|usv3,2.0,24.751696217106012,3.0,2361.4102146824403,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.751696217106012,-3.9329968000526847,3,2,24.751696217106012,3,2361.4102146824403,"[[2.36835786 4.77370855]
 [4.77370855 9.63024997]]",-3.9329968000526847,-19.461224785488625,"usv1,usv2,usv3",,,,
0.52,0.11196989751347576,0.11196989751347576,2.5849641899311195,0.2105144951283439,3,usv1|usv2|usv3,2.0,24.75150040628937,3.0,2356.887576281773,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75150040628937,-3.9329806014780164,3,2,24.75150040628937,3,2356.887576281773,"[[2.36832488 4.77368455]
 [4.77368455 9.63028747]]",-3.9329806014780164,-19.457395222701173,"usv1,usv2,usv3",,,,
0.53,0.11410835914903665,0.11410835914903665,2.5642181864942315,0.1531068943301443,3,usv1|usv2|usv3,2.0,24.751308602460277,3.0,2346.7960400572824,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.751308602460277,-3.9329654088981085,3,2,24.751308602460277,3,2346.7960400572824,"[[2.36829007 4.77365713]
 [4.77365713 9.63031861]]",-3.9329654088981085,-19.448843662514083,"usv1,usv2,usv3",,,,
0.54,0.11655741374811811,0.11655741374811811,2.7779978713292492,0.40078791248692747,3,usv1|usv2|usv3,2.0,24.751110350977054,3.0,2338.608734284125,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.751110350977054,-3.932949520361329,3,2,24.751110350977054,3,2338.608734284125,"[[2.36825546 4.77363039]
 [4.77363039 9.63035164]]",-3.932949520361329,-19.441874926540418,"usv1,usv2,usv3",,,,
0.55,0.15296580322136108,0.15296580322136108,4.507152072631844,0.32768855357150645,3,usv1|usv2|usv3,2.0,24.752972816521574,3.0,2329.8721284606354,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.752972816521574,-3.933100277682147,3,2,24.752972816521574,3,2329.8721284606354,"[[2.36836254 4.77371135]
 [4.77371135 9.63024135]]",-3.933100277682147,-19.434579047016165,"usv1,usv2,usv3",,,,
0.56,0.15530305425132246,0.15530305425132246,4.219268086623217,0.042309871693155504,3,usv1|usv2|usv3,2.0,24.75281367645106,3.0,2315.7410393729815,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75281367645106,-3.9330883589975754,3,2,24.75281367645106,3,2315.7410393729815,"[[2.3683282  4.77368241]
 [4.77368241 9.63026442]]",-3.9330883589975754,-19.42246230683439,"usv1,usv2,usv3",,,,
0.5700000000000001,0.1580727766507475,0.1580727766507475,4.201148299968934,0.04236713760161959,3,usv1|usv2|usv3,2.0,24.75264254653495,3.0,2309.908693593205,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75264254653495,-3.9330748309747747,3,2,24.75264254653495,3,2309.908693593205,"[[2.36829518 4.77365637]
 [4.77365637 9.63029385]]",-3.9330748309747747,-19.417430859051777,"usv1,usv2,usv3",,,,
0.58,0.16098655054558747,0.16098655054558747,4.3761760838199635,0.17390971158834534,3,usv1|usv2|usv3,2.0,24.752461469714927,3.0,2310.7520804324445,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.752461469714927,-3.9330600210063755,3,2,24.752461469714927,3,2310.7520804324445,"[[2.3682631  4.77363247]
 [4.77363247 9.63032808]]",-3.9330600210063755,-19.418142236847466,"usv1,usv2,usv3",,,,
0.59,0.16374276866495086,0.16374276866495086,4.2989583015633706,0.1332012875975425,3,usv1|usv2|usv3,2.0,24.752281899415117,3.0,2309.4132500121896,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.752281899415117,-3.933045787098578,3,2,24.752281899415117,3,2309.4132500121896,"[[2.36822975 4.77360626]
 [4.77360626 9.63035812]]",-3.933045787098578,-19.41697434424358,"usv1,usv2,usv3",,,,
