t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,219.97708129882812,-229.97702026367188,-4.976943492889404,219.97714040763378,-229.97707943173052,-4.988085310765134,0.01114213176578021,1.000100000226,1.000100000226,0.0008991908091909919,0.13805758532672122,0.13848081390082123,nan,nan,True,True,True,True
0.02,219.97544860839844,-229.97518920898438,-4.975301265716553,219.97731688787937,-229.9771573027432,-4.993191472184885,0.018094843153283757,1.0004000022520003,1.0004000022520003,0.0004735409575651038,0.6758929044299075,0.749457205590888,nan,nan,True,True,True,True
0.03,219.97393798828125,-229.9732666015625,-4.973775386810303,219.97760929758547,-229.97715464228986,-4.9770681302553506,0.006279930899285652,1.0009000078780008,1.0009000078780008,0.0003818007133781436,0.02842600061001861,0.15789256621916217,nan,nan,True,True,True,True
0.04,219.9725341796875,-229.9712677001953,-4.97236442565918,219.97801650789975,-229.97707225423753,-4.9713258141420065,0.008051551660360411,1.0016000189040017,1.0016000189040017,0.0003696447579891272,0.002981891708950052,0.1528661152540838,nan,nan,True,True,True,True
0.05,219.9712371826172,-229.96920776367188,-4.971066951751709,219.96028127405572,-229.9413092203439,-4.964487836960269,0.030686241276333345,1.0004210192959389,1.0004210192959389,0.00018650104280495754,0.2329865049213947,2.0857226384263443,nan,nan,True,True,True,True
0.06,219.97006225585938,-229.96705627441406,-4.969882011413574,219.95726327668126,-229.9339490804733,-4.958321268564929,0.037330295121331916,1.0006062562220204,1.0006062562220204,0.00016004534578058552,0.8363398107209077,2.6704590250528826,nan,nan,True,True,True,True
0.07,219.968994140625,-229.96482849121094,-4.968808650970459,219.95435666971863,-229.92651158098,-4.964326314865468,0.04126175591439624,1.000825175036997,1.000825175036997,0.0001427839495447043,0.14239250666837397,1.9651715184555847,nan,nan,True,True,True,True
0.08,219.96803283691406,-229.9625244140625,-4.967845439910889,219.95156029341646,-229.91899741360567,-4.961977534506503,0.04690817382806883,1.0010777775408688,1.0010777775408688,0.00013139077442721672,0.26422397399390035,2.0861801007593708,nan,nan,True,True,True,True
0.09,219.96719360351562,-229.96014404296875,-4.966991424560547,219.94887291305855,-229.91140744010832,-4.958867129350187,0.05269637871679852,1.001364065533636,1.001364065533636,0.00012394413095737447,0.5352388621384472,2.364175116188942,nan,nan,True,True,True,True
0.1,219.96644592285156,-229.9576873779297,-4.966244697570801,219.96017899838955,-229.9548381936127,-4.9612214554617555,0.00852203935515894,1.0009194577431317,1.0009194577431317,0.00010575720704646528,0.2386406510987577,0.3602626315543346,nan,nan,True,True,True,True
0.11,219.9658203125,-229.95516967773438,-4.96560525894165,219.959094933483,-229.9522098707936,-4.9580244681919945,0.010557441377490446,1.0011125240664216,1.0011125240664216,0.00010082061909701703,0.5700602345017407,0.7207163366473885,nan,nan,True,True,True,True
0.12,219.9652862548828,-229.9525604248047,-4.965071678161621,219.95811654400555,-229.94950801842708,-4.9590322276342516,0.00985884888971062,1.0013239831434297,1.0013239831434297,9.737318504631894e-05,0.3746500386715361,0.5699752120860931,nan,nan,True,True,True,True
0.13,219.96485900878906,-229.94989013671875,-4.96464204788208,219.95724276446458,-229.94673354605615,-4.9592973225322705,0.009825341280906875,1.0015538367741565,1.0015538367741565,9.503645973481442e-05,0.30064818143510474,0.5402562704840846,nan,nan,True,True,True,True
0.14,219.96453857421875,-229.9471435546875,-4.964316368103027,219.9564725455442,-229.94388723459107,-4.9588970432802,0.010248586277363626,1.0018020867586022,1.0018020867586022,9.352199794679087e-05,0.3141094687946902,0.5947621057347922,nan,nan,True,True,True,True
0.15,219.9643096923828,-229.9443359375,-4.96409273147583,219.9693014356956,-229.96327963989546,-4.961619997602112,0.01974577865162005,1.001422791622841,1.001422791622841,8.338281980149539e-05,0.07371264405849638,1.2763718477590356,nan,nan,True,True,True,True
0.16,219.9641876220703,-229.9414520263672,-4.96397066116333,219.96963549459122,-229.96178026638822,-4.963828407764942,0.021046065983598223,1.0016187926576587,1.0016187926576587,8.226760035620961e-05,0.0006881789420212916,1.2398685175633353,nan,nan,True,True,True,True
0.17,219.96417236328125,-229.93849182128906,-4.963948726654053,219.9700700057192,-229.96021136757352,-4.968714775831264,0.023005132077176662,1.0018274474230566,1.0018274474230566,8.155115341738573e-05,0.27904518597739103,1.527418147106225,nan,nan,True,True,True,True
0.18,219.96424865722656,-229.9354705810547,-4.96402645111084,219.97060376850192,-229.95857376119437,-4.968966052855724,0.024465159661995847,1.002048757719035,1.002048757719035,8.112745465580427e-05,0.30133016177527155,1.4949728841824046,nan,nan,True,True,True,True
