t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,soc,fim,fim_logdet_xy,fim_logdet_3d,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.016802234306963097,0.016802234306963097,0.31438056709550055,0.31395794474490923,3,usv1|usv2|usv4,2.0,18.081275169501044,3.0,47.46217657262761,xy:init,xy,"['usv1', 'usv2', 'usv4']",3,init,2,18.081275169501044,-3.3049633899756894,3,2,18.081275169501044,3,47.46217657262761,1.0,,,,"usv1,usv2,usv4",,,,
0.02,0.010760771786308243,0.010760771786308243,0.29877915714157405,0.228985618145181,3,usv1|usv2|usv4,2.0,18.081273600387092,3.0,47.42865674222688,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081273600387092,-3.304963031278902,3,2,18.081273600387092,3,47.42865674222688,0.9999277777777777,"[[2.4309176  4.81887481]
 [4.81887481 9.56768546]]",-3.304963031278902,-10.685021955696984,"usv1,usv2,usv4",,,,
0.03,0.012800318087548706,0.012800318087548706,0.4564722606628871,0.35427500175126675,3,usv1|usv2|usv4,2.0,18.081283860895493,3.0,47.403203577011254,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081283860895493,-3.3049647068324095,3,2,18.081283860895493,3,47.403203577011254,0.9998555555555555,"[[2.43092165 4.81887618]
 [4.81887618 9.56767493]]",-3.3049647068324095,-10.683550007191123,"usv1,usv2,usv4",,,,
0.04,0.010007264686384076,0.010007264686384076,0.16890353168275435,0.09851755272013886,3,usv1|usv2|usv4,2.0,18.081294344498914,3.0,47.379120145202904,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081294344498914,-3.3049659472262922,3,2,18.081294344498914,3,47.379120145202904,0.9997833333333332,"[[2.43092802 4.81888066]
 [4.81888066 9.56766759]]",-3.3049659472262922,-10.682182911033927,"usv1,usv2,usv4",,,,
0.05,0.020417254925124875,0.020417254925124875,1.6986079477225635,0.033020590717459206,3,usv1|usv2|usv4,2.0,18.080826489114834,3.0,47.35792162125923,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.080826489114834,-3.3049142820946478,3,2,18.080826489114834,3,47.35792162125923,0.999711111111111,"[[2.43097644 4.81891605]
 [4.81891605 9.56761814]]",-3.3049142820946478,-10.680948912019554,"usv1,usv2,usv4",,,,
0.06,0.02477147742535528,0.02477147742535528,1.6554111207610058,0.008223634588849685,3,usv1|usv2|usv4,2.0,18.080749665652963,3.0,47.341571811194655,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.080749665652963,-3.3049058673577028,3,2,18.080749665652963,3,47.341571811194655,0.9996388888888887,"[[2.43099362 4.81892849]
 [4.81892849 9.56759997]]",-3.3049058673577028,-10.680025516413206,"usv1,usv2,usv4",,,,
0.07,0.029233257374568413,0.029233257374568413,1.6372596508361537,0.0030713033812207278,3,usv1|usv2|usv4,2.0,18.080677236652797,3.0,47.32889547764346,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.080677236652797,-3.3048979205545908,3,2,18.080677236652797,3,47.32889547764346,0.9995666666666665,"[[2.43101214 4.81894198]
 [4.81894198 9.56758067]]",-3.3048979205545908,-10.679317823396683,"usv1,usv2,usv4",,,,
0.08,0.03505868329001573,0.03505868329001573,2.3343042634734448,0.7067739725244728,3,usv1|usv2|usv4,2.0,18.08060758520862,3.0,47.31879243280573,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08060758520862,-3.3048901020631236,3,2,18.08060758520862,3,47.31879243280573,0.9994944444444442,"[[2.43103234 4.81895725]
 [4.81895725 9.56756183]]",-3.3048901020631236,-10.678770795476424,"usv1,usv2,usv4",,,,
0.09,0.041105228945603645,0.041105228945603645,3.60486457000199,1.8652450246047207,3,usv1|usv2|usv4,2.0,18.080542819408592,3.0,47.31249513091717,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.080542819408592,-3.304882866767921,3,2,18.080542819408592,3,47.31249513091717,0.999422222222222,"[[2.43105373 4.81897328]
 [4.81897328 9.5675413 ]]",-3.304882866767921,-10.6784442605124,"usv1,usv2,usv4",,,,
0.1,0.030251911645420678,0.030251911645420678,3.6007217126557247,2.2167642434122734,3,usv1|usv2|usv4,2.0,18.08144703192716,3.0,47.31239440005054,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08144703192716,-3.3049828570354207,3,2,18.08144703192716,3,47.31239440005054,0.9993499999999997,"[[2.4310436  4.81896624]
 [4.81896624 9.56755176]]",-3.3049828570354207,-10.67854479725746,"usv1,usv2,usv4",,,,
0.11,0.03131946325009899,0.03131946325009899,2.641394282532405,1.4215099627167687,3,usv1|usv2|usv4,2.0,18.081488280568394,3.0,47.31361095207795,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081488280568394,-3.3049874288823187,3,2,18.081488280568394,3,47.31361095207795,0.9992777777777775,"[[2.43106407 4.81898139]
 [4.81898139 9.56753118]]",-3.3049874288823187,-10.678660711058173,"usv1,usv2,usv4",,,,
0.12,0.034233709000916525,0.034233709000916525,2.7740367336595715,1.6411698871542943,3,usv1|usv2|usv4,2.0,18.08153300738096,3.0,47.31752534555899,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08153300738096,-3.3049922976160677,3,2,18.08153300738096,3,47.31752534555899,0.9992055555555552,"[[2.43108597 4.81899786]
 [4.81899786 9.56751022]]",-3.3049922976160677,-10.6789397641475,"usv1,usv2,usv4",,,,
0.13,0.03855810618566628,0.03855810618566628,4.0304424876254785,2.99052896239721,3,usv1|usv2|usv4,2.0,18.081581241915874,3.0,47.324091856156286,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081581241915874,-3.3049974746794826,3,2,18.081581241915874,3,47.324091856156286,0.999133333333333,"[[2.43110926 4.81901561]
 [4.81901561 9.56748882]]",-3.3049974746794826,-10.679378747464394,"usv1,usv2,usv4",,,,
0.14,0.041588412414531255,0.041588412414531255,4.384074110629735,3.424386924640813,3,usv1|usv2|usv4,2.0,18.08163394828844,3.0,47.33385788754952,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08163394828844,-3.3050031705783045,3,2,18.08163394828844,3,47.33385788754952,0.9990611111111107,"[[2.43113372 4.81903414]
 [4.81903414 9.56746597]]",-3.3050031705783045,-10.680003656668198,"usv1,usv2,usv4",,,,
0.15,0.04733768644534012,0.04733768644534012,3.1389338845420296,0.49482570108155516,3,usv1|usv2|usv4,2.0,18.081371621707845,3.0,47.34696183957963,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081371621707845,-3.3049741921336198,3,2,18.081371621707845,3,47.34696183957963,0.9989888888888885,"[[2.43122979 4.81910505]
 [4.81910505 9.56736945]]",-3.3049741921336198,-10.680789428731948,"usv1,usv2,usv4",,,,
0.16,0.05022438393880048,0.05022438393880048,2.769143717438628,0.03474468858395648,3,usv1|usv2|usv4,2.0,18.081411671953244,3.0,47.36279658775754,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081411671953244,-3.3049785304170487,3,2,18.081411671953244,3,47.36279658775754,0.9989166666666662,"[[2.43126128 4.81912866]
 [4.81912866 9.56733906]]",-3.3049785304170487,-10.68176485333305,"usv1,usv2,usv4",,,,
0.17,0.05351642322413147,0.05351642322413147,2.791692941956038,0.029913389090573412,3,usv1|usv2|usv4,2.0,18.081454918941493,3.0,47.38086599641759,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.081454918941493,-3.3049831289532623,3,2,18.081454918941493,3,47.38086599641759,0.998844444444444,"[[2.43129415 4.81915357]
 [4.81915357 9.56730841]]",-3.3049831289532623,-10.682875713423108,"usv1,usv2,usv4",,,,
0.18,0.05692378385493527,0.05692378385493527,2.971006371300825,0.1878996827876187,3,usv1|usv2|usv4,2.0,18.08150164592059,3.0,47.40129859085597,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08150164592059,-3.3049880524397373,3,2,18.08150164592059,3,47.40129859085597,0.9987722222222217,"[[2.43132831 4.81917963]
 [4.81917963 9.56727719]]",-3.3049880524397373,-10.684127357997088,"usv1,usv2,usv4",,,,
0.19,0.0602331909729608,0.0602331909729608,3.0639480479552326,0.23502126236807536,3,usv1|usv2|usv4,2.0,18.08155247454267,3.0,47.42391225801701,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08155247454267,-3.304993439877335,3,2,18.08155247454267,3,47.42391225801701,0.9986999999999995,"[[2.43136361 4.81920649]
 [4.81920649 9.56724471]]",-3.304993439877335,-10.68551093502197,"usv1,usv2,usv4",,,,
0.2,0.035187365912164106,0.035187365912164106,1.4846810716969117,0.0026538089333611996,3,usv1|usv2|usv4,2.0,18.082664657903454,3.0,47.45034368993395,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.082664657903454,-3.305116258141887,3,2,18.082664657903454,3,47.45034368993395,0.9986277777777772,"[[2.43096634 4.8189134 ]
 [4.8189134  9.56764434]]",-3.305116258141887,-10.68720764788822,"usv1,usv2,usv4",,,,
0.21,0.037106168341428526,0.037106168341428526,1.5321064772114101,0.03920865173252328,3,usv1|usv2|usv4,2.0,18.082775866280464,3.0,47.47606025982064,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.082775866280464,-3.3051282814742393,3,2,18.082775866280464,3,47.47606025982064,0.998555555555555,"[[2.4309823  4.81892611]
 [4.81892611 9.5676317 ]]",-3.3051282814742393,-10.688784561830698,"usv1,usv2,usv4",,,,
0.22,0.039171399979786664,0.039171399979786664,1.7485228783194,0.23359616136066125,3,usv1|usv2|usv4,2.0,18.082890725011204,3.0,47.50284077894893,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.082890725011204,-3.305140684057987,3,2,18.082890725011204,3,47.50284077894893,0.9984833333333327,"[[2.43099943 4.81893975]
 [4.81893975 9.56761817]]",-3.305140684057987,-10.690422887179388,"usv1,usv2,usv4",,,,
0.23,0.04085228897007099,0.04085228897007099,1.5797540073705145,0.02635990804347618,3,usv1|usv2|usv4,2.0,18.083010155372722,3.0,47.530907673570944,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083010155372722,-3.3051536670861283,3,2,18.083010155372722,3,47.530907673570944,0.9984111111111105,"[[2.43101752 4.81895387]
 [4.81895387 9.56760281]]",-3.3051536670861283,-10.692129513759927,"usv1,usv2,usv4",,,,
0.24,0.04277145692537669,0.04277145692537669,1.6431868257872653,0.06247714193728485,3,usv1|usv2|usv4,2.0,18.083133423256943,3.0,47.5593822487062,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083133423256943,-3.3051670834836413,3,2,18.083133423256943,3,47.5593822487062,0.9983388888888882,"[[2.43103663 4.81896874]
 [4.81896874 9.5675863 ]]",-3.3051670834836413,-10.693858346686806,"usv1,usv2,usv4",,,,
0.25,0.04240935076702375,0.04240935076702375,1.1253228677750091,0.017402644205378914,3,usv1|usv2|usv4,2.0,18.083044360124628,3.0,47.58681325849804,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083044360124628,-3.3051569528866986,3,2,18.083044360124628,3,47.58681325849804,0.998266666666666,"[[2.43100249 4.81894427]
 [4.81894427 9.5676238 ]]",-3.3051569528866986,-10.695514797689508,"usv1,usv2,usv4",,,,
0.26,0.04423608409716753,0.04423608409716753,1.1265659829622678,0.009773920700699112,3,usv1|usv2|usv4,2.0,18.08316410054748,3.0,47.61474152065945,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08316410054748,-3.3051699081436254,3,2,18.08316410054748,3,47.61474152065945,0.9981944444444437,"[[2.43102    4.81895816]
 [4.81895816 9.56760974]]",-3.3051699081436254,-10.69720824462808,"usv1,usv2,usv4",,,,
0.27,0.04612796856741347,0.04612796856741347,1.2076131213040715,0.08408804306348278,3,usv1|usv2|usv4,2.0,18.083286113367247,3.0,47.64231924854339,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083286113367247,-3.305183123501072,3,2,18.083286113367247,3,47.64231924854339,0.9981222222222215,"[[2.43103703 4.81897165]
 [4.81897165 9.56759607]]",-3.305183123501072,-10.698876507170635,"usv1,usv2,usv4",,,,
0.28,0.04799443225665282,0.04799443225665282,1.267062098635249,0.13422951031093086,3,usv1|usv2|usv4,2.0,18.08341034185222,3.0,47.66934450489088,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08341034185222,-3.305196606901247,3,2,18.08341034185222,3,47.66934450489088,0.9980499999999992,"[[2.43105336 4.81898457]
 [4.81898457 9.56758281]]",-3.305196606901247,-10.700507864553536,"usv1,usv2,usv4",,,,
0.29,0.05009115878376507,0.05009115878376507,1.665526047474668,0.5154091738182123,3,usv1|usv2|usv4,2.0,18.083536236908863,3.0,47.69536952159372,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083536236908863,-3.3052102515895045,3,2,18.083536236908863,3,47.69536952159372,0.997977777777777,"[[2.43106902 4.81899707]
 [4.81899707 9.5675705 ]]",-3.3052102515895045,-10.702075958465672,"usv1,usv2,usv4",,,,
0.3,0.07293262137458058,0.07293262137458058,2.671184135240515,0.37417015822484606,3,usv1|usv2|usv4,2.0,18.084204359174905,3.0,47.72310069776502,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084204359174905,-3.3052839283333073,3,2,18.084204359174905,3,47.72310069776502,0.9979055555555547,"[[2.43151613 4.81932903]
 [4.81932903 9.56712596]]",-3.3052839283333073,-10.703754229515924,"usv1,usv2,usv4",,,,
0.31,0.07558492547687104,0.07558492547687104,2.9618177162378174,0.6145278073158393,3,usv1|usv2|usv4,2.0,18.08435241084758,3.0,47.747052478969614,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08435241084758,-3.305300072738928,3,2,18.08435241084758,3,47.747052478969614,0.9978333333333325,"[[2.43154462 4.81935088]
 [4.81935088 9.56710022]]",-3.305300072738928,-10.705186534043772,"usv1,usv2,usv4",,,,
0.32,0.07813282435729077,0.07813282435729077,3.007638335754639,0.6447341615560368,3,usv1|usv2|usv4,2.0,18.08450256658716,3.0,47.76979797590798,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08450256658716,-3.3053164843813194,3,2,18.08450256658716,3,47.76979797590798,0.9977611111111102,"[[2.43157227 4.819372  ]
 [4.819372   9.56707491]]",-3.3053164843813194,-10.706537846300552,"usv1,usv2,usv4",,,,
0.33,0.08074713107464315,0.08074713107464315,3.2355000495024555,0.8463493284226511,3,usv1|usv2|usv4,2.0,18.08465452722323,3.0,47.79070267787439,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08465452722323,-3.305333102655612,3,2,18.08465452722323,3,47.79070267787439,0.997688888888888,"[[2.43159915 4.81939253]
 [4.81939253 9.56705027]]",-3.305333102655612,-10.707776117150942,"usv1,usv2,usv4",,,,
0.34,0.08315897491933719,0.08315897491933719,2.958917385761165,0.5282166096160592,3,usv1|usv2|usv4,2.0,18.084808761162215,3.0,47.809903685587805,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084808761162215,-3.305350029345881,3,2,18.084808761162215,3,47.809903685587805,0.9976166666666657,"[[2.43162516 4.81941224]
 [4.81941224 9.56702583]]",-3.305350029345881,-10.70890551953456,"usv1,usv2,usv4",,,,
0.35000000000000003,0.07098625842464071,0.07098625842464071,2.759988829760156,1.025942068294765,3,usv1|usv2|usv4,2.0,18.084149205427604,3.0,47.82363412545084,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084149205427604,-3.3052769360033047,3,2,18.084149205427604,3,47.82363412545084,0.9975444444444435,"[[2.43132893 4.81919312]
 [4.81919312 9.56732387]]",-3.3052769360033047,-10.709671824190094,"usv1,usv2,usv4",,,,
0.36,0.07282256957944229,0.07282256957944229,2.15611450763163,0.42180912497412765,3,usv1|usv2|usv4,2.0,18.084284070969378,3.0,47.838298501926545,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084284070969378,-3.3052917858789406,3,2,18.084284070969378,3,47.838298501926545,0.9974722222222212,"[[2.43134412 4.81920461]
 [4.81920461 9.56730947]]",-3.3052917858789406,-10.710523108589026,"usv1,usv2,usv4",,,,
0.37,0.07496121378420448,0.07496121378420448,2.2542393027309986,0.4810606421287981,3,usv1|usv2|usv4,2.0,18.084420376609014,3.0,47.85025849069644,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084420376609014,-3.305306772100006,3,2,18.084420376609014,3,47.85025849069644,0.997399999999999,"[[2.43135863 4.81921568]
 [4.81921568 9.56729602]]",-3.305306772100006,-10.711214124729004,"usv1,usv2,usv4",,,,
0.38,0.07703901177511431,0.07703901177511431,2.1927207575064873,0.420494008835934,3,usv1|usv2|usv4,2.0,18.084558656448227,3.0,47.85987646162793,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084558656448227,-3.3053220107048515,3,2,18.084558656448227,3,47.85987646162793,0.9973277777777767,"[[2.43137235 4.81922607]
 [4.81922607 9.56728294]]",-3.3053220107048515,-10.711762288322518,"usv1,usv2,usv4",,,,
0.39,0.07932029487805572,0.07932029487805572,2.6661064132298744,0.8665859983740496,3,usv1|usv2|usv4,2.0,18.084698428834034,3.0,47.866873417707396,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084698428834034,-3.305337401465698,3,2,18.084698428834034,3,47.866873417707396,0.9972555555555545,"[[2.4313854  4.81923598]
 [4.81923598 9.5672707 ]]",-3.305337401465698,-10.712152861095905,"usv1,usv2,usv4",,,,
0.4,0.06134346161264003,0.06134346161264003,1.838704477018278,0.3618579930069167,3,usv1|usv2|usv4,2.0,18.08499729199652,3.0,47.871359547605124,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08499729199652,-3.3053704787259592,3,2,18.08499729199652,3,47.871359547605124,0.9971833333333322,"[[2.43100477 4.81895421]
 [4.81895421 9.56765102]]",-3.3053704787259592,-10.712413083721167,"usv1,usv2,usv4",,,,
0.41000000000000003,0.06294244110956519,0.06294244110956519,1.829665890876842,0.35130718117805226,3,usv1|usv2|usv4,2.0,18.085144982811034,3.0,47.87362808725589,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085144982811034,-3.3053868260358046,3,2,18.085144982811034,3,47.87362808725589,0.99711111111111,"[[2.4310064  4.81895543]
 [4.81895543 9.56764921]]",-3.3053868260358046,-10.712516723866248,"usv1,usv2,usv4",,,,
0.42,0.06448262605073958,0.06448262605073958,1.6932915571247786,0.1894204755882534,3,usv1|usv2|usv4,2.0,18.085294636860578,3.0,47.87355258639907,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085294636860578,-3.305403430219953,3,2,18.085294636860578,3,47.87355258639907,0.9970388888888877,"[[2.43100727 4.81895597]
 [4.81895597 9.56764769]]",-3.305403430219953,-10.712479139740347,"usv1,usv2,usv4",,,,
0.43,0.06600531814804278,0.06600531814804278,1.5071162196164554,0.004988291615549222,3,usv1|usv2|usv4,2.0,18.085446328342023,3.0,47.87134794257555,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085446328342023,-3.305420309025954,3,2,18.085446328342023,3,47.87134794257555,0.9969666666666654,"[[2.43100737 4.8189558 ]
 [4.8189558  9.56764634]]",-3.305420309025954,-10.712311885978881,"usv1,usv2,usv4",,,,
0.44,0.06763425258478703,0.06763425258478703,1.5388844005144782,0.029155306068403226,3,usv1|usv2|usv4,2.0,18.085599176499198,3.0,47.866570598857955,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085599176499198,-3.305437276352027,3,2,18.085599176499198,3,47.866570598857955,0.9968944444444432,"[[2.43100691 4.81895533]
 [4.81895533 9.56764603]]",-3.305437276352027,-10.71199632051096,"usv1,usv2,usv4",,,,
0.45,0.09736112677162097,0.09736112677162097,2.9428675328488305,0.06954268353397078,3,usv1|usv2|usv4,2.0,18.083877268264057,3.0,47.85517273442028,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083877268264057,-3.3052469616874482,3,2,18.083877268264057,3,47.85517273442028,0.9968222222222209,"[[2.43114385 4.81905566]
 [4.81905566 9.56750775]]",-3.3052469616874482,-10.711161104602667,"usv1,usv2,usv4",,,,
0.46,0.0996504384057157,0.0996504384057157,3.1892176165283015,0.3074010021971758,3,usv1|usv2|usv4,2.0,18.083991388816276,3.0,47.84613460343726,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.083991388816276,-3.305259666348433,3,2,18.083991388816276,3,47.84613460343726,0.9967499999999987,"[[2.43114514 4.81905642]
 [4.81905642 9.56750545]]",-3.305259666348433,-10.710593085310268,"usv1,usv2,usv4",,,,
0.47000000000000003,0.10182513449308346,0.10182513449308346,3.022891390217279,0.11642633875185476,3,usv1|usv2|usv4,2.0,18.084107704318566,3.0,47.83566075522719,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084107704318566,-3.3052726862454094,3,2,18.084107704318566,3,47.83566075522719,0.9966777777777764,"[[2.43114565 4.81905637]
 [4.81905637 9.56750307]]",-3.3052726862454094,-10.709937589773492,"usv1,usv2,usv4",,,,
0.48,0.10402220761496098,0.10402220761496098,2.9271134336959626,0.04781920976884286,3,usv1|usv2|usv4,2.0,18.0842255388761,3.0,47.823498670200635,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.0842255388761,-3.305285878619984,3,2,18.0842255388761,3,47.823498670200635,0.9966055555555542,"[[2.43114554 4.81905585]
 [4.81905585 9.56750126]]",-3.305285878619984,-10.709184798110623,"usv1,usv2,usv4",,,,
0.49,0.10625164744204164,0.10625164744204164,2.933066185229723,0.02260200474904612,3,usv1|usv2|usv4,2.0,18.08434511861744,3.0,47.81002056151009,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.08434511861744,-3.305299293589356,3,2,18.08434511861744,3,47.81002056151009,0.9965333333333319,"[[2.43114475 4.81905474]
 [4.81905474 9.56749976]]",-3.305299293589356,-10.708356020574673,"usv1,usv2,usv4",,,,
0.5,0.1070315405771633,0.1070315405771633,2.961883755127694,0.0654680841879232,3,usv1|usv2|usv4,2.0,18.084440419493866,3.0,47.79504484875213,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084440419493866,-3.3053100135717934,3,2,18.084440419493866,3,47.79504484875213,0.9964611111111097,"[[2.43109412 4.81901674]
 [4.81901674 9.56754823]]",-3.3053100135717934,-10.70744388775448,"usv1,usv2,usv4",,,,
0.51,0.10921954116361142,0.10921954116361142,2.929483111380124,0.031670109937530715,3,usv1|usv2|usv4,2.0,18.084561792985333,3.0,47.77891627016534,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084561792985333,-3.3053235701758803,3,2,18.084561792985333,3,47.77891627016534,0.9963888888888874,"[[2.43109127 4.81901428]
 [4.81901428 9.56754948]]",-3.3053235701758803,-10.706470335523509,"usv1,usv2,usv4",,,,
0.52,0.11144989827257915,0.11144989827257915,3.08237908455553,0.2034186231525007,3,usv1|usv2|usv4,2.0,18.084684716487487,3.0,47.76216343127495,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084684716487487,-3.3053373114058218,3,2,18.084684716487487,3,47.76216343127495,0.9963166666666652,"[[2.43108781 4.81901133]
 [4.81901133 9.56755117]]",-3.3053373114058218,-10.705461608524526,"usv1,usv2,usv4",,,,
0.53,0.1136136410733598,0.1136136410733598,2.970519769293947,0.07473558210497021,3,usv1|usv2|usv4,2.0,18.084809582443484,3.0,47.74545481731679,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084809582443484,-3.3053513217529655,3,2,18.084809582443484,3,47.74545481731679,0.9962444444444429,"[[2.43108367 4.81900771]
 [4.81900771 9.5675529 ]]",-3.3053513217529655,-10.70445276579331,"usv1,usv2,usv4",,,,
0.54,0.11579755465422215,0.11579755465422215,2.933758784063967,0.05344389321982312,3,usv1|usv2|usv4,2.0,18.084936115342877,3.0,47.72874725600786,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.084936115342877,-3.3053655447099977,3,2,18.084936115342877,3,47.72874725600786,0.9961722222222207,"[[2.4310789  4.81900353]
 [4.81900353 9.56755491]]",-3.3053655447099977,-10.703444695595275,"usv1,usv2,usv4",,,,
0.55,0.10025748455260992,0.10025748455260992,3.4368379149870285,0.4207996930307465,3,usv1|usv2|usv4,2.0,18.085159151134224,3.0,47.71106083207919,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085159151134224,-3.3053904358066335,3,2,18.085159151134224,3,47.71106083207919,0.9960999999999984,"[[2.43062643 4.81866788]
 [4.81866788 9.56800467]]",-3.3053904358066335,-10.702407904196646,"usv1,usv2,usv4",,,,
0.56,0.10209444756184594,0.10209444756184594,3.292390403503497,0.36569681453344277,3,usv1|usv2|usv4,2.0,18.085289605737287,3.0,47.69383070704565,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085289605737287,-3.3054050349813444,3,2,18.085289605737287,3,47.69383070704565,0.9960277777777762,"[[2.43061248 4.81865708]
 [4.81865708 9.56801655]]",-3.3054050349813444,-10.701382989481305,"usv1,usv2,usv4",,,,
0.5700000000000001,0.10403013556993855,0.10403013556993855,3.578894661052735,0.7013211947616443,3,usv1|usv2|usv4,2.0,18.085421639495458,3.0,47.67704941587405,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085421639495458,-3.305419833457992,3,2,18.085421639495458,3,47.67704941587405,0.9959555555555539,"[[2.43059794 4.81864577]
 [4.81864577 9.56802872]]",-3.305419833457992,-10.700387611379167,"usv1,usv2,usv4",,,,
0.58,0.10582437259497514,0.10582437259497514,3.2722061742072306,0.45139322725293474,3,usv1|usv2|usv4,2.0,18.085554517159558,3.0,47.66039603356846,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv4']",3,dwell_hold,2,18.085554517159558,-3.3054346757378257,3,2,18.085554517159558,3,47.66039603356846,0.9958833333333317,"[[2.43058297 4.8186343 ]
 [4.8186343  9.56804192]]",-3.3054346757378257,-10.699407405193961,"usv1,usv2,usv4",,,,
