t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,soc,fim,fim_logdet_xy,fim_logdet_3d,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
21.13,0.14816452886886908,0.14816452886886908,8.563106475999971,5.670724076121266,3,usv1|usv2|usv4,2.0,18.68307986873313,3.0,48.82886829300262,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68307986873313,-3.3704367996983278,3,2,18.68307986873313,3,48.82886829300262,0.8474666666666053,"[[2.2764541  4.70084065]
 [4.70084065 9.72225945]]",-3.3704367996983278,-10.813419435429868,"usv1,usv2,usv4",,,,
21.14,0.14761367598742842,0.14761367598742842,6.931722013861234,4.09945504887105,3,usv1|usv2|usv4,2.0,18.68339226038374,3.0,48.82967443542806,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68339226038374,-3.3704702698132567,3,2,18.68339226038374,3,48.82967443542806,0.847394444444383,"[[2.27637678 4.70077945]
 [4.70077945 9.72233642]]",-3.3704702698132567,-10.813487133915979,"usv1,usv2,usv4",,,,
21.150000000000002,0.15035236229769078,0.15035236229769078,7.872987734002389,5.070265308109399,3,usv1|usv2|usv4,2.0,18.68361038393605,3.0,48.82910858271594,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68361038393605,-3.3704935966525778,3,2,18.68361038393605,3,48.82910858271594,0.8473222222221608,"[[2.27598534 4.70046956]
 [4.70046956 9.72272813]]",-3.3704935966525778,-10.81348628412995,"usv1,usv2,usv4",,,,
21.16,0.15010884137439606,0.15010884137439606,8.465377364247608,5.617410104958588,3,usv1|usv2|usv4,2.0,18.68392187561384,3.0,48.82964507215048,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68392187561384,-3.3705269253720003,3,2,18.68392187561384,3,48.82964507215048,0.8472499999999386,"[[2.27590721 4.70040783]
 [4.70040783 9.72280644]]",-3.3705269253720003,-10.813541272326727,"usv1,usv2,usv4",,,,
21.17,0.1497472360233017,0.1497472360233017,8.303415866799297,5.2930596427654795,3,usv1|usv2|usv4,2.0,18.684233550488514,3.0,48.83027896817485,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.684233550488514,-3.370560290336905,3,2,18.684233550488514,3,48.83027896817485,0.8471777777777163,"[[2.27582905 4.70034603]
 [4.70034603 9.72288457]]",-3.370560290336905,-10.813601109848257,"usv1,usv2,usv4",,,,
21.18,0.14951470331980674,0.14951470331980674,8.855127288966521,5.910137638218471,3,usv1|usv2|usv4,2.0,18.684545025854256,3.0,48.83079017277276,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.684545025854256,-3.3705936151384046,3,2,18.684545025854256,3,48.83079017277276,0.847105555555494,"[[2.27575093 4.70028431]
 [4.70028431 9.72296288]]",-3.3705936151384046,-10.813654980801374,"usv1,usv2,usv4",,,,
21.19,0.14915747311250654,0.14915747311250654,8.50373954742807,5.501094630813036,3,usv1|usv2|usv4,2.0,18.684856706658106,3.0,48.8314176621284,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.684856706658106,-3.370626981212906,3,2,18.684856706658106,3,48.8314176621284,0.8470333333332718,"[[2.27567277 4.7002225 ]
 [4.7002225  9.723041  ]]",-3.370626981212906,-10.813714376255255,"usv1,usv2,usv4",,,,
21.2,0.15828379098424677,0.15828379098424677,7.585796997255205,4.652230928296817,3,usv1|usv2|usv4,2.0,18.6848093103848,3.0,48.83114943180465,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.6848093103848,-3.370621928439978,3,2,18.6848093103848,3,48.83114943180465,0.8469611111110495,"[[2.27556346 4.70013582]
 [4.70013582 9.72315006]]",-3.370621928439978,-10.813699285438545,"usv1,usv2,usv4",,,,
21.21,0.1579433206889626,0.1579433206889626,7.150857566764305,4.064983485231452,3,usv1|usv2|usv4,2.0,18.685119331515047,3.0,48.831837837293975,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.685119331515047,-3.370655121883985,3,2,18.685119331515047,3,48.831837837293975,0.8468888888888273,"[[2.27548529 4.70007398]
 [4.70007398 9.72322812]]",-3.370655121883985,-10.81376120083015,"usv1,usv2,usv4",,,,
21.22,0.157630327687973,0.157630327687973,6.624234848239144,3.599229774916565,3,usv1|usv2|usv4,2.0,18.685429325831034,3.0,48.83249568541399,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.685429325831034,-3.370688310080883,3,2,18.685429325831034,3,48.83249568541399,0.846816666666605,"[[2.27540712 4.70001214]
 [4.70001214 9.7233062 ]]",-3.370688310080883,-10.81382168897639,"usv1,usv2,usv4",,,,
21.23,0.15739653068661721,0.15739653068661721,6.871592548223765,3.8084612264654156,3,usv1|usv2|usv4,2.0,18.68573913582428,3.0,48.83307820590989,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68573913582428,-3.3707214613732805,3,2,18.68573913582428,3,48.83307820590989,0.8467444444443828,"[[2.27532898 4.69995038]
 [4.69995038 9.72338444]]",-3.3707214613732805,-10.813878343317711,"usv1,usv2,usv4",,,,
21.240000000000002,0.15715723485676236,0.15715723485676236,7.064509229363587,3.9616071405056785,3,usv1|usv2|usv4,2.0,18.686048958432583,3.0,48.83369495769569,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.686048958432583,-3.370754614943613,3,2,18.686048958432583,3,48.83369495769569,0.8466722222221605,"[[2.27525085 4.69988862]
 [4.69988862 9.72346266]]",-3.370754614943613,-10.813936536513992,"usv1,usv2,usv4",,,,
21.25,0.16870983232658884,0.16870983232658884,6.716425634856695,3.2567289188521795,3,usv1|usv2|usv4,2.0,18.685979823502244,3.0,48.83282729065244,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.685979823502244,-3.3707472372778917,3,2,18.685979823502244,3,48.83282729065244,0.8465999999999383,"[[2.27491287 4.6996207 ]
 [4.6996207  9.72380038]]",-3.3707472372778917,-10.813894314465577,"usv1,usv2,usv4",,,,
21.26,0.168483183553817,0.168483183553817,6.195141843404615,2.8063230697660666,3,usv1|usv2|usv4,2.0,18.68628805483451,3.0,48.83353281150787,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68628805483451,-3.370780236985259,3,2,18.68628805483451,3,48.83353281150787,0.846527777777716,"[[2.27483402 4.6995583 ]
 [4.6995583  9.72387912]]",-3.370780236985259,-10.813956517945332,"usv1,usv2,usv4",,,,
21.27,0.16826785597036364,0.16826785597036364,5.869669241753034,2.454861892788192,3,usv1|usv2|usv4,2.0,18.686596266850103,3.0,48.83421125386982,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.686596266850103,-3.3708132322424396,3,2,18.686596266850103,3,48.83421125386982,0.8464555555554938,"[[2.27475517 4.69949591]
 [4.69949591 9.72395787]]",-3.3708132322424396,-10.8140176138106,"usv1,usv2,usv4",,,,
21.28,0.16809357477298456,0.16809357477298456,5.906817605063308,2.475388119615988,3,usv1|usv2|usv4,2.0,18.686904358314038,3.0,48.8347807445086,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.686904358314038,-3.370846202103995,3,2,18.686904358314038,3,48.8347807445086,0.8463833333332715,"[[2.27467636 4.69943358]
 [4.69943358 9.72403674]]",-3.370846202103995,-10.81407371971463,"usv1,usv2,usv4",,,,
21.29,0.16797423900119068,0.16797423900119068,6.6507194157031435,3.1011776887759543,3,usv1|usv2|usv4,2.0,18.68721225241832,3.0,48.835216054022034,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68721225241832,-3.370879131731149,3,2,18.68721225241832,3,48.835216054022034,0.8463111111110493,"[[2.27459759 4.69937133]
 [4.69937133 9.72411578]]",-3.370879131731149,-10.81412353479965,"usv1,usv2,usv4",,,,
21.3,0.1665885151423958,0.1665885151423958,6.868315027532323,3.067167368494152,3,usv1|usv2|usv4,2.0,18.687783667454582,3.0,48.83546095196351,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.687783667454582,-3.3709402795302568,3,2,18.687783667454582,3,48.83546095196351,0.846238888888827,"[[2.27412015 4.69899311]
 [4.69899311 9.72459331]]",-3.3709402795302568,-10.8141946794212,"usv1,usv2,usv4",,,,
21.31,0.16639362538821667,0.16639362538821667,6.312621777669991,2.484287322219615,3,usv1|usv2|usv4,2.0,18.688093197966477,3.0,48.83617438649783,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.688093197966477,-3.370973419413796,3,2,18.688093197966477,3,48.83617438649783,0.8461666666666048,"[[2.27404006 4.6989297 ]
 [4.6989297  9.72467323]]",-3.370973419413796,-10.814257962918536,"usv1,usv2,usv4",,,,
21.32,0.16639024316908604,0.16639024316908604,7.480752713026946,3.6339666421635224,3,usv1|usv2|usv4,2.0,18.68840219973164,3.0,48.83655435080535,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68840219973164,-3.371006451985555,3,2,18.68840219973164,3,48.83655435080535,0.8460944444443825,"[[2.27396008 4.69886652]
 [4.69886652 9.72475365]]",-3.371006451985555,-10.8143051780552,"usv1,usv2,usv4",,,,
21.330000000000002,0.16627575852342327,0.16627575852342327,7.845363733573015,3.854676787106977,3,usv1|usv2|usv4,2.0,18.688711496458527,3.0,48.83711312559839,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.688711496458527,-3.371039542816278,3,2,18.688711496458527,3,48.83711312559839,0.8460222222221603,"[[2.27388005 4.69880321]
 [4.69880321 9.7248338 ]]",-3.371039542816278,-10.814360853470582,"usv1,usv2,usv4",,,,
21.34,0.16625984986727643,0.16625984986727643,8.782620790011228,4.8574659570108425,3,usv1|usv2|usv4,2.0,18.689020614066035,3.0,48.83753941302404,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.689020614066035,-3.371072596771125,3,2,18.689020614066035,3,48.83753941302404,0.845949999999938,"[[2.27380005 4.69873999]
 [4.69873999 9.72491411]]",-3.371072596771125,-10.814410215863877,"usv1,usv2,usv4",,,,
21.35,0.18025973097198245,0.18025973097198245,7.69141406734186,4.152462142508812,3,usv1|usv2|usv4,2.0,18.688575743660387,3.0,48.837156762614036,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.688575743660387,-3.3710250144665928,3,2,18.688575743660387,3,48.837156762614036,0.8458777777777158,"[[2.27405579 4.6989425 ]
 [4.6989425  9.72465806]]",-3.3710250144665928,-10.814347799692014,"usv1,usv2,usv4",,,,
21.36,0.18018494530632578,0.18018494530632578,8.064652140876001,4.480385558807315,3,usv1|usv2|usv4,2.0,18.68888151738611,3.0,48.837705885780885,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68888151738611,-3.371057725930118,3,2,18.68888151738611,3,48.837705885780885,0.8458055555554935,"[[2.27397694 4.69888013]
 [4.69888013 9.72473705]]",-3.371057725930118,-10.814402474904018,"usv1,usv2,usv4",,,,
21.37,0.18009555224933918,0.18009555224933918,8.497720019324188,4.772313964607713,3,usv1|usv2|usv4,2.0,18.6891873062204,3.0,48.838282185234974,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.6891873062204,-3.371090439581355,3,2,18.6891873062204,3,48.838282185234974,0.8457333333332713,"[[2.27389808 4.69881776]
 [4.69881776 9.72481603]]",-3.371090439581355,-10.814458340601108,"usv1,usv2,usv4",,,,
21.38,0.18006454227847607,0.18006454227847607,9.194678642444545,5.509805548553583,3,usv1|usv2|usv4,2.0,18.689492998102754,3.0,48.83881475222965,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.689492998102754,-3.371123133316318,3,2,18.689492998102754,3,48.83881475222965,0.845661111111049,"[[2.27381923 4.69875542]
 [4.69875542 9.72489511]]",-3.371123133316318,-10.814512231263748,"usv1,usv2,usv4",,,,
21.39,0.1798653260471968,0.1798653260471968,8.341261206161153,4.588568783916132,3,usv1|usv2|usv4,2.0,18.689799066547476,3.0,48.83955607140512,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.689799066547476,-3.3711559016097645,3,2,18.689799066547476,3,48.83955607140512,0.8455888888888268,"[[2.27374032 4.69869293]
 [4.69869293 9.72497383]]",-3.3711559016097645,-10.814576331387677,"usv1,usv2,usv4",,,,
21.400000000000002,0.1991578112819308,0.1991578112819308,8.505095773522813,4.864421983123748,3,usv1|usv2|usv4,2.0,18.689500876327724,3.0,48.83780958191633,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.689500876327724,-3.3711239936360684,3,2,18.689500876327724,3,48.83780958191633,0.8455166666666045,"[[2.27335969 4.69839098]
 [4.69839098 9.72535445]]",-3.3711239936360684,-10.81447291242649,"usv1,usv2,usv4",,,,
21.41,0.19910973724682393,0.19910973724682393,7.931125863017451,4.332660304830068,3,usv1|usv2|usv4,2.0,18.68980409253039,3.0,48.838461844196786,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.68980409253039,-3.3711564494630313,3,2,18.68980409253039,3,48.838461844196786,0.8454444444443823,"[[2.27328003 4.6983279 ]
 [4.6983279  9.725434  ]]",-3.3711564494630313,-10.8145326449942,"usv1,usv2,usv4",,,,
21.42,0.1991160326599328,0.1991160326599328,8.028776184293037,4.385613476657047,3,usv1|usv2|usv4,2.0,18.690107166938823,3.0,48.83903056084392,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.690107166938823,-3.3711888762465017,3,2,18.690107166938823,3,48.83903056084392,0.84537222222216,"[[2.27320041 4.69826489]
 [4.69826489 9.72551368]]",-3.3711888762465017,-10.814588281343957,"usv1,usv2,usv4",,,,
21.43,0.19900785211920907,0.19900785211920907,6.863783502909833,3.1862117493736486,3,usv1|usv2|usv4,2.0,18.690410588636293,3.0,48.83979885607253,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.690410588636293,-3.371221372334392,3,2,18.690410588636293,3,48.83979885607253,0.8452999999999378,"[[2.27312073 4.69820173]
 [4.69820173 9.72559303]]",-3.371221372334392,-10.814653477050841,"usv1,usv2,usv4",,,,
21.44,0.19894851265053556,0.19894851265053556,6.417341954193254,2.6336576089548496,3,usv1|usv2|usv4,2.0,18.690713861526817,3.0,48.840474232968475,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.690713861526817,-3.3712538381579193,3,2,18.690713861526817,3,48.840474232968475,0.8452277777777155,"[[2.27304108 4.69813863]
 [4.69813863 9.72567252]]",-3.3712538381579193,-10.814714083926184,"usv1,usv2,usv4",,,,
21.45,0.20670071520330274,0.20670071520330274,5.742245299231986,2.3237383345902463,3,usv1|usv2|usv4,2.0,18.690677519685533,3.0,48.840391438563636,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.690677519685533,-3.3712499654426034,3,2,18.690677519685533,3,48.840391438563636,0.8451555555554933,"[[2.27301614 4.69811879]
 [4.69811879 9.72569726]]",-3.3712499654426034,-10.814707188871063,"usv1,usv2,usv4",,,,
21.46,0.2067720962475655,0.2067720962475655,6.204088459495292,2.788288530630338,3,usv1|usv2|usv4,2.0,18.690978864888102,3.0,48.840842674982994,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.690978864888102,-3.3712821901512307,3,2,18.690978864888102,3,48.840842674982994,0.845083333333271,"[[2.27293681 4.69805604]
 [4.69805604 9.72577684]]",-3.3712821901512307,-10.814757024980825,"usv1,usv2,usv4",,,,
21.47,0.20674294303810925,0.20674294303810925,5.533707202216169,2.106330489687346,3,usv1|usv2|usv4,2.0,18.691280660830955,3.0,48.84159023342546,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.691280660830955,-3.371314505174282,3,2,18.691280660830955,3,48.84159023342546,0.8450111111110488,"[[2.27285738 4.6979931 ]
 [4.6979931  9.725856  ]]",-3.371314505174282,-10.81482114559493,"usv1,usv2,usv4",,,,
21.48,0.2067370670232567,0.2067370670232567,5.314082856341296,1.8104359451482501,3,usv1|usv2|usv4,2.0,18.691582333958117,3.0,48.842284898537805,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.691582333958117,-3.3713467947114477,3,2,18.691582333958117,3,48.842284898537805,0.8449388888888265,"[[2.27277799 4.69793021]
 [4.69793021 9.72593527]]",-3.3713467947114477,-10.814882616468573,"usv1,usv2,usv4",,,,
21.490000000000002,0.20676505810231002,0.20676505810231002,5.162511408981395,1.760576963175677,3,usv1|usv2|usv4,2.0,18.69188389017918,3.0,48.842895621058055,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69188389017918,-3.3713790598140383,3,2,18.69188389017918,3,48.842895621058055,0.8448666666666043,"[[2.27269862 4.69786738]
 [4.69786738 9.72601465]]",-3.3713790598140383,-10.814940029979791,"usv1,usv2,usv4",,,,
21.5,0.18519794356177968,0.18519794356177968,4.665781751801815,1.4332843359477705,3,usv1|usv2|usv4,2.0,18.692880813873344,3.0,48.8460752336523,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.692880813873344,-3.3714857223319594,3,2,18.692880813873344,3,48.8460752336523,0.844794444444382,"[[2.27290976 4.69803526]
 [4.69803526 9.72580356]]",-3.3714857223319594,-10.815177204550725,"usv1,usv2,usv4",,,,
21.51,0.18510912885008712,0.18510912885008712,4.520712672725095,1.3063888365328857,3,usv1|usv2|usv4,2.0,18.69318560604132,3.0,48.84672477599539,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69318560604132,-3.3715183369977044,3,2,18.69318560604132,3,48.84672477599539,0.8447222222221598,"[[2.27283112 4.69797298]
 [4.69797298 9.72588215]]",-3.3715183369977044,-10.815236590563096,"usv1,usv2,usv4",,,,
21.52,0.18499553767763077,0.18499553767763077,4.324237139611068,1.042545709510202,3,usv1|usv2|usv4,2.0,18.69349055956731,3.0,48.84744335129561,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69349055956731,-3.3715509835235693,3,2,18.69349055956731,3,48.84744335129561,0.8446499999999375,"[[2.27275244 4.69791064]
 [4.69791064 9.72596059]]",-3.3715509835235693,-10.815299523946965,"usv1,usv2,usv4",,,,
21.53,0.1849225185618858,0.1849225185618858,4.217606607643297,1.0634850691003312,3,usv1|usv2|usv4,2.0,18.6937952464482,3.0,48.847978966914155,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.6937952464482,-3.3715835749240637,3,2,18.6937952464482,3,48.847978966914155,0.8445777777777153,"[[2.27267382 4.69784841]
 [4.69784841 9.72603929]]",-3.3715835749240637,-10.81535382565824,"usv1,usv2,usv4",,,,
21.54,0.18486381980488895,0.18486381980488895,4.3476738700206825,1.2235011913940186,3,usv1|usv2|usv4,2.0,18.694099815470576,3.0,48.84845195236806,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.694099815470576,-3.371616141016424,3,2,18.694099815470576,3,48.84845195236806,0.844505555555493,"[[2.27259523 4.69778624]
 [4.69778624 9.7261181 ]]",-3.371616141016424,-10.815405250046545,"usv1,usv2,usv4",,,,
21.55,0.17853426118414553,0.17853426118414553,4.235627728600195,1.3152688866646622,3,usv1|usv2|usv4,2.0,18.694622452225843,3.0,48.849682895982845,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.694622452225843,-3.3716720386088213,3,2,18.694622452225843,3,48.849682895982845,0.8444333333332708,"[[2.27257242 4.69776839]
 [4.69776839 9.72614111]]",-3.3716720386088213,-10.815511279945301,"usv1,usv2,usv4",,,,
21.56,0.17842058703590577,0.17842058703590577,4.328684990072169,1.3277711338969462,3,usv1|usv2|usv4,2.0,18.694928158163066,3.0,48.85026667889487,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.694928158163066,-3.371704738864272,3,2,18.694928158163066,3,48.85026667889487,0.8443611111110485,"[[2.27249394 4.69770626]
 [4.69770626 9.72621965]]",-3.371704738864272,-10.815567901255125,"usv1,usv2,usv4",,,,
21.57,0.17831134350632896,0.17831134350632896,4.165528193182564,1.2611438378956596,3,usv1|usv2|usv4,2.0,18.695233922190564,3.0,48.85088346977481,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.695233922190564,-3.3717374499266723,3,2,18.695233922190564,3,48.85088346977481,0.8442888888888262,"[[2.27241546 4.69764412]
 [4.69764412 9.72629812]]",-3.3717374499266723,-10.815625991191439,"usv1,usv2,usv4",,,,
21.580000000000002,0.17819307181032934,0.17819307181032934,3.9965345222415474,1.1011670389221975,3,usv1|usv2|usv4,2.0,18.695539771993538,3.0,48.851531144515995,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.695539771993538,-3.3717701772549873,3,2,18.695539771993538,3,48.851531144515995,0.844216666666604,"[[2.27233696 4.69758194]
 [4.69758194 9.72637652]]",-3.3717701772549873,-10.815685603267267,"usv1,usv2,usv4",,,,
21.59,0.17808915889614113,0.17808915889614113,3.9591408717965955,1.0741314310202015,3,usv1|usv2|usv4,2.0,18.695845524940914,3.0,48.852148496483125,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.695845524940914,-3.371802884046448,3,2,18.695845524940914,3,48.852148496483125,0.8441444444443817,"[[2.27225849 4.6975198 ]
 [4.6975198  9.72645501]]",-3.371802884046448,-10.815743574248788,"usv1,usv2,usv4",,,,
21.6,0.18421460232075118,0.18421460232075118,4.026434738413246,1.0514597798177172,3,usv1|usv2|usv4,2.0,18.695859276394508,3.0,48.85234155859914,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.695859276394508,-3.3718043648614113,3,2,18.695859276394508,3,48.85234155859914,0.8440722222221595,"[[2.27229089 4.69754549]
 [4.69754549 9.72642249]]",-3.3718043648614113,-10.81575327086239,"usv1,usv2,usv4",,,,
21.61,0.18412962520289888,0.18412962520289888,3.901929059116492,1.0466626292513967,3,usv1|usv2|usv4,2.0,18.69616370364432,3.0,48.85292665127502,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69616370364432,-3.3718369275132547,3,2,18.69616370364432,3,48.85292665127502,0.8439999999999372,"[[2.27221281 4.69748366]
 [4.69748366 9.72650062]]",-3.3718369275132547,-10.815809472133493,"usv1,usv2,usv4",,,,
21.62,0.18404007955481716,0.18404007955481716,3.817155489496542,0.9902058884202452,3,usv1|usv2|usv4,2.0,18.696468201786356,3.0,48.85357155174917,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.696468201786356,-3.3718695036733344,3,2,18.696468201786356,3,48.85357155174917,0.843927777777715,"[[2.27213472 4.69742181]
 [4.69742181 9.72657867]]",-3.3718695036733344,-10.815868660073534,"usv1,usv2,usv4",,,,
21.63,0.18396534413158752,0.18396534413158752,3.8719189031830963,1.0747909366188881,3,usv1|usv2|usv4,2.0,18.696772514696995,3.0,48.8541160699615,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.696772514696995,-3.3719020421714934,3,2,18.696772514696995,3,48.8541160699615,0.8438555555554927,"[[2.27205666 4.69736004]
 [4.69736004 9.7266569 ]]",-3.3719020421714934,-10.815923157586472,"usv1,usv2,usv4",,,,
21.64,0.1838801235370159,0.1838801235370159,4.029786734604663,1.1681363283733455,3,usv1|usv2|usv4,2.0,18.69707684221199,3.0,48.85465150739172,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69707684221199,-3.3719345833819734,3,2,18.69707684221199,3,48.85465150739172,0.8437833333332705,"[[2.27197861 4.69729826]
 [4.69729826 9.7267351 ]]",-3.3719345833819734,-10.815977410144203,"usv1,usv2,usv4",,,,
21.650000000000002,0.19644980336750986,0.19644980336750986,3.955167041348246,0.991084157227661,3,usv1|usv2|usv4,2.0,18.697054170671528,3.0,48.85378223494698,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.697054170671528,-3.3719321949983048,3,2,18.697054170671528,3,48.85378223494698,0.8437111111110482,"[[2.27156697 4.69697147]
 [4.69697147 9.7271463 ]]",-3.3719321949983048,-10.815940984235034,"usv1,usv2,usv4",,,,
21.66,0.19646229642319746,0.19646229642319746,4.0871308320432505,1.1705137084731134,3,usv1|usv2|usv4,2.0,18.697356846430576,3.0,48.85417185027544,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.697356846430576,-3.3719645390564588,3,2,18.697356846430576,3,48.85417185027544,0.843638888888826,"[[2.27148803 4.69690903]
 [4.69690903 9.72722563]]",-3.3719645390564588,-10.815987991426399,"usv1,usv2,usv4",,,,
21.67,0.19644190581056137,0.19644190581056137,3.876249322145045,0.9879237554400667,3,usv1|usv2|usv4,2.0,18.697660109976443,3.0,48.854910106039526,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.697660109976443,-3.3719970014686744,3,2,18.697660109976443,3,48.854910106039526,0.8435666666666037,"[[2.27140897 4.69684633]
 [4.69684633 9.7273044 ]]",-3.3719970014686744,-10.816051711019753,"usv1,usv2,usv4",,,,
21.68,0.21809266202781744,0.21809266202781744,4.614126266687522,1.6759221980970662,3,usv1|usv2|usv4,2.0,18.69796330669624,3.0,48.85560429758089,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69796330669624,-3.372029449168816,3,2,18.69796330669624,3,48.85560429758089,0.8434944444443815,"[[2.27132993 4.69678367]
 [4.69678367 9.72738325]]",-3.372029449168816,-10.816113175881497,"usv1,usv2,usv4",,,,
21.69,0.21812940095556535,0.21812940095556535,4.4888106382108885,1.6900871793063539,3,usv1|usv2|usv4,2.0,18.69751704843738,3.0,48.85384076658915,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.69751704843738,-3.3719817270057755,3,2,18.69751704843738,3,48.85384076658915,0.8434222222221592,"[[2.27106988 4.69657703]
 [4.69657703 9.72764316]]",-3.3719817270057755,-10.815993330005675,"usv1,usv2,usv4",,,,
21.7,0.2306050242648259,0.2306050242648259,3.9182549359178473,1.9864815121659527,3,usv1|usv2|usv4,2.0,18.697067599731973,3.0,48.85384187158226,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.697067599731973,-3.3719336466220224,3,2,18.697067599731973,3,48.85384187158226,0.843349999999937,"[[2.27153911 4.69694932]
 [4.69694932 9.72717398]]",-3.3719336466220224,-10.81594499949032,"usv1,usv2,usv4",,,,
21.71,0.2306964339632309,0.2306964339632309,3.9722807844762813,2.0696235269872476,3,usv1|usv2|usv4,2.0,18.697364573171352,3.0,48.85421274814947,xy:no_switch,xy,"['usv1', 'usv2', 'usv4']",3,no_switch,2,18.697364573171352,-3.371965377339858,3,2,18.697364573171352,3,48.85421274814947,0.8432777777777147,"[[2.27146173 4.69688812]
 [4.69688812 9.72725179]]",-3.371965377339858,-10.815990413111269,"usv1,usv2,usv4",,,,
