t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.97700329961776,-199.977003459692,-4.9770034706859585,0.00010322997655152935,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0655362522373945e-08,0.000426267470755003,nan,nan,True,True,True,True
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.9771806199193,-199.97718133514525,-4.953794063145888,0.021671776314817773,1.0004000001826252,1.0004000001826252,0.0008991910516330248,0.5144247696702179,0.6208173256149496,nan,nan,True,True,True,True
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747460716366,-199.97747600749136,-4.954086684733386,0.0203740397704411,1.0009000006351882,1.0009000006351882,0.0009995107999378019,0.38786215006032126,0.6231923312946903,nan,nan,True,True,True,True
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.97788393527864,-199.97788598721624,-4.933783682933756,0.03936175089358875,1.0016000015212516,1.0016000015212516,0.0005317765199244777,2.7990503515670895,3.178919024004721,nan,nan,True,True,True,True
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.99321273707477,-199.99224541928342,-4.9347610453567174,0.047506219963056116,1.000136159857599,1.000136159857599,0.00047135043475060633,2.7973383311382047,11.405580218895118,nan,nan,True,True,True,True
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.99681013455498,-199.99564963568724,-4.941092227746683,0.04709798305894118,1.0001960690185168,1.0001960690185168,0.0003207125249314022,2.585710356042462,11.439622737696565,nan,nan,True,True,True,True
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,200.00051937042957,-199.99916563632868,-4.94070347441093,0.05213983274136524,1.000266870913067,1.000266870913067,0.0003466969814233004,2.280134779186725,11.467044781730968,nan,nan,True,True,True,True
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,200.00433913813498,-200.00279228337894,-4.935114081139305,0.060215341368700964,1.0003485656857503,1.0003485656857503,0.00026870186355409443,3.989307654380618,13.46112645192562,nan,nan,True,True,True,True
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,200.00826828291463,-200.00652818307276,-4.9346591942187095,0.06568107185897419,1.0004411534810664,1.0004411534810664,0.00030271740266169536,3.4560551353022135,13.485313333926326,nan,nan,True,True,True,True
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.99092101530758,-200.00410527821725,-4.940036723857775,0.0522551729316908,1.0002799430390896,1.0002799430390896,0.0002198198410369,3.1260012327774427,12.356295666604806,nan,nan,True,True,True,True
0.11,199.96559143066406,-199.96559143066406,-4.965601444244385,199.99292714704453,-200.0074299242018,-4.939478203533892,0.05639259381123452,1.0003387291688073,1.0003387291688073,0.00024222993303413308,2.8197527437026078,12.372828101528306,nan,nan,True,True,True,True
0.12,199.96505737304688,-199.96505737304688,-4.965066432952881,199.99503938462166,-200.01086075608154,-4.948654618981021,0.057150840355483824,1.0004031143902965,1.0004031143902965,0.00020746689984599585,1.3012636667796469,11.16745560315944,nan,nan,True,True,True,True
0.13,199.96463012695312,-199.96463012695312,-4.964635848999023,199.99725664420006,-200.0143964530712,-4.9488425837955425,0.06156788179517205,1.0004730988480575,1.0004730988480575,0.000232756991578682,1.075160269082165,11.17111388260268,nan,nan,True,True,True,True
0.14,199.9643096923828,-199.9643096923828,-4.964308738708496,199.9995778185102,-200.0180360142658,-4.942964232483368,0.06771961554531551,1.0005486826865908,1.0005486826865908,0.00020331264016074373,2.244952597121474,12.534830677434552,nan,nan,True,True,True,True
0.15,199.96408081054688,-199.96408081054688,-4.964083671569824,199.97033267382798,-200.025331135736,-4.941220840434868,0.06567645832232649,1.000423869832177,1.000423869832177,0.0002033478705987416,2.5743055372604746,13.993338760841384,nan,nan,True,True,True,True
0.16,199.96395874023438,-199.96395874023438,-4.96396017074585,199.9707464876223,-200.02941262095285,-4.940448545907356,0.06987904205308892,1.0004822670248124,1.0004822670248124,0.000180793006185342,3.0619492529802717,14.731142566020493,nan,nan,True,True,True,True
