algorithm,n_runs,pos_rmse_mean,pos_rmse_std,pos_rmse_mae,pos_rmse_max,final_error_mean,final_error_std,final_error_mae,final_error_max,energy_mean,energy_std,energy_mae,energy_max,switch_count_mean,switch_count_std,pct_active_0,pct_active_1,pct_active_2,pct_active_3,pct_active_4
imu_dvl_depth,4,1.064073377980825,0.3045689568176391,1.064073377980825,1.4888033375517693,0.9920944352916583,0.43992997474173595,0.9920944352916583,1.431760669807467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
imu_dvl_depth_all4,4,0.7905683112753608,0.2558230265601675,0.7905683112753608,1.222398228463649,0.6104994282153786,0.09991576360201596,0.6104994282153786,0.7033289225186614,0.444444444444435,0.0,0.444444444444435,0.444444444444435,0.0,0.0,0.0,0.0,0.0,0.0,1.0
adaptive,4,1.0145312572452478,0.5052120316827294,1.0145312572452478,1.8033290672557096,0.8159580933666247,0.3695279181011034,0.8159580933666247,1.455130383083376,0.22233333333332858,0.0,0.22233333333332858,0.22233333333332858,3.0,0.0,0.25,0.0,0.4995,0.0,0.2505
