policy,rmse_mean,rmse_std,rmse_ci_lo,rmse_ci_hi,crlb_eff_mean,nees_pct_mean,nis_pct_mean,avg_beacons,energy_mean_Wh,energy_savings_pct,switch_count_mean
imu_dvl_depth,1.064073377980825,0.35168593841093493,0.7194211583381087,1.408725597623541,0.6769891957276184,97.9875,nan,4.0,0.0,100.0,0.0
imu_dvl_depth_all4,0.7905683112753608,0.29539898649883495,0.5010773045065025,1.080059318044219,0.7916631078286467,53.362500000000004,92.04545454545453,4.0,0.444444444444435,0.0,0.0
adaptive,1.0145312572452478,0.5833686049797232,0.4428300243651191,1.5862324901253766,0.8801629245660867,69.175,93.75,2.001,0.22233333333332858,49.975,3.0
