k,x,y,z,logdet_all_xy,gdop_all_xy,rank_all_xy,sigma_x_all,sigma_y_all,best3_cfg,logdet_best3_xy,gdop_best3_xy,rank_best3_xy,sigma_x_best3,sigma_y_best3,best2_cfg,logdet_best2_xy,gdop_best2_xy,rank_best2_xy,sigma_x_best2,sigma_y_best2
470,24.53478889982483,27.24864360083776,-13.0,2.675275212516582,5.248576112224737,2,5.24645226565164,0.14929778985272843,0-1-3,2.2766015384737313,5.548169454383641,2,5.54560178454122,0.1687754183786843,1-3,1.6068959782777605,6.332001517056003,2,6.329621310090886,0.1736009298444672
480,11.58813728906061,35.66461936106823,-13.25,2.6460053133761936,5.32594138927338,2,5.325546978732475,0.06481557905838106,0-1-3,2.2403232606621577,5.649714352005139,2,5.649161563960954,0.07903090230462194,1-3,1.5584187446017792,6.487342878980695,2,6.486840664440581,0.08072065176658347
490,-4.0069244252599825,38.12333932245048,-13.5,2.631875693611033,5.363676667434436,2,5.3628575658082465,0.09373431406816515,0-1-3,2.2175734616665626,5.71432183486623,2,5.713552771082652,0.09374841056099102,0-1,1.5281278304283366,6.585747897962766,2,6.584474035969145,0.1295262335173207
500,-19.583333333333293,33.919328314890535,-13.75,2.635439277970043,5.35408856607807,2,5.350098290177004,0.2066704111696141,0-1-3,2.21207988669003,5.730000721600077,2,5.72609106155232,0.21163512078108204,0-1,1.5376686792395247,6.55434629835171,2,6.5489802677189415,0.2651657062003061
510,-32.36067977499784,23.511410091699002,-14.0,2.6573033001570914,5.295820649082232,2,5.287036991496888,0.3048871886276954,0-1-3,2.2258945291092194,5.690503835022581,2,5.681659922925267,0.3171346979306454,0-1,1.5640894615916137,6.4682459467390645,2,6.456892761607847,0.383068522072138
520,-39.941027029963706,8.489727375058576,-14.25,2.695786796915434,5.194822795229879,2,5.182046876293455,0.36410718990045143,0-1-3,2.2589195860737665,5.597241464615196,2,5.584229828064694,0.38143051865342836,0-1,1.605199336531256,6.336540970762659,2,6.32025652891214,0.45399216171344187
530,-40.75615003057524,-8.662987117406589,-14.5,2.74638545843739,5.064962667727928,2,5.051382676418461,0.3706479216953319,0-1-3,2.3080797707146687,5.46125685641946,2,5.44740742893454,0.38868850636125296,0-1,1.6561921521971223,6.176898324696488,2,6.159618028320262,0.4617127449294523
540,-34.383222260935284,-24.980873222430084,-14.75,2.801371347454577,4.927520516553671,2,4.917058014986378,0.320934445511188,0-1-3,2.3664665472876103,5.304043159197707,2,5.293467778210298,0.33477263281415265,0-1,1.7090997692308174,6.015505068402528,2,6.002053783166832,0.4020592144811774
550,-21.666666666666732,-37.52776749732563,-15.0,2.850223154677014,4.808536829882906,2,4.803374878102396,0.2227469971854525,0-1-3,2.4232918616848647,5.155381770360783,2,5.150294857725216,0.22896304648890342,0-1,1.7532097966701732,5.8841612233344796,2,5.877290567609894,0.28426903819602617
560,-4.616673794321495,-43.92471704543206,-15.25,2.88167820032014,4.733437510144538,2,4.732426751408205,0.09781464613904527,0-1-3,2.465756926378896,5.047011128890442,2,5.046063171398535,0.0978151593534186,0-1,1.7774084861787354,5.813299620458004,2,5.8117458119179375,0.1343990136551711
570,13.905764746872606,-42.79754323328192,-15.5,2.8873585105449853,4.719976307917957,2,4.7193413003768,0.07742117194049364,0-1-3,2.483073940567592,5.003464191342535,2,5.002601188968037,0.0929260898918676,1-3,1.8051110158326948,5.734067129979946,2,5.733310923513404,0.0931219922377828
580,30.668486124780934,-34.060804501047286,-15.75,2.8652073522118715,4.772537512144514,2,4.7685870108552395,0.19414485501614823,0-1-3,2.4707543960273104,5.034372585323138,2,5.02976027450714,0.21545047886469545,1-3,1.8094228063547149,5.721708397032804,2,5.717272690170102,0.22525533714173804
590,42.63212135665465,-18.981043343537475,-16.0,2.8202853046644205,4.880965470693468,2,4.872740273247323,0.283242220679611,0-1-3,2.4321542837592527,5.132496327889196,2,5.123247255085646,0.3079872059899295,1-3,1.7813118269743637,5.802708969121033,2,5.793418414826656,0.32822926600942176
