t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,-99.97679901123047,-699.9769897460938,-4.976943492889404,-99.97685866321325,-699.9770488254547,-4.977003429582596,0.00010315588754872859,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0640073128450267e-08,0.0004256558188926268,nan,nan,True,True,True,True
0.02,-99.9749526977539,-699.9751586914062,-4.975301265716553,-99.97693804253935,-699.9771264342278,-5.022182511968268,0.04696450634088161,1.0004000001826252,1.0004000001826252,0.0008991910516330248,2.4442617275133065,2.5500846699618323,nan,nan,True,True,True,True
0.03,-99.9730224609375,-699.9732666015625,-4.973775386810303,-99.9769378407359,-699.9771235139935,-5.0224884515029915,0.04902212402804028,1.0009000006351882,1.0009000006351882,0.0009995107999378019,2.3741542722197595,2.543480319203523,nan,nan,True,True,True,True
0.04,-99.97101593017578,-699.9712524414062,-4.97236442565918,-99.97685885043441,-699.9770410010337,-5.012510647307163,0.04098007140450995,1.0016000015212516,1.0016000015212516,0.0005317765199244777,3.030887916099214,3.6040316708120024,nan,nan,True,True,True,True
0.05,-99.96892547607422,-699.9691772460938,-4.971066951751709,-99.97118587494712,-699.9497102004062,-5.009102216211518,0.04278734174253259,1.000136159857599,1.000136159857599,0.00047135043475060633,3.069610729632335,6.1064038051346134,nan,nan,True,True,True,True
0.06,-99.96676635742188,-699.967041015625,-4.969882488250732,-99.96984887594773,-699.9440368319747,-5.004337226956443,0.041543030765193,1.0001960690185168,1.0001960690185168,0.0003207125249314022,3.702074783957844,7.05464604253466,nan,nan,True,True,True,True
0.07,-99.96453094482422,-699.96484375,-4.968809604644775,-99.96843588677511,-699.9382864248975,-5.002243572854682,0.04287622089810523,1.000266870913067,1.000266870913067,0.0003466969814233004,3.224948680243964,7.060994386962177,nan,nan,True,True,True,True
0.08,-99.96221923828125,-699.9625244140625,-4.967846870422363,-99.96694761590797,-699.9324597707956,-4.979139641994003,0.032461777824312206,1.0003485656857503,1.0003485656857503,0.00026870186355409443,0.47552884025509007,4.718081543540679,nan,nan,True,True,True,True
0.09,-99.95983123779297,-699.9601440429688,-4.9669928550720215,-99.96538469449689,-699.9265575007454,-4.976122304159978,0.03524547546187366,1.0004411534810664,1.0004411534810664,0.00030271740266169536,0.2764872564847181,4.726702515403186,nan,nan,True,True,True,True
0.1,-99.9573745727539,-699.9577026367188,-4.96624755859375,-99.97321651595982,-699.9525794426334,-4.975899695919671,0.019245208160331765,1.0002799430390896,1.0002799430390896,0.0002198198410369,0.4240958171199134,2.226459622596163,nan,nan,True,True,True,True
