t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.9770035051644,-199.97700345810057,-4.977003506830216,0.00010336831279936905,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0683939696814862e-08,0.0004274106997529675,nan,nan,True,True,True,True
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.97718133718968,-199.97718110192417,-4.951033275421977,0.024413998113272432,1.0004000001826252,1.0004000001826252,0.0008991910516330248,0.6549684193569318,0.7613522720328288,nan,nan,True,True,True,True
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747602444292,-199.97747563474772,-4.951324963817223,0.023053974487239726,1.0009000006351882,1.0009000006351882,0.0009995107999378019,0.5042956201449913,0.7641180341692202,nan,nan,True,True,True,True
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.97788622297645,-199.9778858805239,-4.960379053196252,0.014302877794653885,1.0016000015212516,1.0016000015212516,0.0005317765199244777,0.2701700236826153,0.7094866469936555,nan,nan,True,True,True,True
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.9689417596259,-199.96965128823842,-4.95604715132229,0.015235403552502996,1.000136159857599,1.000136159857599,0.00047135043475060633,0.4785890614362058,0.5230104119380887,nan,nan,True,True,True,True
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.9676854101722,-199.96853695438494,-4.959979318455966,0.01023073166296813,1.0001960690185168,1.0001960690185168,0.0003207125249314022,0.3057442327501449,0.38402755978703906,nan,nan,True,True,True,True
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,199.96654089475584,-199.9675344379629,-4.959133473884247,0.0100132943767062,1.000266870913067,1.000266870913067,0.0003466969814233004,0.2699559482328345,0.38850091365190276,nan,nan,True,True,True,True
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,199.96550708042955,-199.96664268451252,-4.963147166007163,0.005375634977171192,1.0003485656857503,1.0003485656857503,0.00026870186355409443,0.08210651785041828,0.24141888326479238,nan,nan,True,True,True,True
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,199.96458284122585,-199.9658605545539,-4.962781153130521,0.004970483476372536,1.0004411534810664,1.0004411534810664,0.00030271740266169536,0.05849823236989213,0.24509141366965187,nan,nan,True,True,True,True
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.98279104324973,-199.92870759896886,-4.972164570562833,0.04144121059416237,1.0002799430390896,1.0002799430390896,0.0002198198410369,0.161261496708284,6.014773278903643,nan,nan,True,True,True,True
0.11,199.96559143066406,-199.96559143066406,-4.965601444244385,199.98398505008663,-199.92449270990915,-4.972300157409089,0.045522553105201535,1.0003387291688073,1.0003387291688073,0.00024222993303413308,0.1872753521954573,6.01394522189822,nan,nan,True,True,True,True
0.12,199.96505737304688,-199.96505737304688,-4.965066432952881,199.98528512433063,-199.92038387179974,-4.9852260875593135,0.05302164944176722,1.0004031143902965,1.0004031143902965,0.00020746689984599585,1.9613268760403078,7.765705463295882,nan,nan,True,True,True,True
0.13,199.96463012695312,-199.96463012695312,-4.964635848999023,199.98669021212993,-199.91638007808504,-4.986277194947325,0.057298014173568314,1.0004730988480575,1.0004730988480575,0.000232756991578682,2.0149886195377364,7.76006932560218,nan,nan,True,True,True,True
0.14,199.9643096923828,-199.9643096923828,-4.964308738708496,199.9881992714523,-199.91248008631223,-4.981428237032184,0.05958269275891587,1.0005486826865908,1.0005486826865908,0.00020331264016074373,1.4447653271035734,7.161778829021149,nan,nan,True,True,True,True
0.15,199.96408081054688,-199.96408081054688,-4.964083671569824,199.96824338035967,-199.9152838818839,-4.977874697789119,0.050878872221839434,1.000423869832177,1.000423869832177,0.0002033478705987416,0.9377030611684298,6.107712151970843,nan,nan,True,True,True,True
0.16,199.96395874023438,-199.96395874023438,-4.96396017074585,199.96851899681494,-199.912028681035,-4.980596213736451,0.05472005952954203,1.0004822670248124,1.0004822670248124,0.000180793006185342,1.53351617565462,6.744922278087398,nan,nan,True,True,True,True
0.17,199.96392822265625,-199.96392822265625,-4.963936805725098,199.9688953249914,-199.9088743682655,-4.981185017263194,0.05790595643066533,1.00054443243672,1.00054443243672,0.00020170039831695133,1.4780178121812262,6.708127332850929,nan,nan,True,True,True,True
0.18,199.96400451660156,-199.96400451660156,-4.964012145996094,199.96937133745993,-199.90581999339688,-4.977671519139843,0.060006832788965125,1.0006103662124004,1.0006103662124004,0.00018025314004452552,1.0385035566050043,6.3362169142417555,nan,nan,True,True,True,True
0.19,199.9641876220703,-199.9641876220703,-4.964186668395996,199.9699459647523,-199.9028645084782,-4.978227143364771,0.063172919106406,1.0006800684963535,1.0006800684963535,0.00020157169349108254,0.9817802950788532,6.348994680633394,nan,nan,True,True,True,True
0.2,199.96444702148438,-199.96444702148438,-4.9644575119018555,199.99976774711897,-199.93229671573815,-4.983091878736517,0.0512682693901281,1.0005678340570063,1.0005678340570063,0.00016562430288462397,2.0988298717248584,6.283322746503816,nan,nan,True,True,True,True
0.21,199.96482849121094,-199.96482849121094,-4.96482515335083,200.00199444423336,-199.93115057426633,-4.984126234728431,0.053740505171964485,1.0006260336518868,1.0006260336518868,0.00018336416277337354,2.0341636148332327,6.254037617717893,nan,nan,True,True,True,True
0.22,199.9652862548828,-199.9652862548828,-4.965288162231445,200.00431705082406,-199.93009993924505,-4.989016410393312,0.05765856051618129,1.0006870731532063,1.0006870731532063,0.00016562046358189022,3.4022776666206838,7.687799398766398,nan,nan,True,True,True,True
0.23,199.96583557128906,-199.96583557128906,-4.965845108032227,200.00673459419386,-199.92914408952367,-4.9904334461948165,0.06019618993179455,1.0007509527054648,1.0007509527054648,0.00018322045245407794,3.302792303120133,7.669582464455674,nan,nan,True,True,True,True
0.24,199.96649169921875,-199.96644592285156,-4.966495990753174,200.0092458761941,-199.9282628305598,-4.983272925773859,0.05972716077706024,1.0008176724531628,1.0008176724531628,0.00016530434522311815,1.7059943150659698,6.131905557142417,nan,nan,True,True,True,True
0.25,199.9672393798828,-199.9670867919922,-4.967238903045654,200.01778316625058,-199.9345100265559,-4.984122888353087,0.0624578973913086,1.0007118135101392,1.0007118135101392,0.0001701416150091115,1.6790938578035182,7.321759084086809,nan,nan,True,True,True,True
0.26,199.9680633544922,-199.9677276611328,-4.968072891235352,200.02071631331592,-199.93396285733135,-4.984516673392722,0.06467452373449223,1.0007698933505491,1.0007698933505491,0.00015459730526529573,1.7529565069175819,7.4989582624234545,nan,nan,True,True,True,True
0.27,199.968994140625,-199.96835327148438,-4.9689788818359375,200.02374019607305,-199.93341570731292,-4.985801744733623,0.06708779839456588,1.0008302519759107,1.0008302519759107,0.00016941993433804899,1.674671269914189,7.398355450714412,nan,nan,True,True,True,True
0.28,199.97000122070312,-199.96897888183594,-4.969911575317383,200.02685390922875,-199.93286222416071,-4.978367038107802,0.06788325275957917,1.000892889530724,1.000892889530724,0.00015375146915452432,0.46953531170251883,6.323241071609556,nan,nan,True,True,True,True
0.29,199.9711151123047,-199.96958923339844,-4.9708476066589355,200.03005654681624,-199.93229935095536,-4.979325969343758,0.07026030649458855,1.0009578061594893,1.0009578061594893,0.00016804784254403524,0.4326109797835624,6.236814528492716,nan,nan,True,True,True,True
0.3,199.97230529785156,-199.97019958496094,-4.971776485443115,200.02768282640636,-199.9591545332884,-4.981019824291326,0.057219779345516385,1.0008558006496362,1.0008558006496362,0.00014536977428052428,0.5909237492823967,5.417849589063655,nan,nan,True,True,True,True
0.31,199.97357177734375,-199.9707794189453,-4.972692489624023,200.03087177136976,-199.959484528422,-4.981967283967022,0.059134471143483316,1.0009138000273874,1.0009138000273874,0.00015800380722330657,0.5478364672275687,5.447663165825962,nan,nan,True,True,True,True
0.32,199.97494506835938,-199.9713592529297,-4.973593235015869,200.03414702836196,-199.95980302161226,-4.975643401890507,0.0603541360191918,1.0009737024100318,1.0009737024100318,0.0001440576086840928,0.03281198592043241,4.888319718238169,nan,nan,True,True,True,True
0.33,199.9763946533203,-199.97193908691406,-4.974477291107178,200.03750766180755,-199.960110091474,-4.976267902089275,0.062273037722368446,1.0010355079420696,1.0010355079420696,0.00015615947696313384,0.02440285323305443,4.926603645013101,nan,nan,True,True,True,True
0.34,199.97792053222656,-199.9724884033203,-4.975344181060791,200.0409528208234,-199.9604057587273,-4.975738102904016,0.06418110999769075,1.001099216768001,1.001099216768001,0.00014231320052167967,0.005204909566948898,4.929883869438613,nan,nan,True,True,True,True
0.35000000000000003,199.9795379638672,-199.97303771972656,-4.976194381713867,200.0306131782343,-199.95302610390195,-4.975369689891344,0.05486184837534732,1.0009997922080285,1.0009997922080285,0.00014806836890546993,0.007599397359096154,4.200244710109096,nan,nan,True,True,True,True
0.36,199.98123168945312,-199.97357177734375,-4.977027416229248,200.03382815055028,-199.95308034675327,-4.969886157817201,0.0568971354225895,1.0010577337130937,1.0010577337130937,0.00013555602334560014,0.3793932160626258,4.581749861835242,nan,nan,True,True,True,True
0.37,199.98301696777344,-199.97409057617188,-4.97784423828125,200.03712512164068,-199.95312392161443,-4.970126826882271,0.058539314626615206,1.0011173090006462,1.0011173090006462,0.00014592245031665502,0.4115148410136072,4.5345121093129155,nan,nan,True,True,True,True
0.38,199.98487854003906,-199.974609375,-4.978644371032715,200.04050326678882,-199.95315709339195,-4.971321364276487,0.06006610558482833,1.0011785182151862,1.0011785182151862,0.00013359509905498424,0.4049602707411709,4.518283676006369,nan,nan,True,True,True,True
0.39,199.98681640625,-199.97511291503906,-4.979428768157959,200.0439616797448,-199.9531799843752,-4.971566037080457,0.06171270752687956,1.0012413615012141,1.0012413615012141,0.00014344814323119187,0.434716826522287,4.523703126482846,nan,nan,True,True,True,True
0.4,199.98883056640625,-199.97560119628906,-4.980197429656982,200.04029262085209,-199.9377271315702,-4.970389451200666,0.06464506375210985,1.0011437865398718,1.0011437865398718,0.00012792940450190527,0.756027542412202,5.321662477114848,nan,nan,True,True,True,True
0.41000000000000003,199.99093627929688,-199.97608947753906,-4.980950832366943,200.0437286389615,-199.93734259940186,-4.97055358149188,0.06630578127206249,1.0012016843516187,1.0012016843516187,0.00013689469498271757,0.7939619139601646,5.288982834551183,nan,nan,True,True,True,True
0.42,199.99310302734375,-199.9765625,-4.981689453125,200.04724242924718,-199.9369482174568,-4.973065236628732,0.06763684890684689,1.0012610136076117,1.0012610136076117,0.00012585916837681575,0.5954497406642866,5.098853806819927,nan,nan,True,True,True,True
0.43,199.995361328125,-199.97702026367188,-4.982412815093994,200.05083324562287,-199.93654435610677,-4.9732790557857935,0.06927379218153003,1.0013217744523508,1.0013217744523508,0.00013437434051055236,0.6255536252584555,5.017852697738512,nan,nan,True,True,True,True
0.44,199.9976806640625,-199.97747802734375,-4.983121871948242,200.05450010283275,-199.9361310248859,-4.978485780576676,0.07042383529474411,1.0013839670303364,1.0013839670303364,0.00012362220206642706,0.1787943303714082,4.61495984932926,nan,nan,True,True,True,True
0.45,200.00009155273438,-199.97792053222656,-4.983816623687744,200.0499174438125,-199.9087641750439,-4.979024848345553,0.08537085141565769,1.0012877827263515,1.0012877827263515,0.0001288269387664247,0.18548809435639005,6.43160913826012,nan,nan,True,True,True,True
0.46,200.0025634765625,-199.97836303710938,-4.984497547149658,200.05354851631796,-199.90773292191307,-4.984660526313123,0.08710978138944808,1.0013456463278285,1.0013456463278285,0.0001189081517056733,0.0078012745365229124,6.322546271742491,nan,nan,True,True,True,True
0.47000000000000003,200.00511169433594,-199.97879028320312,-4.985164642333984,200.05725318569134,-199.90669285291403,-4.985151713436539,0.0889762594303218,1.0014047837665132,1.0014047837665132,0.00012633440687705345,0.007906991946235419,6.272496502555814,nan,nan,True,True,True,True
0.48,200.0077362060547,-199.9792022705078,-4.985818862915039,200.06103064510035,-199.9056440707117,-4.988527879386959,0.09087598561050651,1.0014651951869058,1.0014651951869058,0.00011670448431741121,0.07112239543268568,6.287233563495155,nan,nan,True,True,True,True
0.49,200.0104217529297,-199.9796142578125,-4.986459732055664,200.06487997572742,-199.9045868085383,-4.989079945973526,0.0927452516081222,1.0015268807335065,1.0015268807335065,0.00012375181162976257,0.06405985813084267,6.353255085601765,nan,nan,True,True,True,True
0.5,200.01318359375,-199.9800262451172,-4.987087726593018,200.0133548211972,-199.87906152136546,-4.988418172307804,0.10097363441464215,1.0014317802140504,1.0014317802140504,0.00011261512936082361,0.025897340823988133,7.4382043559563344,nan,nan,True,True,True,True
0.51,200.01602172851562,-199.9804229736328,-4.987703323364258,200.01623467447845,-199.87749785961554,-4.988912307800127,0.10293243456178808,1.001489616259765,1.001489616259765,0.00011914323673518338,0.022845818275991116,7.378941337251399,nan,nan,True,True,True,True
0.52,200.0189208984375,-199.98080444335938,-4.988306522369385,200.0191842867978,-199.8759263443338,-4.995676917640846,0.10513709029216596,1.001548599924324,1.001548599924324,0.00011047991921922999,0.5026802163165877,7.8007980538102455,nan,nan,True,True,True,True
0.53,200.0218963623047,-199.98118591308594,-4.988897323608398,200.0222029141164,-199.8743470138769,-4.9963214903099,0.10709697759238523,1.0016087313522277,1.0016087313522277,0.00011668240912895697,0.4837747234329992,7.843690996395353,nan,nan,True,True,True,True
0.54,200.02493286132812,-199.98155212402344,-4.989476680755615,200.02528970503857,-199.87275978751262,-4.995722887772224,0.10897208322781951,1.0016700106879763,1.0016700106879763,0.000108311857888154,0.37202697699021514,7.696619395395368,nan,nan,True,True,True,True
0.55,200.02804565429688,-199.98191833496094,-4.990044593811035,200.00077095046078,-199.8677746678969,-4.996937623945311,0.11755934698953437,1.001575778649722,1.001575778649722,0.00011266899507343557,0.4354629926255757,9.23748435238234,nan,nan,True,True,True,True
0.56,200.03121948242188,-199.98226928710938,-4.9906005859375,200.0034878691293,-199.86611035815045,-4.9936249601426725,0.11946165071698527,1.0016335919888517,1.0016335919888517,0.00010484427823642546,0.10148082022756541,8.831373715281389,nan,nan,True,True,True,True
0.5700000000000001,200.03445434570312,-199.9826202392578,-4.991146087646484,200.00627097071816,-199.86443889101903,-4.994116911475004,0.12153172216050613,1.0016924496011623,1.0016924496011623,0.0001103430824490797,0.0947212185396176,8.874152845511825,nan,nan,True,True,True,True
0.58,200.0377655029297,-199.98297119140625,-4.991680145263672,200.00911950112433,-199.8627603596919,-4.994880845704885,0.12361829138199963,1.0017523516311537,1.0017523516311537,0.00010279042950036771,0.11490830918769512,8.958669789234921,nan,nan,True,True,True,True
0.59,200.04112243652344,-199.98330688476562,-4.992203712463379,200.01203280754874,-199.86107489445772,-4.995360127557091,0.12568543640677937,1.0018132982233263,1.0018132982233263,0.0001080226611934212,0.10798853404625836,8.85263098657164,nan,nan,True,True,True,True
0.6,200.0445556640625,-199.98362731933594,-4.9927167892456055,200.03414437997253,-199.8645964576861,-4.992962009071351,0.11948556814220959,1.0017197777972857,1.0017197777972857,9.971819191857399e-05,0.014855257200686558,8.397761690412535,nan,nan,True,True,True,True
0.61,200.0480499267578,-199.98394775390625,-4.99321985244751,200.03750459940076,-199.8629846464836,-4.993350943596241,0.12142196865189207,1.001777572072588,1.001777572072588,0.00010462502815119482,0.01488136873409242,8.442097681682846,nan,nan,True,True,True,True
0.62,200.05160522460938,-199.98426818847656,-4.993712425231934,200.04092717954785,-199.8613664197137,-4.997333677990514,0.12341790341322686,1.0018363244572275,1.0018363244572275,9.778191914098727e-05,0.14930033953601748,8.611144599581138,nan,nan,True,True,True,True
0.63,200.0552215576172,-199.9845733642578,-4.994195461273193,200.04441158457104,-199.85974193594456,-4.997789089276277,0.12535013033184658,1.001896035095704,1.001896035095704,0.00010245898584604836,0.14171229097514096,8.530255465397577,nan,nan,True,True,True,True
0.64,200.0589141845703,-199.98487854003906,-4.994668960571289,200.04795715581213,-199.85811138689525,-4.996293032019836,0.1272501677934673,1.001956704132518,1.001956704132518,9.586359887147201e-05,0.04367252793048074,8.481954849902115,nan,nan,True,True,True,True
0.65,200.06265258789062,-199.9851837158203,-4.995132923126221,200.05633974255866,-199.86463998725856,-4.9965780594201945,0.12071756678571609,1.0018637774929615,1.0018637774929615,9.944293731340681e-05,0.03554471540809337,8.084874791784216,nan,nan,True,True,True,True
0.66,200.0664520263672,-199.9854736328125,-4.995587348937988,200.06007950983835,-199.86312357834873,-4.995402729597182,0.12251603518926754,1.00192155551035,1.00192155551035,9.321888383694099e-05,0.015346994584602971,7.972360070921442,nan,nan,True,True,True,True
0.67,200.07029724121094,-199.9857635498047,-4.99603271484375,200.06387841219143,-199.86160125260878,-4.99574203254737,0.12432844367699743,1.0019802187074855,1.0019802187074855,9.742452860677251e-05,0.01629422773034157,8.007050722313672,nan,nan,True,True,True,True
0.68,200.07421875,-199.9860382080078,-4.996469497680664,200.0677359257855,-199.86007313598589,-4.997905134964966,0.12613995177459544,1.0020397672288688,1.0020397672288688,9.142481031286975e-05,0.03842055133593215,7.9426654620894075,nan,nan,True,True,True,True
0.6900000000000001,200.07818603515625,-199.98631286621094,-4.996897220611572,200.07165143744675,-199.85853945787633,-4.998268233235574,0.12794774136451903,1.0021002012189995,1.0021002012189995,9.544232880540403e-05,0.03602879957537493,7.9675829765766055,nan,nan,True,True,True,True
0.7000000000000001,200.08221435546875,-199.98658752441406,-4.997316360473633,200.03917971446646,-199.8840883809869,-4.994079009137048,0.11121391627478867,1.0020077776195548,1.0020077776195548,8.90465967620817e-05,0.13002946543385308,6.278506428261191,nan,nan,True,True,True,True
0.71,200.0863037109375,-199.98684692382812,-4.997727394104004,200.04268652047625,-199.8829322710224,-4.994337168667715,0.11274842792683866,1.0020655415862234,1.0020655415862234,9.284882093131929e-05,0.13646316640963374,6.21519551818463,nan,nan,True,True,True,True
0.72,200.0904541015625,-199.9871063232422,-4.998129844665527,200.04624936175435,-199.8817708637374,-4.994839884318886,0.11428229035890171,1.0021241282129905,1.0021241282129905,8.737029063449604e-05,0.1369066215554362,6.240613923282531,nan,nan,True,True,True,True
0.73,200.0946502685547,-199.9873504638672,-4.9985246658325195,200.04986761656173,-199.88060414962882,-4.995088960094846,0.11581047274281436,1.0021835376443564,1.0021835376443564,9.100895636639887e-05,0.14307339776306455,6.137762888417096,nan,nan,True,True,True,True
0.74,200.09889221191406,-199.98760986328125,-4.998911380767822,200.0535405822818,-199.8794321960639,-4.993638771652298,0.11741796456153172,1.0022437700248215,1.0022437700248215,8.572743423223478e-05,0.33801670937732403,6.431184912863495,nan,nan,True,True,True,True
0.75,200.1031951904297,-199.98785400390625,-4.999290466308594,200.0445662504277,-199.8567013775286,-4.993847265096405,0.14376366874475224,1.0021517780909859,1.0021517780909859,8.867429611905479e-05,0.3547206317666587,9.689679890136892,nan,nan,True,True,True,True
