t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.00010320563147516878,1.0,,1.4142842712970136,,,
0.02,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.03176942146918178,1.0,,1.4144963769360637,,,
0.03,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.033922721302282355,1.0,,1.4148498158003826,,,
0.04,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.009622321683204555,1.0,,1.4153444821111585,,,
0.05,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.03795750659824819,1.0,,1.4143098386545991,,,
0.06,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.046656680414346875,1.0,,1.4143521973104978,,,
0.07,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.05409743688143659,1.0,,1.4144022560170548,,,
0.08,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.06202022186428393,1.0,,1.414460014058899,,,
0.09,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.06948089900637557,1.0,,1.4145254705950447,,,
0.1,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.08802850796291392,1.0,,1.4144114981426654,,,
0.11,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.09690700544221136,1.0,,1.4144530597858715,,,
0.12,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.10579474232253286,1.0,,1.414498578571429,,,
0.13,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.11467557139257083,1.0,,1.4145480542194793,,,
0.14,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.12432153923463607,1.0,,1.4146014864169985,,,
0.15,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.12238872097997172,1.0,,1.4145132518518,,,
0.16,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13021492511763988,1.0,,1.4145545355516078,,,
0.17,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1383782865659623,1.0,,1.4145984818574633,,,
0.18,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14648627394392782,1.0,,1.4146450906233694,,,
0.19,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.154655693862233,1.0,,1.4146943616883143,,,
0.2,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.11688437339085278,1.0,,1.4146150247024851,,,
0.21,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.12276939591047303,1.0,,1.4146561657532808,,,
0.22,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1288009602741744,1.0,,1.4146993130366652,,,
0.23,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13468960823033843,1.0,,1.4147444664712174,,,
0.24,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13993245918162306,1.0,,1.4147916259669922,,,
0.25,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.12848531484079245,1.0,,1.4147168009959725,,,
0.26,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13318847452285812,1.0,,1.414757854440504,,,
0.27,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13835833386536875,1.0,,1.4148005173704954,,,
0.28,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14355913692479802,1.0,,1.414844789742482,,,
0.29,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14873022814408207,1.0,,1.414890671507512,,,
0.3,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14938605769778754,1.0,,1.4148185754008435,,,
0.31,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1544050722506992,1.0,,1.414859569022585,,,
0.32,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.15943568208511652,1.0,,1.4149019064302881,,,
0.33,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16446606349849144,1.0,,1.4149455876054524,,,
0.34,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.169910987117322,1.0,,1.4149906125257516,,,
0.35000000000000003,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.15953852860666382,1.0,,1.4149203456082102,,,
0.36,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1642594178411112,1.0,,1.414961295380968,,,
0.37,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16883268681872532,1.0,,1.4150033985829478,,,
0.38,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17297041404665275,1.0,,1.4150466552133087,,,
0.39,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17754394918464025,1.0,,1.4150910652683906,,,
0.4,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1352126678009519,1.0,,1.4150221104561382,,,
0.41000000000000003,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.13864166553648402,1.0,,1.4150630264066817,,,
0.42,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14170014227132366,1.0,,1.415104952720901,,,
0.43,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14510155379804954,1.0,,1.4151478894111038,,,
0.44,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.14850552574167497,1.0,,1.4151918364874327,,,
0.45,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.15486349984956954,1.0,,1.415123869296502,,,
0.46,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.158401754831879,1.0,,1.4151647581308888,,,
0.47000000000000003,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16184641321731186,1.0,,1.415206545891103,,,
0.48,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16525237354007893,1.0,,1.4152492325996193,,,
0.49,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16871650455491602,1.0,,1.4152928182771978,,,
0.5,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16373657387007248,1.0,,1.4152256217395518,,,
0.51,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1670142134849338,1.0,,1.4152664881638122,,,
0.52,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17036356790414642,1.0,,1.4153081642697636,,,
0.53,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17365177928695943,1.0,,1.4153506500879758,,,
0.54,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17691399677692524,1.0,,1.4153939456476252,,,
0.55,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1726597470215478,1.0,,1.415327367537081,,,
0.56,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17586429213306418,1.0,,1.4153682149807179,,,
0.5700000000000001,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1790430167392957,1.0,,1.4154097990343024,,,
0.58,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.18230312555010122,1.0,,1.415452119735001,,,
0.59,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.18546656244674528,1.0,,1.4154951771188247,,,
0.6,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16518038945877658,1.0,,1.4154291065237323,,,
0.61,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1679293059020279,1.0,,1.4154699375632025,,,
0.62,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17052985825258118,1.0,,1.4155114442894678,,,
0.63,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1732815024924338,1.0,,1.4155536267451714,,,
0.64,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17595643909762934,1.0,,1.4155964849719838,,,
0.65,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16255077909724977,1.0,,1.4155308385852718,,,
0.66,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16504631236958592,1.0,,1.4155716552053097,,,
0.67,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.16756362398029853,1.0,,1.4156130959464068,,,
0.68,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17015033949686087,1.0,,1.415655160855827,,,
0.6900000000000001,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.17264421783637968,1.0,,1.4156978499800015,,,
0.7000000000000001,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1405583316975443,1.0,,1.4156325636404066,,,
0.71,0.0,,xy:uncertainty_gated_off,inf,inf,0.0,0.0,0.0,0.1425585664276561,1.0,,1.4156733674023987,,,
