t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010281932815158088,0.00010281932815158088,0.0004228810935892072,1.056970030019293e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017066666910665,1.0,,,,,
0.02,0.01794089803953453,0.01794089803953453,0.45491799114690173,0.34978106715811647,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017866669090665,1.0,,,,,
0.03,0.016790033126595768,0.016790033126595768,0.4222126907376249,0.23041427763520114,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.019066675142668,0.9999583333333333,,,,,
0.04,0.0108117752598646,0.0108117752598646,0.3575043537122284,0.09454952017364318,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.02066668700267,0.9999166666666666,,,,,
0.05,0.03344766887704633,0.03344766887704633,2.7267208028846626,0.11919745713074473,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.018508685503456,0.9998749999999998,,,,,
0.06,0.03894629937114767,0.03894629937114767,2.6506743001913073,0.04285427392052399,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01907916135252,0.9998333333333331,,,,,
0.07,0.04530305629994482,0.04530305629994482,2.6387882739831974,0.022451659210730744,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.019716999079446,0.9997916666666664,,,,,
0.08,0.054815804688309364,0.054815804688309364,3.427821704234402,0.8092809967179938,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.020422200620235,0.9997499999999997,,,,,
0.09,0.06103287797149412,0.06103287797149412,3.229676247866644,0.5979607953569834,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.021194767910888,0.999708333333333,,,,,
0.1,0.034895963830124097,0.034895963830124097,1.667256172396294,0.05721265276965641,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.020505537807608,0.9996666666666663,,,,,
0.11,0.03836440815496733,0.03836440815496733,1.6288842454319867,0.03075646532984216,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.021091679446222,0.9996249999999995,,,,,
0.12,0.04301824401085316,0.04301824401085316,1.878044211915292,0.2756572390820247,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.021714602378378,0.9995833333333328,,,,,
0.13,0.04683816643291705,0.04683816643291705,1.8499594823250676,0.2591849929059555,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.022374308540076,0.9995416666666661,,,,,
0.14,0.04965583903387247,0.04965583903387247,1.7639311338828658,0.18577223640944818,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.02307079986732,0.9994999999999994,,,,,
0.15,0.0695980454912427,0.0695980454912427,3.6953174568064444,0.13202610306456972,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.022512180602586,0.9994583333333327,,,,,
0.16,0.0738666748749133,0.0738666748749133,3.594923056573986,0.048293845152535,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.023104199034112,0.999416666666666,,,,,
0.17,0.07846385258881995,0.07846385258881995,3.5633645499197772,0.03305446936632192,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.023721518123008,0.9993749999999992,,,,,
0.18,0.08519578623130061,0.08519578623130061,4.525561817205203,0.9826969244462948,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.024364139805275,0.9993333333333325,,,,,
0.19,0.0899508663091004,0.0899508663091004,4.353134872976963,0.8190384950445748,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.02503206601691,0.9992916666666658,,,,,
