t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010337490481914758,0.00010337490481914758,0.0004274652154721344,1.068530241592254e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.957646808548763,1.0,,,,,
0.02,0.02158234164985036,0.02158234164985036,0.6151830632453774,0.5093332145274235,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.958246808875888,1.0,,,,,
0.03,0.020339169406674133,0.020339169406674133,0.6174896153031182,0.38368170775551147,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.959246809781014,0.9999861111111111,,,,,
0.04,0.010096012072197815,0.010096012072197815,0.4435886564619591,0.06447847502966839,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.960646811553143,0.9999722222222223,,,,,
0.05,0.036719204118376064,0.036719204118376064,10.493597476537376,0.2849620879579275,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.957719128225836,0.9999583333333334,,,,,
0.06,0.047522620336286,0.047522620336286,11.588979689169186,1.4634188294195487,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.95783894654767,0.9999444444444445,,,,,
0.07,0.054790016199605246,0.054790016199605246,11.558604230513636,1.5239829915685628,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.957980550336774,0.9999305555555557,,,,,
0.08,0.05950057527068301,0.05950057527068301,11.128280767146133,0.9917463215956586,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.958143939882138,0.9999166666666668,,,,,
0.09,0.06693602301383819,0.06693602301383819,11.103052846592952,0.9788799273915227,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.95832911547277,0.9999027777777779,,,,,
0.1,0.02847278134339364,0.02847278134339364,3.5413210364712846,0.03718552788670824,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.958006694588818,0.999888888888889,,,,,
0.11,0.03134890700516747,0.03134890700516747,3.6376458501953537,0.017450516323447123,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.95812426684825,0.9998750000000002,,,,,
0.12,0.03432368821035995,0.03432368821035995,3.5439037103014224,0.05106801536469581,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.958253037291232,0.9998611111111113,,,,,
0.13,0.03735797517221794,0.03735797517221794,3.649868515242712,0.08058024938872592,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.958393006206755,0.9998472222222224,,,,,
