t,gt_x,gt_y,gt_z,est_x,est_y,est_z,err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_dvl,nis_depth,nis_acoustic
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.97700336477757,-199.9770032960415,-4.977003437164306,0.00010315376784568167,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0639635856972274e-08,0.00042563832596297687,nan,nan,nan
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.97718091065286,-199.9771806906283,-5.01257716252807,0.03737107538491344,1.0004000001826252,1.0004000001826252,0.0008991910516330248,1.54527657564064,1.6516407620114864,nan,0.0012534068024713486,nan
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747518923876,-199.97747489773633,-5.012881027124562,0.03945508459502061,1.0009000006351882,1.0009000006351882,0.0009995107999378019,1.5300270081889524,1.6463662378288202,nan,nan,nan
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.97788480220436,-199.9778845363498,-4.979342039723472,0.010468897889727337,1.0016000015212516,1.0016000015212516,0.0005317765199244777,0.09162888247376509,0.4431455858208736,nan,1.5016586823429234,nan
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.96525297101545,-199.98061255179047,-4.984603751583393,0.01755451307589284,1.000136159857599,1.000136159857599,0.00047135043475060633,0.3889181195025706,1.8228469344203804,0.399165593753965,nan,nan
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.96325841120296,-199.98169017125602,-4.977301453988706,0.015439870639314839,1.0001960690185168,1.0001960690185168,0.0003207125249314022,0.17184857438688803,1.537035006606072,nan,0.3337200685675218,nan
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,199.9613754400414,-199.9828795724498,-4.977560134358037,0.01816644868451264,1.000266870913067,1.000266870913067,0.0003466969814233004,0.22121043246391775,1.5383205922824743,nan,nan,nan
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,199.95960304140866,-199.98417959441048,-4.976489129492062,0.020239999183811818,1.0003485656857503,1.0003485656857503,0.00026870186355409443,0.27847988306961907,1.5426276034718502,nan,0.01816187618447685,nan
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,199.95794012666767,-199.98558888915514,-4.976891734184335,0.022936298392059934,1.0004411534810664,1.0004411534810664,0.00030271740266169536,0.32437135393603606,1.5417589169280739,nan,nan,nan
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.9292196951753,-200.00611538335383,-4.95994720578765,0.05477422415010638,1.0002799430390896,1.0002799430390896,0.0002198198410369,0.18320908258700527,10.909416846328304,4.29546926178977,3.0190266889417954,nan
0.11,199.96559143066406,-199.96559143066406,-4.965601444244385,199.92505561508833,-200.00964087274215,-4.959341495603484,0.06018880833483872,1.0003387291688073,1.0003387291688073,0.00024222993303413308,0.16535815743510518,10.91411323686929,nan,nan,nan
0.12,199.96505737304688,-199.96505737304688,-4.965066432952881,199.92099752180513,-200.01327254249435,-4.9626379107476755,0.0653595500014659,1.0004031143902965,1.0004031143902965,0.00020746689984599585,0.03269153623600654,10.802671601845375,nan,0.23173094388324722,nan
0.13,199.96463012695312,-199.96463012695312,-4.964635848999023,199.91704438407595,-200.0170093530935,-4.962455531745313,0.07080070649057014,1.0004730988480575,1.0004730988480575,0.000232756991578682,0.025429422753661144,10.80529141623768,nan,nan,nan
0.14,199.9643096923828,-199.9643096923828,-4.964308738708496,199.91319504962377,-200.02085024937054,-4.969865326114089,0.07642262068565374,1.0005486826865908,1.0005486826865908,0.00020331264016074373,0.15766933637430464,10.94501087465976,nan,0.9448163215129163,nan
0.15,199.96408081054688,-199.96408081054688,-4.964083671569824,199.9379506309433,-200.05345214342154,-4.966936009217887,0.09315662754719681,1.000423869832177,1.000423869832177,0.0002033478705987416,0.04867576653565271,21.33299814646975,8.363027503556294,nan,nan
0.16,199.96395874023438,-199.96395874023438,-4.96396017074585,199.9362062080272,-200.05940857405596,-4.963601303849564,0.09940323237163562,1.0004822670248124,1.0004822670248124,0.000180793006185342,0.010588447353606813,21.264320302031184,nan,0.25961488496846746,nan
0.17,199.96392822265625,-199.96392822265625,-4.963936805725098,199.93456232074226,-200.06546575982165,-4.9636179958752145,0.10569923977284447,1.00054443243672,1.00054443243672,0.00020170039831695133,0.011670062761984366,21.306946728649518,nan,nan,nan
0.18,199.96400451660156,-199.96400451660156,-4.964012145996094,199.9330180020538,-200.07162264087944,-4.95914734870074,0.1120959009492826,1.0006103662124004,1.0006103662124004,0.00018025314004452552,0.14382871220770152,21.401599361129637,nan,0.46630509923565494,nan
0.19,199.9641876220703,-199.9641876220703,-4.964186668395996,199.93157229890446,-200.07787830313552,-4.959109165043848,0.11838543536506149,1.0006800684963535,1.0006800684963535,0.00020157169349108254,0.14187992569014277,21.364112939062625,nan,nan,nan
0.2,199.96444702148438,-199.96444702148438,-4.9644575119018555,199.96901511950887,-200.07687445658829,-4.967834424059786,0.11257086310110517,1.0005678340570063,1.0005678340570063,0.00016562430288462397,0.08150543676685003,23.760599246037913,8.665368823946835,1.0287659280357908,nan
0.21,199.96482849121094,-199.96482849121094,-4.96482515335083,199.96970401773393,-200.08295678365442,-4.968554043975969,0.11828765303185536,1.0006260336518868,1.0006260336518868,0.00018336416277337354,0.08979997793886679,23.538290733273524,nan,nan,nan
0.22,199.9652862548828,-199.9652862548828,-4.965288162231445,199.9704886413016,-200.08913494801564,-4.971767754775387,0.12412714745250324,1.0006870731532063,1.0006870731532063,0.00016562046358189022,0.2688570182863857,23.87363614867489,nan,0.1538476194029624,nan
0.23,199.96583557128906,-199.96583557128906,-4.965845108032227,199.97136808263585,-200.0954078518825,-4.97280139467395,0.12987676660522568,1.0007509527054648,1.0007509527054648,0.00018322045245407794,0.2809146172327118,23.895065687001587,nan,nan,nan
0.24,199.96649169921875,-199.96644592285156,-4.966495990753174,199.972341326595,-200.1017551047027,-4.979371771259032,0.1360462368362364,1.0008176724531628,1.0008176724531628,0.00016530434522311815,1.0212398802440308,24.562846699419115,nan,0.7962540791505237,nan
0.25,199.9672393798828,-199.9670867919922,-4.967238903045654,200.01019768233184,-200.08469291205432,-4.981871084098916,0.1260583830919087,1.0007118135101392,1.0007118135101392,0.0001701416150091115,1.2740332208899026,24.713811743575178,10.932217524854021,nan,nan
0.26,199.9680633544922,-199.9677276611328,-4.968072891235352,200.01282765876059,-200.09015190645147,-4.972999506535848,0.13044466381111555,1.0007698933505491,1.0007698933505491,0.00015459730526529573,0.17397692375599189,23.66506739069476,nan,3.465425521130519,nan
0.27,199.968994140625,-199.96835327148438,-4.9689788818359375,200.01554846921087,-200.09561051084964,-4.974266408331309,0.1356085115963908,1.0008302519759107,1.0008302519759107,0.00016941993433804899,0.18336800628779948,23.701500705097114,nan,nan,nan
0.28,199.97000122070312,-199.96897888183594,-4.969911575317383,200.0183592210674,-200.10106252212026,-4.967220842306035,0.14068341861828942,1.000892889530724,1.000892889530724,0.00015375146915452432,0.06685620255374322,23.544120292928188,nan,2.207552204834711,nan
0.29,199.9711151123047,-199.96958923339844,-4.9708476066589355,200.02125898537395,-200.10650505681934,-4.968179394393662,0.1458337068928288,1.0009578061594893,1.0009578061594893,0.00016804784254403524,0.06360506547364489,23.527288589922264,nan,nan,nan
0.3,199.97230529785156,-199.97019958496094,-4.971776485443115,199.98407758430878,-200.10263836859656,-4.96567007772652,0.13310111327301077,1.0008558006496362,1.0008558006496362,0.00014536977428052428,0.27416947335948216,21.901199761967863,10.405539267417847,0.08821723894588335,nan
0.31,199.97357177734375,-199.9707794189453,-4.972692489624023,199.98581294439762,-200.10774850242765,-4.966426414048562,0.13765769031896063,1.0009138000273874,1.0009138000273874,0.00015800380722330657,0.26739157367921995,22.09267030424765,nan,nan,nan
0.32,199.97494506835938,-199.9713592529297,-4.973593235015869,199.9876347729625,-200.11284708680347,-4.970102179947205,0.14209863898961947,1.0009737024100318,1.0009737024100318,0.0001440576086840928,0.10476153709264695,21.801690423815764,nan,0.31328349024719115,nan
0.33,199.9763946533203,-199.97193908691406,-4.974477291107178,199.9895419464559,-200.11793414887913,-4.97094940447564,0.1466282899684145,1.0010355079420696,1.0010355079420696,0.00015615947696313384,0.1011656544767019,21.70196555896225,nan,nan,nan
0.34,199.97792053222656,-199.9724884033203,-4.975344181060791,199.99153360765868,-200.12300977402597,-4.973301001528527,0.1511495069275209,1.001099216768001,1.001099216768001,0.00014231320052167967,0.052150687483377284,21.843846993580968,nan,0.08644908857478459,nan
0.35000000000000003,199.9795379638672,-199.97303771972656,-4.976194381713867,199.98306110621454,-200.121961276243,-4.972330788701427,0.149015319911994,1.0009997922080285,1.0009997922080285,0.00014806836890546993,0.12298238265504996,23.17564651904553,1.490843307877555,nan,nan
0.36,199.98123168945312,-199.97357177734375,-4.977027416229248,199.98491775924603,-200.12683956534246,-4.976820443449037,0.153312246041433,1.0010577337130937,1.0010577337130937,0.00013555602334560014,0.023795781571163212,23.12397648363205,nan,0.5815326656776487,nan
0.37,199.98301696777344,-199.97409057617188,-4.97784423828125,199.98685638085325,-200.13170688912516,-4.977694615219994,0.15766313960099956,1.0011173090006462,1.0011173090006462,0.00014592245031665502,0.02498331805057176,23.164860503825384,nan,nan,nan
0.38,199.98487854003906,-199.974609375,-4.978644371032715,199.98887628255486,-200.1365635253182,-4.977460035712583,0.1620078127766114,1.0011785182151862,1.0011785182151862,0.00013359509905498424,0.036713498321446755,23.064979003545027,nan,0.051358626938488756,nan
0.39,199.98681640625,-199.97511291503906,-4.979428768157959,199.99097643050231,-200.14140970401974,-4.978264773899186,0.1663528860876691,1.0012413615012141,1.0012413615012141,0.00014344814323119187,0.037082723571299256,23.116692147873195,nan,nan,nan
0.4,199.98883056640625,-199.97560119628906,-4.980197429656982,199.95507817384745,-200.10409681983143,-4.980498724577495,0.13285495870163447,1.0011437865398718,1.0011437865398718,0.00012792940450190527,0.018339783509222968,15.927245920336954,19.920676756255368,0.07002606665591611,nan
0.41000000000000003,199.99093627929688,-199.97608947753906,-4.980950832366943,199.95638299363205,-200.1078680790809,-4.981326665040355,0.13623388207328016,1.0012016843516187,1.0012016843516187,0.00013689469498271757,0.01956906989865232,15.865416665896332,nan,nan,nan
0.42,199.99310302734375,-199.9765625,-4.981689453125,199.95776532264108,-200.11162984304113,-4.978454566281151,0.13965101153495324,1.0012610136076117,1.0012610136076117,0.00012585916837681575,0.10261185428143553,15.96817609929948,nan,0.66394026607537,nan
0.43,199.995361328125,-199.97702026367188,-4.982412815093994,199.95922431412498,-200.11538220166707,-4.979132965864943,0.14304078816054636,1.0013217744523508,1.0013217744523508,0.00013437434051055236,0.10047845944772581,16.052581686685404,nan,nan,nan
0.44,199.9976806640625,-199.97747802734375,-4.983121871948242,199.9607593154844,-200.11912520248782,-4.974955191778019,0.14660764943250099,1.0013839670303364,1.0013839670303364,0.00012362220206642706,0.5609014341036088,16.398925477712172,nan,1.1913122922440726,nan
0.45,200.00009155273438,-199.97792053222656,-4.983816623687744,199.99521081631042,-200.10796955268205,-4.975685515596161,0.13039434124328012,1.0012877827263515,1.0012877827263515,0.0001288269387664247,0.5301220353946715,14.28844126993617,8.155294516257905,nan,nan
0.46,200.0025634765625,-199.97836303710938,-4.984497547149658,199.9976262983508,-200.11136294186394,-4.976454649558272,0.13333431139464497,1.0013456463278285,1.0013456463278285,0.0001189081517056733,0.5617077718276332,14.242391023186238,nan,0.004168514979053002,nan
0.47000000000000003,200.00511169433594,-199.97879028320312,-4.985164642333984,200.00011546025857,-200.11474752075887,-4.976944678435724,0.13629710417038726,1.0014047837665132,1.0014047837665132,0.00012633440687705345,0.553316341189936,14.303368650004828,nan,nan,nan
0.48,200.0077362060547,-199.9792022705078,-4.985818862915039,200.00267735839088,-200.11812352090033,-4.981991807257429,0.1390659990986708,1.0014651951869058,1.0014651951869058,0.00011670448431741121,0.14479593765283658,13.96458515676871,nan,1.2008962765294697,nan
0.49,200.0104217529297,-199.9796142578125,-4.986459732055664,200.0053110222202,-200.12149099260205,-4.9825919714476825,0.14202143153429073,1.0015268807335065,1.0015268807335065,0.00012375181162976257,0.1410080614942869,13.884289118633967,nan,nan,nan
0.5,200.01318359375,-199.9800262451172,-4.987087726593018,199.99146836954284,-200.112106928161,-4.985347572796614,0.1338651781865822,1.0014317802140504,1.0014317802140504,0.00011261512936082361,0.04478048141797705,12.903633723208978,3.047928474186702,0.5571397433206278,nan
0.51,200.01602172851562,-199.9804229736328,-4.987703323364258,199.99391218666756,-200.11520248984834,-4.985975456500743,0.13659185684337843,1.001489616259765,1.001489616259765,0.00011914323673518338,0.043684877564722564,12.97920179692549,nan,nan,nan
0.52,200.0189208984375,-199.98080444335938,-4.988306522369385,199.9964255560261,-200.11829014713166,-4.986591979803718,0.139324437297179,1.001548599924324,1.001548599924324,0.00012593970656069576,0.04272012418891034,13.04044154980918,nan,nan,nan
0.53,200.0218963623047,-199.98118591308594,-4.988897323608398,199.99900768596447,-200.12137000496838,-4.987197434386829,0.14205055700305746,1.0016087313522277,1.0016087313522277,0.00013300468333756073,0.041868792780500624,12.978429545589574,nan,nan,nan
0.54,200.02493286132812,-199.98155212402344,-4.989476680755615,200.00165800011172,-200.12444216272135,-4.987099344266618,0.14479272789928443,1.0016700106879763,1.0016700106879763,0.00012140712209210056,0.06747621024401283,13.066392242922515,nan,0.02532501110409517,nan
0.55,200.02804565429688,-199.98191833496094,-4.990044593811035,200.02455353915806,-200.10590907321549,-4.987494045988604,0.12406612484979578,1.001575778649722,1.001575778649722,0.00012607897609012367,0.06695866972442241,10.27571883388174,5.591627911596206,nan,nan
0.56,200.03121948242188,-199.98226928710938,-4.9906005859375,200.02770596599714,-200.1085725931548,-4.990662608597529,0.126352181471008,1.0016335919888517,1.0016335919888517,0.00011569557772448988,0.015972081782494735,10.298384862012714,nan,0.4022380031577217,nan
0.5700000000000001,200.03445434570312,-199.9826202392578,-4.991146087646484,200.0309245114789,-200.11122879731874,-4.991267996780572,0.1286570472146773,1.0016924496011623,1.0016924496011623,0.0001217305592899324,0.016646741763291988,10.234630020999168,nan,nan,nan
0.58,200.0377655029297,-199.98297119140625,-4.991680145263672,200.0342083909052,-200.11387801654848,-4.987454072151143,0.13102331704214465,1.0017523516311537,1.0017523516311537,0.00011204737328496234,0.17651338425972837,10.33646745414037,nan,1.2202007353815536,nan
