t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010313021963675674,0.00010313021963675674,0.0004254440165053241,1.0634778724250535e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.000200000038124,1.0,,,,,
0.02,0.0036685792503979783,0.0036685792503979783,0.1121071184981301,0.006284163118992291,4,usv1|usv2|usv3|usv4,2.0,5.172514511580385,3.0,12.218534901945086,xy:switched,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,switched,2,5.172514511580385,3,12.218534901945086,1.0236829838399961,1.0,"usv1,usv2,usv3,usv4",,,,
0.03,0.006916416700454995,0.006916416700454995,0.11131288378245624,0.017663711220543766,4,usv1|usv2|usv3|usv4,2.0,5.172514564903809,3.0,12.218539047273165,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,dwell_hold,2,5.172514564903809,3,12.218539047273165,1.024149252347038,0.9999777777777777,"usv1,usv2,usv3,usv4",,,,
0.04,0.011501781926202666,0.011501781926202666,0.2062075434861768,0.12160062074464713,4,usv1|usv2|usv3|usv4,2.0,5.172511149543113,3.0,12.218563082952672,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.172511149543113,3,12.218563082952672,1.024801993170513,0.9999555555555555,"usv1,usv2,usv3,usv4",,,,
0.05,0.018915296370111988,0.018915296370111988,2.761105013148638,0.15863238265699944,4,usv1|usv2|usv3|usv4,2.0,5.171843547986377,3.0,12.217461062995561,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171843547986377,3,12.217461062995561,1.0234279827878447,0.9999333333333332,"usv1,usv2,usv3,usv4",,,,
0.06,0.021764974594345014,0.021764974594345014,2.7268298743371093,0.1853606108729839,4,usv1|usv2|usv3|usv4,2.0,5.171699324417289,3.0,12.217184299869594,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171699324417289,3,12.217184299869594,1.0234818708616047,0.999911111111111,"usv1,usv2,usv3,usv4",,,,
0.07,0.025519002851585926,0.025519002851585926,2.705668380958636,0.23411739315299815,4,usv1|usv2|usv3|usv4,2.0,5.1715518035096855,3.0,12.216930763549719,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.1715518035096855,3,12.216930763549719,1.0235459210777271,0.9998888888888887,"usv1,usv2,usv3,usv4",,,,
0.08,0.029614073514133945,0.029614073514133945,2.9434765892635233,0.4604285705496224,4,usv1|usv2|usv3|usv4,2.0,5.17139550859692,3.0,12.216360879842982,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.17139550859692,3,12.216360879842982,1.0236195633789869,0.9998666666666665,"usv1,usv2,usv3,usv4",,,,
0.09,0.03289354851913081,0.03289354851913081,2.9315667633646116,0.3988309279000252,4,usv1|usv2|usv3|usv4,2.0,5.1712401879115975,3.0,12.216073326470164,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.1712401879115975,3,12.216073326470164,1.023703802518224,0.9998444444444442,"usv1,usv2,usv3,usv4",,,,
0.1,0.013985674592876337,0.013985674592876337,1.0665524646157627,0.21225892667350768,4,usv1|usv2|usv3|usv4,2.0,5.171967599097869,3.0,12.216792696120313,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171967599097869,3,12.216792696120313,1.0235633143449,0.999822222222222,"usv1,usv2,usv3,usv4",,,,
0.11,0.015252767284964577,0.015252767284964577,1.1094996794115284,0.183987046253499,4,usv1|usv2|usv3|usv4,2.0,5.171893472332368,3.0,12.216584124158326,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171893472332368,3,12.216584124158326,1.0236171308059905,0.9997999999999997,"usv1,usv2,usv3,usv4",,,,
0.12,0.021385689086459513,0.021385689086459513,2.002950979789406,1.0941285769238829,4,usv1|usv2|usv3|usv4,2.0,5.171813769022469,3.0,12.21624385104931,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171813769022469,3,12.21624385104931,1.02367591702926,0.9997777777777774,"usv1,usv2,usv3,usv4",,,,
0.13,0.022680218542033045,0.022680218542033045,2.040742915990568,1.0165476322894922,4,usv1|usv2|usv3|usv4,2.0,5.171732323971343,3.0,12.216011780444225,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171732323971343,3,12.216011780444225,1.0237400715020923,0.9997555555555552,"usv1,usv2,usv3,usv4",,,,
0.14,0.018614573921507914,0.018614573921507914,1.194683186552278,0.08334579914087262,4,usv1|usv2|usv3|usv4,2.0,5.171649975321663,3.0,12.215938665173454,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171649975321663,3,12.215938665173454,1.0238096786938469,0.9997333333333329,"usv1,usv2,usv3,usv4",,,,
0.15,0.025289465373568475,0.025289465373568475,2.0332308006545423,0.08860446465592647,4,usv1|usv2|usv3|usv4,2.0,5.170663974520093,3.0,12.214252395048042,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.170663974520093,3,12.214252395048042,1.0236800431809918,0.9997111111111107,"usv1,usv2,usv3,usv4",,,,
0.16,0.02701939637097242,0.02701939637097242,2.061665643942619,0.10463660327624934,4,usv1|usv2|usv3|usv4,2.0,5.17051220484555,3.0,12.213902978443118,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.17051220484555,3,12.213902978443118,1.0237324559596996,0.9996888888888884,"usv1,usv2,usv3,usv4",,,,
0.17,0.028684889243751226,0.028684889243751226,2.0576390644294213,0.08135106575872195,4,usv1|usv2|usv3|usv4,2.0,5.170357095908151,3.0,12.21355150424694,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.170357095908151,3,12.21355150424694,1.0237883474650782,0.9996666666666661,"usv1,usv2,usv3,usv4",,,,
0.18,0.032786523814250505,0.032786523814250505,3.0077424531903407,0.9108312137784882,4,usv1|usv2|usv3|usv4,2.0,5.170196513970145,3.0,12.213061463443966,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.170196513970145,3,12.213061463443966,1.0238474907119812,0.9996444444444439,"usv1,usv2,usv3,usv4",,,,
0.19,0.03444907672977675,0.03444907672977675,2.9027441664750313,0.8401244906083696,4,usv1|usv2|usv3|usv4,2.0,5.17003453452349,3.0,12.212687154394356,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.17003453452349,3,12.212687154394356,1.023910309403419,0.9996222222222216,"usv1,usv2,usv3,usv4",,,,
0.2,0.04925912643240095,0.04925912643240095,5.584817658760074,0.5112975435548187,4,usv1|usv2|usv3|usv4,2.0,5.171256942278846,3.0,12.215536283565232,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171256942278846,3,12.215536283565232,1.0238221514704715,0.9995999999999994,"usv1,usv2,usv3,usv4",,,,
0.21,0.051766721146423354,0.051766721146423354,5.589536244587667,0.4578069292578673,4,usv1|usv2|usv3|usv4,2.0,5.1711577766610946,3.0,12.21530892645987,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.1711577766610946,3,12.21530892645987,1.0238750999634503,0.9995777777777771,"usv1,usv2,usv3,usv4",,,,
0.22,0.05421946642926278,0.05421946642926278,5.394664361639122,0.4099110503007476,4,usv1|usv2|usv3|usv4,2.0,5.171055358809849,3.0,12.215074082978811,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.171055358809849,3,12.215074082978811,1.0239306543824478,0.9995555555555549,"usv1,usv2,usv3,usv4",,,,
0.23,0.05672579518057707,0.05672579518057707,5.583815249525165,0.3673500967954846,4,usv1|usv2|usv3|usv4,2.0,5.170949724519003,3.0,12.214831834355744,xy:held_margin,xy,"['usv1', 'usv2', 'usv3', 'usv4']",4,held_margin,2,5.170949724519003,3,12.214831834355744,1.0239888152329608,0.9995333333333326,"usv1,usv2,usv3,usv4",,,,
