t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.14,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.03149232338954581,0.9991333333333334,survey,0.03743053984714692,2.7205259914914625e-05,0.5289529411764706,0.2191681610879992
0.15,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.02261058888086647,0.9990666666666668,survey,0.03742814217733505,2.716323715715079e-05,0.5289176470588236,0.21915625821904872
0.16,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.031084450635417173,0.9990000000000001,survey,0.037426696351693614,2.720745350413458e-05,0.5288823529411766,0.21916183992962124
0.17,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.032818210583468385,0.9989333333333335,survey,0.03742519263922794,2.717259384751647e-05,0.5288470588235294,0.21916768727177394
0.18,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.029691745860468584,0.9988666666666668,survey,0.03742363462189904,2.7061252451074728e-05,0.5288117647058824,0.21917382518797912
0.19,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.031185055901775952,0.9988000000000001,survey,0.0374221356673034,2.6992700569291105e-05,0.5287764705882354,0.2191803741475853
0.2,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.02793406516002257,0.9987333333333335,survey,0.03741974747841673,2.6898056962238206e-05,0.5287411764705883,0.21916960807242614
0.21,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.029069351852541375,0.9986666666666668,survey,0.03741818920809234,2.6824811099822187e-05,0.5287058823529412,0.21917505520910874
0.22,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.024939238105901013,0.9986000000000002,survey,0.03741657884078107,2.6683306457904953e-05,0.5286705882352942,0.21918068906408483
0.23,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.025906531040304888,0.9985333333333335,survey,0.03741504118918667,2.6603358461140063e-05,0.5286352941176472,0.2191866692137856
0.24,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.028709419377441616,0.9984666666666668,survey,0.03741354879122035,2.655689792787738e-05,0.5286000000000001,0.21919295166170516
0.25,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0550378019972428,0.9984000000000002,survey,0.03741118594095085,2.645617531267239e-05,0.528564705882353,0.21918280178103589
0.26,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.056494292116659975,0.9983333333333335,survey,0.03740961402543134,2.636983121213928e-05,0.528529411764706,0.21918821178210224
0.27,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05856812196556954,0.9982666666666669,survey,0.03740805931464469,2.6289138460295985e-05,0.5284941176470589,0.21919386415354958
0.28,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0611021407899046,0.9982000000000002,survey,0.03740654406685767,2.623912466437522e-05,0.5284588235294119,0.21919975356378285
0.29,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0631986834318072,0.9981333333333335,survey,0.03740502656654316,2.6175288705288333e-05,0.5284235294117648,0.21920584672240317
0.3,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0586311989501454,0.9980666666666669,survey,0.03740277110665382,2.6168690552331925e-05,0.5283882352941177,0.21919615040901663
0.31,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.060442412958603565,0.9980000000000002,survey,0.03740123229664778,2.6116992724631376e-05,0.5283529411764707,0.21920159888744162
0.32,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.06103391479687053,0.9979333333333336,survey,0.037399663881266317,2.6024433501488626e-05,0.5283176470588237,0.21920719076347583
0.33,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.06286232297504024,0.9978666666666669,survey,0.037398152134213096,2.5982195254339352e-05,0.5282823529411766,0.21921301022850714
