t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,2.0,usv2|usv4,xy:init,5.504726493279723,nan,2.0,2.0,2.0,0.00010318197018731175,,,,,,
0.02,2.0,usv2|usv4,xy:dwell_hold,5.504733090903833,nan,2.0,2.0,2.0,0.03900553815623908,,,,,,
0.03,2.0,usv2|usv4,xy:dwell_hold,5.5047397357633265,nan,2.0,2.0,2.0,0.04110418893565678,,,,,,
0.04,2.0,usv2|usv4,xy:dwell_hold,5.5047468170754845,nan,2.0,2.0,2.0,0.008447351883702893,,,,,,
0.05,2.0,usv2|usv4,xy:dwell_hold,5.5037339548533035,nan,2.0,2.0,2.0,0.019214290847221333,,,,,,
0.06,2.0,usv2|usv4,xy:dwell_hold,5.503525602169576,nan,2.0,2.0,2.0,0.02084055838299345,,,,,,
0.07,2.0,usv2|usv4,xy:dwell_hold,5.503312227659202,nan,2.0,2.0,2.0,0.023914387763343824,,,,,,
0.08,2.0,usv2|usv4,xy:dwell_hold,5.503094956799858,nan,2.0,2.0,2.0,0.026377110095484154,,,,,,
0.09,2.0,usv2|usv4,xy:dwell_hold,5.502872930900795,nan,2.0,2.0,2.0,0.02937544450175194,,,,,,
0.1,2.0,usv2|usv4,xy:dwell_hold,5.502792524407408,nan,2.0,2.0,2.0,0.03037807318415586,,,,,,
0.11,2.0,usv2|usv4,xy:dwell_hold,5.50257675244865,nan,2.0,2.0,2.0,0.033018804778625545,,,,,,
0.12,2.0,usv2|usv4,xy:dwell_hold,5.502357348978409,nan,2.0,2.0,2.0,0.034605297168485843,,,,,,
0.13,2.0,usv2|usv4,xy:dwell_hold,5.502133456008108,nan,2.0,2.0,2.0,0.0372232095150378,,,,,,
0.14,2.0,usv2|usv4,xy:dwell_hold,5.501906264901345,nan,2.0,2.0,2.0,0.03887594963648959,,,,,,
0.15,2.0,usv2|usv4,xy:dwell_hold,5.5007869965080625,nan,2.0,2.0,2.0,0.05772237947363555,,,,,,
0.16,2.0,usv2|usv4,xy:dwell_hold,5.500491525901436,nan,2.0,2.0,2.0,0.06180385773169708,,,,,,
0.17,2.0,usv2|usv4,xy:dwell_hold,5.500192869519762,nan,2.0,2.0,2.0,0.06549057763120965,,,,,,
0.18,2.0,usv2|usv4,xy:dwell_hold,5.49988947872641,nan,2.0,2.0,2.0,0.07034568691361515,,,,,,
0.19,2.0,usv2|usv4,xy:dwell_hold,5.499583427604557,nan,2.0,2.0,2.0,0.07408072672778894,,,,,,
0.2,2.0,usv2|usv4,xy:dwell_hold,5.498430361045918,nan,2.0,2.0,2.0,0.07827606741711836,,,,,,
0.21,2.0,usv2|usv4,xy:dwell_hold,5.498075268846499,nan,2.0,2.0,2.0,0.08205134714082944,,,,,,
0.22,2.0,usv2|usv4,xy:dwell_hold,5.497718029422932,nan,2.0,2.0,2.0,0.08450200701844504,,,,,,
0.23,2.0,usv2|usv4,xy:dwell_hold,5.497356775041655,nan,2.0,2.0,2.0,0.08823184543338813,,,,,,
0.24,2.0,usv2|usv4,xy:dwell_hold,5.4969935694781515,nan,2.0,2.0,2.0,0.09131765664822035,,,,,,
0.25,2.0,usv2|usv4,xy:dwell_hold,5.497600215630214,nan,2.0,2.0,2.0,0.07695758455991361,,,,,,
0.26,2.0,usv2|usv4,xy:dwell_hold,5.497269888363776,nan,2.0,2.0,2.0,0.07997742993107818,,,,,,
0.27,2.0,usv2|usv4,xy:dwell_hold,5.496936880391918,nan,2.0,2.0,2.0,0.08302971421120531,,,,,,
0.28,2.0,usv2|usv4,xy:dwell_hold,5.496600221174626,nan,2.0,2.0,2.0,0.08643619545293046,,,,,,
0.29,2.0,usv2|usv4,xy:dwell_hold,5.496262507845324,nan,2.0,2.0,2.0,0.08948271532751836,,,,,,
0.3,2.0,usv2|usv4,xy:dwell_hold,5.499415128160196,nan,2.0,2.0,2.0,0.028394980202190976,,,,,,
0.31,2.0,usv2|usv4,xy:dwell_hold,5.499189718199354,nan,2.0,2.0,2.0,0.02927334743088711,,,,,,
0.32,2.0,usv2|usv4,xy:dwell_hold,5.498962976773814,nan,2.0,2.0,2.0,0.029373429292430676,,,,,,
0.33,2.0,usv2|usv4,xy:dwell_hold,5.498733702916455,nan,2.0,2.0,2.0,0.03023139665095349,,,,,,
0.34,2.0,usv2|usv4,xy:dwell_hold,5.498503940689944,nan,2.0,2.0,2.0,0.03135929281221443,,,,,,
0.35000000000000003,2.0,usv2|usv4,xy:dwell_hold,5.499030692894103,nan,2.0,2.0,2.0,0.02654413066069608,,,,,,
0.36,2.0,usv2|usv4,xy:dwell_hold,5.498817810851374,nan,2.0,2.0,2.0,0.02713590103026226,,,,,,
0.37,2.0,usv2|usv4,xy:dwell_hold,5.498603384954681,nan,2.0,2.0,2.0,0.027867447943530892,,,,,,
0.38,2.0,usv2|usv4,xy:dwell_hold,5.498386361243112,nan,2.0,2.0,2.0,0.027704948821100913,,,,,,
0.39,2.0,usv2|usv4,xy:dwell_hold,5.498168668383437,nan,2.0,2.0,2.0,0.028388313667447235,,,,,,
0.4,2.0,usv2|usv4,xy:dwell_hold,5.49989498070345,nan,2.0,2.0,2.0,0.036772497221577306,,,,,,
0.41000000000000003,2.0,usv2|usv4,xy:dwell_hold,5.499722929648759,nan,2.0,2.0,2.0,0.03771730164607935,,,,,,
0.42,2.0,usv2|usv4,xy:dwell_hold,5.499548495957308,nan,2.0,2.0,2.0,0.03851044770613088,,,,,,
0.43,2.0,usv2|usv4,xy:dwell_hold,5.499373280988445,nan,2.0,2.0,2.0,0.039417262161054865,,,,,,
0.44,2.0,usv2|usv4,xy:dwell_hold,5.499197103797099,nan,2.0,2.0,2.0,0.04033296212868232,,,,,,
0.45,2.0,usv2|usv4,xy:dwell_hold,5.499148362004938,nan,2.0,2.0,2.0,0.04000906591634989,,,,,,
0.46,2.0,usv2|usv4,xy:dwell_hold,5.4989704605895655,nan,2.0,2.0,2.0,0.040900621392091295,,,,,,
0.47000000000000003,2.0,usv2|usv4,xy:dwell_hold,5.498791569220599,nan,2.0,2.0,2.0,0.04174085928808434,,,,,,
0.48,2.0,usv2|usv4,xy:dwell_hold,5.498610462503537,nan,2.0,2.0,2.0,0.04294389197890989,,,,,,
0.49,2.0,usv2|usv4,xy:dwell_hold,5.498428112813915,nan,2.0,2.0,2.0,0.043823043737176166,,,,,,
0.5,2.0,usv2|usv4,xy:dwell_hold,5.499172246984755,nan,2.0,2.0,2.0,0.05445512945167034,,,,,,
0.51,2.0,usv2|usv4,xy:dwell_hold,5.499004950416725,nan,2.0,2.0,2.0,0.055530768087884846,,,,,,
0.52,2.0,usv2|usv4,xy:dwell_hold,5.498835525101258,nan,2.0,2.0,2.0,0.05653168629006621,,,,,,
0.53,2.0,usv2|usv4,xy:dwell_hold,5.498664466080835,nan,2.0,2.0,2.0,0.057621631930632695,,,,,,
0.54,2.0,usv2|usv4,xy:dwell_hold,5.498491191561867,nan,2.0,2.0,2.0,0.058641583427203096,,,,,,
