t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,2.0,usv2|usv4,xy:init,5.504715550396984,nan,2.0,2.0,2.0,0.00010310868877618933,1.0,survey,0.6916948713027791,0.956567208361463,0.38095238095238093,0.20782035047712566
0.02,2.0,usv2|usv4,xy:dwell_hold,5.50473554785143,nan,2.0,2.0,2.0,0.05360099801110823,0.9999989166666666,survey,0.6916993316758994,0.9565656181925926,0.3809519682539682,0.20784783554775133
0.03,2.0,usv2|usv4,xy:dwell_hold,5.50474260629013,nan,2.0,2.0,2.0,0.0520077818449507,0.9999978333333333,survey,0.6917084612206316,0.9565657383050841,0.3809515555555555,0.20789353563235002
0.04,2.0,usv2|usv4,xy:dwell_hold,5.504741560208997,nan,2.0,2.0,2.0,0.028384725374898914,0.9999967499999999,survey,0.6917216487051311,0.9565665474935373,0.38095114285714277,0.2079574581879008
0.05,2.0,usv2|usv4,xy:dwell_hold,5.505202976038886,nan,2.0,2.0,2.0,0.036258151941432365,0.9999956666666665,survey,0.6916934893338069,0.95656414318139,0.3809507301587301,0.20782428696613464
0.06,2.0,usv2|usv4,xy:dwell_hold,5.505289308276758,nan,2.0,2.0,2.0,0.039359099162940385,0.9999945833333331,survey,0.6916942180841841,0.9565636351336725,0.3809503174603174,0.20782986755958555
0.07,2.0,usv2|usv4,xy:dwell_hold,5.505370965654201,nan,2.0,2.0,2.0,0.0413646335265888,0.9999934999999998,survey,0.6916951581335322,0.9565631507378429,0.38094990476190466,0.2078364336922277
0.08,2.0,usv2|usv4,xy:dwell_hold,5.505449178018651,nan,2.0,2.0,2.0,0.0486227783576846,0.9999924166666664,survey,0.6916961655464439,0.9565624483146523,0.38094949206349193,0.20784399072477044
0.09,2.0,usv2|usv4,xy:dwell_hold,5.505522187126438,nan,2.0,2.0,2.0,0.05107561606693892,0.999991333333333,survey,0.691697467235651,0.9565619087929937,0.3809490793650792,0.2078525304341946
0.1,2.0,usv2|usv4,xy:dwell_hold,5.504258630917669,nan,2.0,2.0,2.0,0.04227972562800172,0.9999902499999996,survey,0.691694572822585,0.9565625813503463,0.3809486666666665,0.20783645339521928
0.11,2.0,usv2|usv4,xy:dwell_hold,5.504189994135512,nan,2.0,2.0,2.0,0.043121218363652715,0.9999891666666663,survey,0.6916952689972099,0.9565621144699932,0.38094825396825377,0.20784174760781615
0.12,2.0,usv2|usv4,xy:dwell_hold,5.504115991615908,nan,2.0,2.0,2.0,0.03605973660736909,0.9999880833333329,survey,0.6916962054811876,0.95656188207153,0.3809478412698411,0.20784753992150706
0.13,2.0,usv2|usv4,xy:dwell_hold,5.504039099568469,nan,2.0,2.0,2.0,0.036520195190421066,0.9999869999999995,survey,0.691697087423519,0.9565613890504169,0.3809474285714284,0.20785384139491536
0.14,2.0,usv2|usv4,xy:dwell_hold,5.5039567500535105,nan,2.0,2.0,2.0,0.02784514024925795,0.9999859166666661,survey,0.6916982391241128,0.9565611798499375,0.38094701587301566,0.2078606401977362
0.15,2.0,usv2|usv4,xy:dwell_hold,5.502736482050318,nan,2.0,2.0,2.0,0.03287987353960044,0.9999848333333328,survey,0.6916965287585857,0.9565627067781232,0.38094660317460294,0.20784792028395593
0.16,2.0,usv2|usv4,xy:dwell_hold,5.5025697306805865,nan,2.0,2.0,2.0,0.01979884866007634,0.9999837499999994,survey,0.6916975151670891,0.9565627783403733,0.3809461904761902,0.2078530503381355
0.17,2.0,usv2|usv4,xy:dwell_hold,5.502401312562672,nan,2.0,2.0,2.0,0.019831670190109226,0.999982666666666,survey,0.691698287522609,0.9565623774759267,0.3809457777777775,0.20785852740748756
0.18,2.0,usv2|usv4,xy:dwell_hold,5.502228308003337,nan,2.0,2.0,2.0,0.0157702688034916,0.9999815833333326,survey,0.691699225519968,0.9565621414800732,0.3809453650793648,0.2078643380802554
0.19,2.0,usv2|usv4,xy:dwell_hold,5.502052537826391,nan,2.0,2.0,2.0,0.015824941267114218,0.9999804999999993,survey,0.6917001168053785,0.9565617137263549,0.3809449523809521,0.20787049046687545
0.2,2.0,usv2|usv4,xy:dwell_hold,5.502943381401328,nan,2.0,2.0,2.0,0.014429588962430195,0.9999794166666659,survey,0.6916948074153781,0.9565561093573595,0.3809445396825394,0.20786116932227316
