t,err_norm,trace_Ppos,active_count,active_set,rank_xy,gdop_xy,rank_3d,gdop_3d,mode
0.01,0.00010317525407908218,3.0003000000571873,4.0,usv1|usv2|usv3|usv4,2.0,3.729732970739915,3.0,9.105141975013986,xy
0.02,0.0554929952499265,2.0016991914168836,4.0,usv1|usv2|usv3|usv4,2.0,3.7297313174432247,3.0,9.099790999310825,xy
0.03,0.05387345405104402,2.002799512070314,4.0,usv1|usv2|usv3|usv4,2.0,3.72973062666308,3.0,9.095668664003803,xy
0.04,0.017600266441990534,2.0037317795624277,4.0,usv1|usv2|usv3|usv4,2.0,3.7297303690321204,3.0,9.092563943504295,xy
0.05,0.02053332595522697,2.000743670149949,4.0,usv1|usv2|usv3|usv4,2.0,3.729723322480272,3.0,9.089693041388468,xy
0.06,0.00856374223860688,2.000712850561965,4.0,usv1|usv2|usv3|usv4,2.0,3.729720643004365,3.0,9.087761449042148,xy
0.07,0.010403115700985125,2.0008804388075574,4.0,usv1|usv2|usv3|usv4,2.0,3.729717042954595,3.0,9.086310004039474,xy
0.08,0.013384945077849228,2.0009658332350546,4.0,usv1|usv2|usv3|usv4,2.0,3.72971302365252,3.0,9.085490520548303,xy
0.09,0.015987046048491042,2.0011850243647946,4.0,usv1|usv2|usv3|usv4,2.0,3.729708521277343,3.0,9.085260075006456,xy
0.1,0.04322671431956795,2.000779705919216,2.0,usv2|usv4,2.0,3.9463021450549616,2.0,3.413679135835486,xy
0.11,0.04745952786394995,2.0009196882706486,2.0,usv2|usv4,2.0,3.946275781535963,2.0,3.4137467258451544,xy
0.12,0.05276201089031606,2.001013695680439,2.0,usv2|usv4,2.0,3.9462487129508954,2.0,3.4138856837999687,xy
0.13,0.05694015197444096,2.0011789546876937,2.0,usv2|usv4,2.0,3.9462209626569145,2.0,3.414102681485958,xy
0.14,0.06080540771889042,2.0013006780133424,2.0,usv2|usv4,2.0,3.9461925311125956,2.0,3.414392362508797,xy
0.15,0.040774469375970325,2.001051087534953,2.0,usv2|usv4,2.0,3.946280426312596,2.0,3.4148625554201875,xy
0.16,0.043947860357729525,2.00114532705581,2.0,usv2|usv4,2.0,3.9462584510606087,2.0,3.4152934126064842,xy
0.17,0.04660538161904543,2.001290565271757,2.0,usv2|usv4,2.0,3.9462358183354334,2.0,3.4157909228451797,xy
0.18,0.049085808070627256,2.001400985564845,2.0,usv2|usv4,2.0,3.9462125336955447,2.0,3.4163512547073647,xy
0.19,0.05177032491127598,2.001561708686198,2.0,usv2|usv4,2.0,3.9461886048879062,2.0,3.416965043626222,xy
0.2,0.020321118252640137,2.001301292416897,2.0,usv2|usv4,2.0,3.946444762464939,2.0,3.4178690136231396,xy
0.21,0.02143587701227975,2.0014354314665472,2.0,usv2|usv4,2.0,3.946433622334659,2.0,3.4185735235448726,xy
0.22,0.022577443582583488,2.0015397667699943,2.0,usv2|usv4,2.0,3.946421873908495,2.0,3.4192998020017926,xy
0.23,0.023760578166983102,2.0016851258633834,2.0,usv2|usv4,2.0,3.9464095269953794,2.0,3.4200404896357717,xy
0.24,0.02513264901683015,2.0018006492515488,2.0,usv2|usv4,2.0,3.9463967464209024,2.0,3.4207890373069243,xy
0.25,0.01645526032227488,2.0015937686352876,2.0,usv2|usv4,2.0,3.946674312680098,2.0,3.4217755913561874,xy
0.26,0.017014556823408754,2.0016943840063637,2.0,usv2|usv4,2.0,3.9466730812573503,2.0,3.4225193813849106,xy
0.27,0.017601778131048202,2.0018299238861594,2.0,usv2|usv4,2.0,3.9466720165606946,2.0,3.423245550784101,xy
0.28,0.02093317059747155,2.0019395305306027,2.0,usv2|usv4,2.0,3.9466711745830048,2.0,3.423947051270995,xy
0.29,0.021894623417032664,2.0020836601615226,2.0,usv2|usv4,2.0,3.946670572395572,2.0,3.424613502268963,xy
0.3,0.03213236381434114,2.0018569710735528,2.0,usv2|usv4,2.0,3.946795913914121,2.0,3.4253518240557184,xy
0.31,0.033262970946862765,2.001985603861998,2.0,usv2|usv4,2.0,3.9468000176981524,2.0,3.4259449895529395,xy
0.32,0.03456526530990456,2.002091462428748,2.0,usv2|usv4,2.0,3.9468043844261613,2.0,3.4264922919960314,xy
0.33,0.03574875485084564,2.0022271753611025,2.0,usv2|usv4,2.0,3.9468090140156065,2.0,3.4269889979547297,xy
0.34,0.035629890665687225,2.002340746736524,2.0,usv2|usv4,2.0,3.9468139035827234,2.0,3.427429535808597,xy
0.35000000000000003,0.017729158825408105,2.0021476527849624,2.0,usv2|usv4,2.0,3.946669859649272,2.0,3.427688508953955,xy
0.36,0.020424511066690673,2.002251023449533,2.0,usv2|usv4,2.0,3.9466710021730127,2.0,3.4280149379970695,xy
0.37,0.02117660065091567,2.0023805404516093,2.0,usv2|usv4,2.0,3.946672401983748,2.0,3.4282772977730853,xy
0.38,0.01743719547294269,2.0024906315294273,2.0,usv2|usv4,2.0,3.946674054342935,2.0,3.4284727651430127,xy
