t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,2.0,usv2|usv4,xy:init,5.504731773806495,nan,2.0,2.0,2.0,0.00010334708433313405,,,,,,
0.02,2.0,usv2|usv4,xy:dwell_hold,5.50475406520604,nan,2.0,2.0,2.0,0.06846294127580475,,,,,,
0.03,2.0,usv2|usv4,xy:dwell_hold,5.504761129911281,nan,2.0,2.0,2.0,0.06682356556070922,,,,,,
0.04,2.0,usv2|usv4,xy:dwell_hold,5.504753536959141,nan,2.0,2.0,2.0,0.0091647562761834,,,,,,
0.05,2.0,usv2|usv4,xy:dwell_hold,5.502656510477801,nan,2.0,2.0,2.0,0.03305316234885721,,,,,,
0.06,2.0,usv2|usv4,xy:dwell_hold,5.502231588685714,nan,2.0,2.0,2.0,0.04067425874348997,,,,,,
0.07,2.0,usv2|usv4,xy:dwell_hold,5.501801436478459,nan,2.0,2.0,2.0,0.04644502838425921,,,,,,
0.08,2.0,usv2|usv4,xy:dwell_hold,5.501366627367568,nan,2.0,2.0,2.0,0.05171439730352524,,,,,,
0.09,2.0,usv2|usv4,xy:dwell_hold,5.500927756812815,nan,2.0,2.0,2.0,0.05758850587294758,,,,,,
0.1,2.0,usv2|usv4,xy:dwell_hold,5.502586735440205,nan,2.0,2.0,2.0,0.02977638460872829,,,,,,
0.11,2.0,usv2|usv4,xy:dwell_hold,5.502349732483244,nan,2.0,2.0,2.0,0.03226212800967266,,,,,,
0.12,2.0,usv2|usv4,xy:dwell_hold,5.502107192088347,nan,2.0,2.0,2.0,0.03002410384798382,,,,,,
0.13,2.0,usv2|usv4,xy:dwell_hold,5.501861920333254,nan,2.0,2.0,2.0,0.03231757057438068,,,,,,
0.14,2.0,usv2|usv4,xy:dwell_hold,5.501612125243721,nan,2.0,2.0,2.0,0.033560015352406575,,,,,,
0.15,2.0,usv2|usv4,xy:dwell_hold,5.503389171629654,nan,2.0,2.0,2.0,0.006542620127695802,,,,,,
0.16,2.0,usv2|usv4,xy:dwell_hold,5.503267610345277,nan,2.0,2.0,2.0,0.00814714031262922,,,,,,
0.17,2.0,usv2|usv4,xy:dwell_hold,5.503142005129247,nan,2.0,2.0,2.0,0.008455019250513018,,,,,,
0.18,2.0,usv2|usv4,xy:dwell_hold,5.50301325682865,nan,2.0,2.0,2.0,0.01260709555201139,,,,,,
0.19,2.0,usv2|usv4,xy:dwell_hold,5.502880208945514,nan,2.0,2.0,2.0,0.013085822053770034,,,,,,
0.2,2.0,usv2|usv4,xy:dwell_hold,5.503177787924965,nan,2.0,2.0,2.0,0.01394478684471255,,,,,,
0.21,2.0,usv2|usv4,xy:dwell_hold,5.5030594167105225,nan,2.0,2.0,2.0,0.014705405622072313,,,,,,
0.22,2.0,usv2|usv4,xy:dwell_hold,5.502936017942811,nan,2.0,2.0,2.0,0.014414874202885262,,,,,,
0.23,2.0,usv2|usv4,xy:dwell_hold,5.502811076798583,nan,2.0,2.0,2.0,0.015217603476154471,,,,,,
0.24,2.0,usv2|usv4,xy:dwell_hold,5.5026829804302055,nan,2.0,2.0,2.0,0.01643527134030364,,,,,,
0.25,2.0,usv2|usv4,xy:dwell_hold,5.501302218847677,nan,2.0,2.0,2.0,0.011596117803414815,,,,,,
0.26,2.0,usv2|usv4,xy:dwell_hold,5.501119257338391,nan,2.0,2.0,2.0,0.010273830551519019,,,,,,
0.27,2.0,usv2|usv4,xy:dwell_hold,5.50093329700109,nan,2.0,2.0,2.0,0.010656568077528806,,,,,,
