t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.97700323300361,-199.97700336346625,-4.977003410366058,0.00010310119460940108,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0628793450337948e-08,0.0004252045758914166,nan,nan,True,True,True,True
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.97718046113252,-199.97718095234632,-4.971256818568641,0.004843721424287737,1.0004000001826252,1.0004000001826252,0.0008991910516330248,0.018198510847721783,0.12454913400305936,nan,nan,True,True,True,True
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747435625791,-199.97747531269192,-4.971552242900418,0.005691385408951803,1.0009000006351882,1.0009000006351882,0.0009995107999378019,0.004972212651250678,0.12465000947468205,nan,nan,True,True,True,True
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.97788355726598,-199.97788508583903,-4.973703751027243,0.007917794280996307,1.0016000015212516,1.0016000015212516,0.0005317765199244777,0.003436408761656771,0.12794789462320108,nan,nan,True,True,True,True
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.9765321098753,-199.94838051112467,-4.969386456231278,0.023397588193211537,1.000136159857599,1.000136159857599,0.00047135043475060633,0.00653258526062727,3.575235538468512,nan,nan,True,True,True,True
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.97679355289898,-199.94301175930252,-4.977103745295974,0.02866750762808611,1.0001960690185168,1.0001960690185168,0.0003207125249314022,0.16340840046553123,3.7233297038473236,nan,nan,True,True,True,True
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,199.977166826336,-199.9377548786752,-4.975874573688917,0.03291735938764133,1.000266870913067,1.000266870913067,0.0003466969814233004,0.1450805721758617,3.7160041454116217,nan,nan,True,True,True,True
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,199.97765077765905,-199.9326086024116,-4.97353568235767,0.03700833581053472,1.0003485656857503,1.0003485656857503,0.00026870186355409443,0.12189840968521834,3.7207472479727177,nan,nan,True,True,True,True
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,199.97824439239704,-199.9275718897192,-4.972462187455282,0.04135021078036948,1.0004411534810664,1.0004411534810664,0.00030271740266169536,0.10063394029174351,3.7150677052777366,nan,nan,True,True,True,True
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.96434790575864,-199.9997843456823,-4.964354000977893,0.03365790615342059,1.0002799430390896,1.0002799430390896,0.0002198198410369,0.017341902144910517,4.736768897797722,nan,nan,True,True,True,True
0.11,199.96559143066406,-199.96559143066406,-4.965601444244385,199.96369721881402,-200.0026776886978,-4.963077267394878,0.037220290732938,1.0003387291688073,1.0003387291688073,0.00024222993303413308,0.02768190315602552,4.734732665438522,nan,nan,True,True,True,True
0.12,199.96505737304688,-199.96505737304688,-4.965066432952881,199.96315250394488,-200.00567689279893,-4.9746970306335845,0.04178902155914836,1.0004031143902965,1.0004031143902965,0.00020746689984599585,0.44870451803276373,5.140277090209238,nan,nan,True,True,True,True
0.13,199.96463012695312,-199.96463012695312,-4.964635848999023,199.96271273409758,-200.00878098355705,-4.974341991052597,0.04524581447809943,1.0004730988480575,1.0004730988480575,0.000232756991578682,0.40670549333526745,5.126959034920253,nan,nan,True,True,True,True
0.14,199.9643096923828,-199.9643096923828,-4.964308738708496,199.9623770343594,-200.01198885524641,-4.96210741701938,0.047769064838955246,1.0005486826865908,1.0005486826865908,0.00020331264016074373,0.026110102428741885,4.7702418442612435,nan,nan,True,True,True,True
0.15,199.96408081054688,-199.96408081054688,-4.964083671569824,199.94886543598417,-200.01309562039663,-4.9624369873028895,0.051348522634692466,1.000423869832177,1.000423869832177,0.0002033478705987416,0.01596747548331088,6.8036191595737945,nan,nan,True,True,True,True
0.16,199.96395874023438,-199.96395874023438,-4.96396017074585,199.94784913351722,-200.01636115460363,-4.95685235279898,0.05528158406082591,1.0004822670248124,1.0004822670248124,0.000180793006185342,0.28244562311557053,7.046492153331883,nan,nan,True,True,True,True
0.17,199.96392822265625,-199.96392822265625,-4.963936805725098,199.94693361120355,-200.01972756455189,-4.95608048053641,0.05885664975076968,1.00054443243672,1.00054443243672,0.00020170039831695133,0.30940808572006195,7.0716739018918595,nan,nan,True,True,True,True
0.18,199.96400451660156,-199.96400451660156,-4.964012145996094,199.9461178675063,-200.02319369807165,-4.963036238784347,0.061840470679337456,1.0006103662124004,1.0006103662124004,0.00018025314004452552,0.00910461135679773,6.728020310061761,nan,nan,True,True,True,True
0.19,199.9641876220703,-199.9641876220703,-4.964186668395996,199.94540084797163,-200.02675847236412,-4.9628893444707725,0.0653432264040608,1.0006800684963535,1.0006800684963535,0.00020157169349108254,0.012614785118103478,6.70271806351153,nan,nan,True,True,True,True
0.2,199.96444702148438,-199.96444702148438,-4.9644575119018555,199.93553241989005,-200.01115586939306,-4.963851251340893,0.05493758467737107,1.0005678340570063,1.0005678340570063,0.00016562430288462397,0.005235248466887046,5.54134927225486,nan,nan,True,True,True,True
0.21,199.96482849121094,-199.96482849121094,-4.96482515335083,199.934547018035,-200.0139514928018,-4.964109264825901,0.057710912307640715,1.0006260336518868,1.0006260336518868,0.00018336416277337354,0.00612291828989501,5.498650036765094,nan,nan,True,True,True,True
0.22,199.9652862548828,-199.9652862548828,-4.965288162231445,199.93365722060264,-200.01684278087563,-4.963743379538933,0.060505020746314586,1.0006870731532063,1.0006870731532063,0.00016562046358189022,0.018064526397250622,5.540403282444472,nan,nan,True,True,True,True
0.23,199.96583557128906,-199.96583557128906,-4.965845108032227,199.93286219924934,-200.01982886172976,-4.964157500605026,0.06328796643211117,1.0007509527054648,1.0007509527054648,0.00018322045245407794,0.019543734175561746,5.545525431270553,nan,nan,True,True,True,True
0.24,199.96649169921875,-199.96644592285156,-4.966495990753174,199.9321610430999,-200.02288939518377,-4.953287671897926,0.06737150143382836,1.0008176724531628,1.0008176724531628,0.00016530434522311815,1.059745655379016,6.5867187586648335,nan,nan,True,True,True,True
0.25,199.9672393798828,-199.9670867919922,-4.967238903045654,199.91056630677437,-200.0156685949919,-4.952556004372808,0.0760763847175596,1.0007118135101392,1.0007118135101392,0.0001701416150091115,1.2726743722321685,9.034308226908967,nan,nan,True,True,True,True
0.26,199.9680633544922,-199.9677276611328,-4.968072891235352,199.90921014930407,-200.01836630654876,-4.949753593783097,0.07977198022877587,1.0007698933505491,1.0007698933505491,0.00015459730526529573,2.176802822678216,9.889293648571742,nan,nan,True,True,True,True
0.27,199.968994140625,-199.96835327148438,-4.9689788818359375,199.9079449649845,-200.02106391069822,-4.949770562015416,0.08291183801511415,1.0008302519759107,1.0008302519759107,0.00016941993433804899,2.1842812309696913,9.999645883161053,nan,nan,True,True,True,True
0.28,199.97000122070312,-199.96897888183594,-4.969911575317383,199.90676974481036,-200.02375514167207,-4.957012173240297,0.08464663465938177,1.000892889530724,1.000892889530724,0.00015375146915452432,1.0892232048584811,8.830188723112744,nan,nan,True,True,True,True
0.29,199.9711151123047,-199.96958923339844,-4.9708476066589355,199.90568364500933,-200.02643682235166,-4.957416413193692,0.08771158555241096,1.0009578061594893,1.0009578061594893,0.00016804784254403524,1.0809914482260683,8.916551924488534,nan,nan,True,True,True,True
0.3,199.97230529785156,-199.97019958496094,-4.971776485443115,199.91687149278476,-200.0349411354646,-4.956720721332129,0.08655085868302259,1.0008558006496362,1.0008558006496362,0.00014536977428052428,1.5665646568680547,10.116742684894414,nan,nan,True,True,True,True
0.31,199.97357177734375,-199.9707794189453,-4.972692489624023,199.91636727983033,-200.03779519985085,-4.957120740506345,0.08947596770488743,1.0009138000273874,1.0009138000273874,0.00015800380722330657,1.5423989630172936,10.169199520268881,nan,nan,True,True,True,True
0.32,199.97494506835938,-199.9713592529297,-4.973593235015869,199.91594928038117,-200.040637718028,-4.960175006616022,0.09197857130297862,1.0009737024100318,1.0009737024100318,0.0001440576086840928,1.2581112028872274,9.929564286270796,nan,nan,True,True,True,True
0.33,199.9763946533203,-199.97193908691406,-4.974477291107178,199.91561682872492,-200.04346868679343,-4.960655116774268,0.09487613042667858,1.0010355079420696,1.0010355079420696,0.00015615947696313384,1.2322461344628914,9.84218711494568,nan,nan,True,True,True,True
0.34,199.97792053222656,-199.9724884033203,-4.975344181060791,199.91536901159623,-200.04628831617345,-4.9639952560477605,0.09740594421927629,1.001099216768001,1.001099216768001,0.00014231320052167967,0.9143815352969898,9.612670365786528,nan,nan,True,True,True,True
0.35000000000000003,199.9795379638672,-199.97303771972656,-4.976194381713867,199.90548064585468,-200.08415090208322,-4.964065219412348,0.13408110315315408,1.0009997922080285,1.0009997922080285,0.00014806836890546993,1.0113847672715333,19.108940189028942,nan,nan,True,True,True,True
0.36,199.98123168945312,-199.97357177734375,-4.977027416229248,199.90512102733786,-200.0879508914103,-4.969967240231761,0.13756911247582457,1.0010577337130937,1.0010577337130937,0.00013555602334560014,0.38657122294513707,18.510641727705767,nan,nan,True,True,True,True
0.37,199.98301696777344,-199.97409057617188,-4.97784423828125,199.90484313222794,-200.09174015312394,-4.970667880334248,0.14143575090576369,1.0011173090006462,1.0011173090006462,0.00014592245031665502,0.3728582678397594,18.5974972892913,nan,nan,True,True,True,True
