t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,2.0,usv2|usv4,xy:init,5.504742710197079,nan,2.0,2.0,2.0,0.00010325901577315326,1.0,survey,0.6955041714504264,0.9565667943440764,0.4,0.20782047421990324
0.02,2.0,usv2|usv4,xy:dwell_hold,5.5047560989365065,nan,2.0,2.0,2.0,0.011654727989753191,0.9999916666666666,survey,0.6955088362662715,0.95656652846517,0.39999666666666667,0.20784792926918105
0.03,2.0,usv2|usv4,xy:dwell_hold,5.50476296870321,nan,2.0,2.0,2.0,0.010971035521290154,0.9999833333333332,survey,0.6955173819413604,0.9565666492819561,0.3999933333333333,0.20789362852759985
0.04,2.0,usv2|usv4,xy:dwell_hold,5.50476098495639,nan,2.0,2.0,2.0,0.026514040832849136,0.9999749999999998,survey,0.6955301748478019,0.9565677757980321,0.39998999999999996,0.20795754684491308
0.05,2.0,usv2|usv4,xy:dwell_hold,5.505097798022124,nan,2.0,2.0,2.0,0.022475576677085374,0.9999666666666664,survey,0.6955006984495838,0.9565641943759693,0.3999866666666666,0.2078242424533444
0.06,2.0,usv2|usv4,xy:dwell_hold,5.505160916542707,nan,2.0,2.0,2.0,0.01520297496099386,0.9999583333333331,survey,0.6955004171402099,0.9565629827436782,0.39998333333333325,0.20782980413668206
0.07,2.0,usv2|usv4,xy:dwell_hold,5.505217506494358,nan,2.0,2.0,2.0,0.017940980607180614,0.9999499999999997,survey,0.6955006259150074,0.9565622622203427,0.3999799999999999,0.2078363429140091
0.08,2.0,usv2|usv4,xy:dwell_hold,5.5052695356649215,nan,2.0,2.0,2.0,0.020844103073472158,0.9999416666666663,survey,0.6955010436611445,0.9565615613744111,0.39997666666666654,0.20784386751582296
0.09,2.0,usv2|usv4,xy:dwell_hold,5.505317415930024,nan,2.0,2.0,2.0,0.02359593016490113,0.9999333333333329,survey,0.6955016214424311,0.9565607981079696,0.3999733333333332,0.20785237955491365
0.1,2.0,usv2|usv4,xy:dwell_hold,5.504863627200867,nan,2.0,2.0,2.0,0.018138694251164367,0.9999249999999995,survey,0.6954988933480153,0.9565624333280838,0.3999699999999998,0.20783716675582542
0.11,2.0,usv2|usv4,xy:dwell_hold,5.504853325473654,nan,2.0,2.0,2.0,0.02015762240173495,0.9999166666666661,survey,0.695498959829455,0.9565618700296937,0.39996666666666647,0.207842522391527
0.12,2.0,usv2|usv4,xy:dwell_hold,5.504838895207426,nan,2.0,2.0,2.0,0.022178449871476928,0.9999083333333327,survey,0.6954991160169635,0.9565612883336471,0.3999633333333331,0.20784838175054343
0.13,2.0,usv2|usv4,xy:dwell_hold,5.504820405251238,nan,2.0,2.0,2.0,0.024202771108087683,0.9998999999999993,survey,0.6954993599028867,0.9565606848342406,0.39995999999999976,0.20785474501171197
0.14,2.0,usv2|usv4,xy:dwell_hold,5.504799084297843,nan,2.0,2.0,2.0,0.027806035648612344,0.999891666666666,survey,0.6954995319560323,0.9565597918402283,0.3999566666666664,0.20786161759280974
0.15,2.0,usv2|usv4,xy:dwell_hold,5.50510620871263,nan,2.0,2.0,2.0,0.03306104091403995,0.9998833333333326,survey,0.6954934787666737,0.9565545098638447,0.39995333333333305,0.20785053090850114
0.16,2.0,usv2|usv4,xy:dwell_hold,5.505098357972404,nan,2.0,2.0,2.0,0.035534422313106294,0.9998749999999992,survey,0.695493267961784,0.9565535001867007,0.3999499999999997,0.20785583924881845
