policy,rmse_mean,rmse_std,rmse_ci_lo,rmse_ci_hi,crlb_eff_mean,nees_pct_mean,nis_pct_mean,avg_beacons,energy_mean_Wh,energy_savings_pct,switch_count_mean
imu_dvl_depth,2.528632304517687,0.9664753186962204,2.1827835534140365,2.8744810556213376,1.220077104900554,84.49388888888889,nan,4.0,0.0,100.0,0.0
imu_dvl_depth_all4,0.7905154977549735,0.23266029710168878,0.707259079688787,0.8737719158211601,1.0270301757709857,19.899222222222225,94.83027267668335,4.0,13.333333333321207,0.0,0.0
adaptive,0.8755470510696408,0.2822691194299131,0.7745383439237038,0.9765557582155778,1.0736627312988278,28.98566666666667,96.03420483733682,2.0000333333333336,6.666777777771718,49.99916666666664,40.2
