t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010273414601982236,0.00010273414601982236,0.0004221807001958135,1.0552194318271157e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.000400000244,1.0,,,,,
0.02,0.05985008172003292,0.05985008172003292,4.0805652375948105,3.9754359267970023,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.001200002424001,1.0,,,,,
0.03,0.05822434907439333,0.05822434907439333,3.689864935594531,3.0572814152598866,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.002400008476002,1.0,,,,,
0.04,0.008972920563426317,0.008972920563426317,1.296751604192637,0.029891650636802963,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.004000020336004,1.0,,,,,
0.05,0.04553266421374261,0.04553266421374261,5.710210798071885,0.00434542947914459,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00184201883679,1.0,,,,,
0.06,0.055050107248950896,0.055050107248950896,5.701555650217312,0.007962080059961338,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.002412494685853,1.0,,,,,
0.07,0.0646390749966084,0.0646390749966084,5.704547159684767,0.023368301311843517,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00305033241278,1.0,,,,,
0.08,0.07666391249198981,0.07666391249198981,6.598853865270988,0.9330983348366858,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00375553395357,1.0,,,,,
0.09,0.08660835891917729,0.08660835891917729,6.473937577159467,0.875776052277269,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.004528101244224,1.0,,,,,
0.1,0.08078527933665985,0.08078527933665985,7.713625192908154,0.16846308942960272,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.003838871140943,1.0,,,,,
0.11,0.08891806959467025,0.08891806959467025,7.632933059058114,0.11494142573348726,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.004425012779555,1.0,,,,,
0.12,0.09727162037811742,0.09727162037811742,7.776800884096379,0.23700720125039562,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00504793571171,1.0,,,,,
0.13,0.10542587274303085,0.10542587274303085,7.700982065216843,0.16770374006849303,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00570764187341,1.0,,,,,
0.14,0.11329273789480511,0.11329273789480511,7.567263616274612,0.04474157956010916,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.006404133200652,1.0,,,,,
0.15,0.09181158614631182,0.09181158614631182,6.283013502869044,0.035955482015641846,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.00584551393592,1.0,,,,,
0.16,0.1048250924393676,0.1048250924393676,9.93478361911849,3.7063313625214507,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.006437532367446,1.0,,,,,
0.17,0.11123690607374129,0.11123690607374129,9.229876238839758,3.0271332613210467,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.007054851456342,1.0,,,,,
0.18,0.11592313840574847,0.11592313840574847,9.610728661970015,3.395411236089894,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.007697473138608,1.0,,,,,
0.19,0.12230377645808818,0.12230377645808818,8.964524382740812,2.766493687097276,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,12.008365399350243,1.0,,,,,
