t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010314410936100039,0.00010314410936100039,0.0004255586230921649,1.0637643531318093e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.3335333333714585,1.0,,,,,
0.02,0.02268066387235181,0.02268066387235181,0.669228094795573,0.5633996422121861,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334133333698584,1.0,,,,,
0.03,0.024947262728475098,0.024947262728475098,0.6658091562392796,0.5924703536540112,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.33513333460371,0.9999166666666667,,,,,
0.04,0.023896691147566228,0.023896691147566228,1.084426609442219,0.9466662512782286,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.336533336375836,0.9998333333333334,,,,,
0.05,0.047566823222933194,0.047566823222933194,13.322906917252276,0.8384769054401225,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.333605653048531,0.99975,,,,,
0.06,0.053872329704006815,0.053872329704006815,13.449299056675667,0.8270249967375239,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.333725471370367,0.9996666666666667,,,,,
0.07,0.06149296462808101,0.06149296462808101,13.467344554341446,0.6972013377162691,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.333867075159467,0.9995833333333334,,,,,
0.08,0.0676257397151253,0.0676257397151253,12.810067284235327,0.005547016819744712,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334030464704834,0.9995,,,,,
0.09,0.0757780672771046,0.0757780672771046,12.82614726205761,0.02015558804604734,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334215640295466,0.9994166666666667,,,,,
0.1,0.036408075618436654,0.036408075618436654,5.224044467870051,0.24084064008507441,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.333893219411512,0.9993333333333334,,,,,
0.11,0.04003436405455895,0.04003436405455895,5.106592457116562,0.3261149048642568,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334010791670948,0.9992500000000001,,,,,
0.12,0.042890050482727426,0.042890050482727426,5.047261132459406,0.1719473113325621,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.3341395621139265,0.9991666666666668,,,,,
0.13,0.046440189196880394,0.046440189196880394,4.920262952961853,0.2308975075442841,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.3342795310294475,0.9990833333333334,,,,,
0.14,0.052738947195580234,0.052738947195580234,6.403735170655612,1.7470271153281893,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334430698706515,0.9990000000000001,,,,,
0.15,0.03222646374313958,0.03222646374313958,3.377731060344682,1.5721819915746094,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334181072997687,0.9989166666666668,,,,,
0.16,0.0343231402320945,0.0343231402320945,3.7663055927792084,2.044153621525201,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334297867382958,0.9988333333333335,,,,,
0.17,0.03654223268786494,0.03654223268786494,3.7905831774690038,2.1382396127287864,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334422198206773,0.9987500000000001,,,,,
0.18,0.033404546337141246,0.033404546337141246,2.1445958804033496,0.6301768218975148,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334554065758134,0.9986666666666668,,,,,
0.19,0.035244799446395636,0.035244799446395636,2.2330443626407313,0.6617922622032086,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.33469347032604,0.9985833333333335,,,,,
0.2,0.0430799875571386,0.0430799875571386,3.1155792958244315,0.055337255372055874,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334469001447346,0.9985000000000002,,,,,
0.21,0.04511021588037618,0.04511021588037618,3.115539781840068,0.06514728243628044,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334585400637107,0.9984166666666668,,,,,
0.22,0.04710203452237167,0.04710203452237167,3.2257658349572496,0.03942262303500685,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334707479639746,0.9983333333333335,,,,,
0.23,0.04913311210568912,0.04913311210568912,3.103870680946752,0.04635474424887662,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334835238744263,0.9982500000000002,,,,,
0.24,0.05112782335745586,0.05112782335745586,3.09653417963334,0.038951824938333116,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334968678239659,0.9981666666666669,,,,,
0.25,0.07757052940670825,0.07757052940670825,8.359597772133798,0.09405046482907418,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.334756960353611,0.9980833333333335,,,,,
