t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010329540865197847,0.00010329540865197847,0.00042680801956269915,1.0668874560919763e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.068693150723057,1.0,,,,,
0.02,0.0031016436317398404,0.0031016436317398404,0.10786731213054093,0.0020144400529323514,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.069293151050182,1.0,,,,,
0.03,0.006343579783663969,0.006343579783663969,0.10721435289981388,0.01006045930796071,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.070293151955308,0.9999305555555555,,,,,
0.04,0.013321103809618682,0.013321103809618682,0.2958853071580704,0.20650989277791473,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.071693153727434,0.9998611111111111,,,,,
0.05,0.035010661380618646,0.035010661380618646,8.699479482504314,0.12522673391725475,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.0687654704001295,0.9997916666666666,,,,,
0.06,0.04381843682914485,0.04381843682914485,9.404599062361882,0.7923472292522786,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.068885288721965,0.9997222222222222,,,,,
0.07,0.04981664615680911,0.04981664615680911,9.390963036449351,0.6590651947294158,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.069026892511065,0.9996527777777777,,,,,
0.08,0.05855506014686167,0.05855506014686167,10.767745852717331,1.8496796523656782,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.069190282056432,0.9995833333333333,,,,,
0.09,0.06463615143654422,0.06463615143654422,10.759041072895515,1.5842720122850478,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.069375457647064,0.9995138888888888,,,,,
0.1,0.07145120917103796,0.07145120917103796,18.464682698900518,2.281738791767502,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,4.06905303676311,0.9994444444444444,,,,,
