t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010311383543138721,0.00010311383543138721,0.0004253088473524766,1.0631399917176827e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.068693150723057,1.0,,,,,
0.02,0.013033638909948655,0.013033638909948655,0.28606704016179313,0.1802378682477344,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069293151050182,1.0,,,,,
0.03,0.012216898696945495,0.012216898696945495,0.2872454480425474,0.1191295131509932,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07029315195531,0.9999305555555555,,,,,
0.04,0.01019069334288429,0.01019069334288429,0.2950022088000589,0.06812076488323353,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.071693153727438,0.9998611111111111,,,,,
0.05,0.009614279022373568,0.009614279022373568,0.4750891988130904,0.11706483933775795,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.06876547040013,0.9997916666666666,,,,,
0.06,0.014135236755136152,0.014135236755136152,0.8405488531054339,0.45957489511328753,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.068885288721965,0.9997222222222222,,,,,
0.07,0.015659034345726092,0.015659034345726092,0.8413727290924973,0.5031030410555394,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.06902689251107,0.9996527777777777,,,,,
0.08,0.019409915330255784,0.019409915330255784,1.3558638897846937,1.0613502221045974,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069190282056432,0.9995833333333333,,,,,
0.09,0.021049933910843126,0.021049933910843126,1.354040756927267,1.0821689825746634,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069375457647066,0.9995138888888888,,,,,
0.1,0.028503489054629922,0.028503489054629922,3.4402382539541665,0.5485370824955305,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069053036763112,0.9994444444444444,,,,,
0.11,0.0314919511454595,0.0314919511454595,3.528155330097411,0.5704470007546298,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069170609022546,0.9993749999999999,,,,,
0.12,0.034587657206401314,0.034587657206401314,3.6242401610215227,0.8104399960295259,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069299379465527,0.9993055555555554,,,,,
0.13,0.03756765307683957,0.03756765307683957,3.6989430095654683,0.814410394547118,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.06943934838105,0.999236111111111,,,,,
0.14,0.04405674974500641,0.04405674974500641,5.377557536643172,2.505434930265925,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069590516058113,0.9991666666666665,,,,,
0.15,0.02792005655879069,0.02792005655879069,3.286260600592565,2.495212437605922,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069340890349288,0.9990972222222221,,,,,
0.16,0.024036476805958898,0.024036476805958898,2.250770528557005,1.4510124997298286,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.06945768473456,0.9990277777777776,,,,,
0.17,0.025439119017461195,0.025439119017461195,2.227635138366644,1.416312309203936,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069582015558375,0.9989583333333332,,,,,
0.18,0.027423842973494764,0.027423842973494764,2.7807662925500227,1.8847853522615374,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069713883109735,0.9988888888888887,,,,,
0.19,0.02885475438589129,0.02885475438589129,2.7073323066869155,1.8261781476706727,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069853287677642,0.9988194444444443,,,,,
0.2,0.03015894724134377,0.03015894724134377,3.0142837070505895,1.638707736848044,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069628818798947,0.9987499999999998,,,,,
0.21,0.03165137919847164,0.03165137919847164,3.002584965061625,1.586873233608331,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069745217988707,0.9986805555555553,,,,,
0.22,0.03122063405116814,0.03122063405116814,2.529505487443156,1.1434933129455853,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069867296991344,0.9986111111111109,,,,,
0.23,0.03264167256677701,0.03264167256677701,2.5713218164763014,1.093129434733638,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069995056095863,0.9985416666666664,,,,,
0.24,0.03459867313799645,0.03459867313799645,3.011859102455663,1.5022285360958592,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07012849559126,0.998472222222222,,,,,
0.25,0.020607172876399484,0.020607172876399484,2.2754196187190585,2.03713324933939,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.069916777705213,0.9984027777777775,,,,,
0.26,0.015638527674815585,0.015638527674815585,1.2980327312499083,1.0263598657593458,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07003293738603,0.9983333333333331,,,,,
0.27,0.01618063788325048,0.01618063788325048,1.2828731191716773,0.9907493889935163,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070153654636755,0.9982638888888886,,,,,
0.28,0.011318448996937534,0.011318448996937534,0.486832795402761,0.16698095056568293,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070278929746383,0.9981944444444442,,,,,
0.29,0.011713362154075901,0.011713362154075901,0.4853725449633612,0.15426349323296773,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07040876300391,0.9981249999999997,,,,,
0.3,0.029014491832486215,0.029014491832486215,1.657425250543669,0.663068019095351,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070204751984207,0.9980555555555553,,,,,
0.31,0.03006847809262099,0.03006847809262099,1.6558542820993847,0.6787534125133913,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070320750739707,0.9979861111111108,,,,,
0.32,0.029336879187698922,0.029336879187698922,1.0433026325234056,0.07162603146857092,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070440555504998,0.9979166666666663,,,,,
0.33,0.030246204815671238,0.030246204815671238,0.9610024202710981,0.0755233675764742,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070564166569074,0.9978472222222219,,,,,
0.34,0.0310337219854839,0.0310337219854839,0.9933128302525965,0.019811326988150066,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070691584220935,0.9977777777777774,,,,,
0.35000000000000003,0.03161231488156714,0.03161231488156714,0.9971530365634653,0.014282071774701716,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07049273510099,0.997708333333333,,,,,
0.36,0.03269253091630165,0.03269253091630165,1.1210683110234063,0.1193364879254781,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07060861811112,0.9976388888888885,,,,,
0.37,0.033592970685868404,0.033592970685868404,1.1595684828500157,0.12272415523734465,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070727768686226,0.9975694444444441,,,,,
0.38,0.03442897362968284,0.03442897362968284,1.1094466828327354,0.1239768684735398,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070850187115305,0.9974999999999996,,,,,
0.39,0.03531688172387756,0.03531688172387756,1.126592448960873,0.12680599425329242,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070975873687363,0.9974305555555552,,,,,
0.4,0.027455544205160557,0.027455544205160557,0.6752296269159388,0.0010061179110327475,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.070780723764678,0.9973611111111107,,,,,
0.41000000000000003,0.02811203610413476,0.02811203610413476,0.7274856740119419,0.0012339094794986888,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.07089651938817,0.9972916666666662,,,,,
0.42,0.028778855443122222,0.028778855443122222,0.6709755167439353,0.024986771906290603,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.071015177900158,0.9972222222222218,,,,,
