seed,runtime_seconds,pos_rmse_total,pos_rmse_x,pos_rmse_y,pos_rmse_z,vel_rmse_total,vel_rmse_x,vel_rmse_y,vel_rmse_z,final_position_error,nees_full_avg,nees_full_lower,nees_full_upper,nees_full_percent_inside,nees_full_is_consistent,nees_pos_avg,nees_pos_lower,nees_pos_upper,nees_pos_percent_inside,nis_dvl_avg,nis_dvl_lower,nis_dvl_upper,nis_dvl_percent_inside,nis_depth_avg,nis_depth_lower,nis_depth_upper,nis_depth_percent_inside,nis_acoustic_avg,nis_acoustic_lower,nis_acoustic_upper,nis_acoustic_percent_inside
0,10.574259242002881,0.44250946650027256,0.40372126751261184,0.18106000393795318,0.0064063308027689884,0.05923146470598894,0.04347119994824138,0.038284246484577115,0.012366796569240732,0.11467414342191337,9.724683912789057,5.91266388956588,6.087967543205353,65.14999999999999,False,5.368268927175676,2.9383368160929217,3.0622946141559546,69.73333333333333,4.44238950060999,2.8629948972790666,3.1401621530530086,85.91666666666666,0.6138052102345927,0.9494595855155287,1.0518325106321642,96.65757162346522,0.3143155357875175,0.6722349042629772,1.391820439665056,94.91525423728814
1,10.672199213000567,1.1748869811951272,1.1588936159077923,0.19306360665361297,0.007172822028998079,0.06289891825430563,0.04497735795959512,0.042488562494096126,0.011315177670790435,1.8108209585637347,12.2329954377133,5.91266388956588,6.087967543205353,73.6,False,8.164037957090342,2.9383368160929217,3.0622946141559546,71.6,4.655193111559032,2.8629948972790666,3.1401621530530086,84.41666666666666,0.6321206076089172,0.9495444459589308,1.0517432585063724,95.92114208021754,0.6914871950863963,0.6722349042629772,1.391820439665056,93.22033898305084
2,10.63515033600197,0.36721137678221155,0.3277632628636339,0.16545598226346997,0.006305290516867745,0.06422402969417765,0.039696379687319906,0.04896167274491034,0.012315763553229565,0.19875607051631722,8.993762205436793,5.91266388956588,6.087967543205353,66.56666666666666,False,4.562191024095284,2.9383368160929217,3.0622946141559546,69.5,4.746132646910129,2.8629948972790666,3.1401621530530086,82.41666666666667,0.6471417293252091,0.9496120261206724,1.0516721864350382,96.30508474576271,0.41953108317804705,0.6722349042629772,1.391820439665056,98.30508474576271
3,10.607748223999806,0.5566241109982124,0.5234182756421978,0.18927029559072592,0.006361200774836256,0.07635359139203808,0.06305263700135724,0.041415663617600074,0.011788922459291539,0.7950871985931085,10.910032776192637,5.91266388956588,6.087967543205353,66.36666666666666,False,5.847802489088505,2.9383368160929217,3.0622946141559546,71.1,4.3739759827925555,2.8629948972790666,3.1401621530530086,85.91666666666666,0.6329634436035232,0.9495359792254247,1.0517521630642477,96.83781026861612,0.351029154218267,0.6722349042629772,1.391820439665056,98.30508474576271
4,10.77081830699899,0.6077064136356749,0.5812353853697043,0.17728339041901278,0.006565930977754294,0.06306157716986588,0.05045819963721061,0.03611979806622857,0.011229104691702584,1.4718239349342084,10.353607829762783,5.91266388956588,6.087967543205353,54.383333333333326,False,5.818165621851978,2.9383368160929217,3.0622946141559546,66.08333333333334,4.569197214733101,2.8629948972790666,3.1401621530530086,86.16666666666667,0.6080671781312172,0.9496204544814902,1.0516633229166654,96.30633683497119,0.5976339095267046,0.6722349042629772,1.391820439665056,94.91525423728814
5,10.718022525001288,0.9759926372109939,0.955611061147273,0.19827476600157837,0.007499657997103007,0.08102333109525582,0.05757545648669408,0.0554515935524475,0.013227538116157496,0.22209606729839354,13.200734227110562,5.91266388956588,6.087967543205353,69.89999999999999,False,7.871174281054969,2.9383368160929217,3.0622946141559546,72.43333333333334,4.608650671505827,2.8629948972790666,3.1401621530530086,84.0,0.6479331059325644,0.9496035935105729,1.0516810544978001,96.57511020684979,0.62862768276237,0.6722349042629772,1.391820439665056,93.22033898305084
6,10.676920778998465,0.2536757180240892,0.19274186285164374,0.16478692321159785,0.006871255923804907,0.06264677357486623,0.039767235527359925,0.045971813993912695,0.015158414691554607,0.49013034458814847,9.030394654156414,5.91266388956588,6.087967543205353,72.33333333333334,False,4.67848274826398,2.9383368160929217,3.0622946141559546,76.16666666666667,4.552539934775198,2.8629948972790666,3.1401621530530086,85.08333333333333,0.6240555301444327,0.9496288785966001,1.0516544639388088,96.4769647696477,0.49015755295347885,0.6722349042629772,1.391820439665056,96.61016949152543
7,10.577844782001193,1.324822301722774,1.31306191851133,0.17600072118551235,0.006802605350562634,0.07799206564882845,0.0588204771395311,0.04969258390456736,0.01239196829146142,1.801692266940934,11.103433600052485,5.91266388956588,6.087967543205353,77.2,False,6.260387469737419,2.9383368160929217,3.0622946141559546,77.46666666666667,4.437269959449965,2.8629948972790666,3.1401621530530086,85.25,0.6365893638039436,0.9496288785966001,1.0516544639388088,96.57859078590786,0.4118070141926856,0.6722349042629772,1.391820439665056,94.91525423728814
8,10.67762860700168,0.9148336369355645,0.8929743190578371,0.19869888523447204,0.006016791380954226,0.0845526187823094,0.07074706758636812,0.044069804552117946,0.014207395877307646,1.2610966912675161,11.90963782926599,5.91266388956588,6.087967543205353,69.36666666666666,False,6.597464325231344,2.9383368160929217,3.0622946141559546,73.31666666666666,4.552172486799146,2.8629948972790666,3.1401621530530086,85.83333333333333,0.6477759768899679,0.9495105533206353,1.051778904230312,96.35806671204902,0.34423021102632445,0.6722349042629772,1.391820439665056,100.0
9,10.626526547999674,0.510859648957878,0.4792047975522884,0.17692038461457466,0.006286528777277809,0.06998931364263562,0.05815469903682612,0.03686493594713051,0.012550358629033365,0.762714050477304,9.99543734483786,5.91266388956588,6.087967543205353,64.03333333333333,False,5.701737519804506,2.9383368160929217,3.0622946141559546,70.41666666666667,4.474626788425006,2.8629948972790666,3.1401621530530086,85.08333333333333,0.6272450540544771,0.9495782701487872,1.0517076859912249,95.96062457569586,0.3764751084946835,0.6722349042629772,1.391820439665056,93.22033898305084
10,10.8839139720003,0.7899155594328853,0.7605958702496989,0.2131079719593954,0.006745775020392744,0.06139292313247325,0.04780969002073903,0.034494543875668554,0.01713041136926337,1.3709135513326642,11.855786917968274,5.91266388956588,6.087967543205353,62.4,False,7.300434690228629,2.9383368160929217,3.0622946141559546,65.45,4.508760442436005,2.8629948972790666,3.1401621530530086,85.16666666666667,0.6586788823902525,0.9495698205057418,1.0517165722703705,95.99320882852292,0.4326499809856061,0.6722349042629772,1.391820439665056,96.61016949152543
11,10.747349239998584,0.3470143724861134,0.30782444236484735,0.160017818784109,0.007575293147975345,0.06762638977309725,0.05219659374266535,0.04013998917800756,0.015415105065988557,0.04369685896270484,9.100661060101956,5.91266388956588,6.087967543205353,65.83333333333333,False,4.7214057108529,2.9383368160929217,3.0622946141559546,70.16666666666667,4.688621749822395,2.8629948972790666,3.1401621530530086,85.41666666666666,0.6424898717488359,0.9495698205057418,1.0517165722703705,96.6723259762309,0.515799348588141,0.6722349042629772,1.391820439665056,96.61016949152543
12,10.757842089002224,0.25258829927180126,0.17913784518088915,0.17795576223286536,0.006498310633443278,0.0697211456809599,0.049040303829778434,0.04529264277388586,0.020116243831933788,0.0770071322390659,9.754015344595562,5.91266388956588,6.087967543205353,63.2,False,5.323379735391987,2.9383368160929217,3.0622946141559546,72.18333333333334,4.510880859799649,2.8629948972790666,3.1401621530530086,85.41666666666666,0.6526505169557515,0.9496961190994295,1.0515837551112317,95.97972972972974,0.34851154103680465,0.6722349042629772,1.391820439665056,96.61016949152543
