t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,rank_xy,rank_3d,n_active,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.24,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.04712387786404279,0.9999993611111119,cruise,0.2688520521442125,2.7215703374727592e-05,0.7499995208333339,0.21919294021262492
0.25,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.028215782651592,0.9999993333333341,cruise,0.2688499596736784,2.7099360547378502e-05,0.7499995000000006,0.21918279996702272
0.26,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.029964009075603894,0.9999993055555564,cruise,0.26885100084491864,2.7014697761896916e-05,0.7499994791666673,0.21918824873018772
0.27,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.03120290925703281,0.9999992777777786,cruise,0.26885208671800176,2.6936563645076563e-05,0.749999458333334,0.21919390468089495
0.28,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.03163436175260805,0.9999992500000009,cruise,0.26885319599419,2.6824376497505125e-05,0.7499994375000006,0.21919976277970543
0.29,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0328457234957706,0.9999992222222231,cruise,0.26885436668633256,2.6739810206483344e-05,0.7499994166666674,0.2192058589061453
0.3,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.045631662137962783,0.9999991944444454,cruise,0.26885237257781963,2.6665853739526194e-05,0.7499993958333341,0.21919610450474836
0.31,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.04713464463466396,0.9999991666666677,cruise,0.2688534180357423,2.6588950819206284e-05,0.7499993750000007,0.21920155530166263
0.32,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.04906724073568472,0.9999991388888899,cruise,0.2688545183762374,2.6540951152809272e-05,0.7499993541666674,0.21920720825330398
0.33,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.050619906208747206,0.9999991111111122,cruise,0.26885564760851244,2.6481278749501132e-05,0.7499993333333341,0.21921303484568733
0.34,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.050785075584830024,0.9999990833333344,cruise,0.26885678573960436,2.638459460513158e-05,0.7499993125000008,0.21921899846150783
0.35000000000000003,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05271388452206253,0.9999990555555567,cruise,0.26885485257803166,2.6321908302721635e-05,0.7499992916666676,0.21920952061940002
0.36,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05337768337412204,0.9999990277777789,cruise,0.26885588053319,2.6221289917506074e-05,0.7499992708333342,0.21921494319115475
0.37,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05484395071002118,0.9999990000000012,cruise,0.26885699172935196,2.619919089068915e-05,0.7499992500000009,0.21922058566953184
0.38,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05614524459304241,0.9999989722222234,cruise,0.2688581147063397,2.614356940518748e-05,0.7499992291666676,0.21922637085818408
0.39,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.057595485484226695,0.9999989444444457,cruise,0.26885929694775595,2.6133164097122364e-05,0.7499992083333342,0.2192323393285358
0.4,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07344151792023997,0.999998916666668,cruise,0.2688574256740278,2.6109669804852923e-05,0.7499991875000009,0.2192230729456256
0.41000000000000003,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07524157112408528,0.9999988888888902,cruise,0.268858517314797,2.60993872607479e-05,0.7499991666666677,0.21922858810583157
0.42,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07706771536316528,0.9999988611111125,cruise,0.26885964502038356,2.6103902770379997e-05,0.7499991458333344,0.21923424659499025
0.43,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07887846609471995,0.9999988333333347,cruise,0.2688607988171139,2.6103470282735627e-05,0.7499991250000011,0.21924004790986085
0.44,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0806853497827436,0.999998805555557,cruise,0.268861990241177,2.6124340984646517e-05,0.7499991041666677,0.219245984103422
0.45,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07925571942540104,0.9999987777777792,cruise,0.2688601769575099,2.6140319144941872e-05,0.7499990833333344,0.21923690898968562
0.46,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08106679770513482,0.9999987500000015,cruise,0.2688612756969989,2.6146159241019754e-05,0.7499990625000011,0.21924241933689026
0.47000000000000003,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08281310625678177,0.9999987222222237,cruise,0.2688624272058926,2.6194294556683366e-05,0.7499990416666678,0.2192480877930698
0.48,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08449419611680668,0.999998694444446,cruise,0.2688636114754598,2.625024030911465e-05,0.7499990208333345,0.21925390052652427
0.49,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08622668637977761,0.9999986666666683,cruise,0.2688648272329611,2.6327082086727563e-05,0.7499990000000012,0.21925981845958709
0.5,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.06659655026418446,0.9999986388888905,cruise,0.26886303103112635,2.6337323851505043e-05,0.7499989791666679,0.2192508430960013
0.51,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.06793257097750742,0.9999986111111128,cruise,0.26886417080630565,2.640666157908485e-05,0.7499989583333346,0.2192563998775785
0.52,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.06926331134894761,0.999998583333335,cruise,0.2688653719559735,2.653460335181209e-05,0.7499989375000012,0.219262117021486
0.53,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.0705897532543387,0.9999985555555573,cruise,0.2688665605074156,2.6613656025340555e-05,0.749998916666668,0.21926789339701258
0.54,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.07188673720697554,0.9999985277777795,cruise,0.2688677386129974,2.664739928315613e-05,0.7499988958333347,0.21927373081677692
0.55,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08705483913338373,0.9999985000000018,cruise,0.26886602406987664,2.67715213625616e-05,0.7499988750000013,0.2192648790459748
0.56,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.08863850591375151,0.999998472222224,cruise,0.2688671704357579,2.685604277202191e-05,0.749998854166668,0.2192704308218575
0.5700000000000001,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.09018987005110618,0.9999984444444463,cruise,0.2688683361528815,2.6940836050694153e-05,0.7499988333333347,0.2192760786742789
0.58,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.09181137615395786,0.9999984166666686,cruise,0.26886955767398146,2.708137983987442e-05,0.7499988125000014,0.21928186617030554
0.59,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.09337684939295474,0.9999983888888908,cruise,0.26887076250520703,2.716748293470195e-05,0.7499987916666682,0.21928770631869632
0.6,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05316546111309973,0.9999983611111131,cruise,0.2688689571022773,2.713546035783684e-05,0.7499987708333348,0.21927879061048983
0.61,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05406200732520818,0.9999983333333353,cruise,0.2688700966359302,2.721498925139623e-05,0.7499987500000015,0.21928432070652015
0.62,1.0,usv2,xy:dwell_hold,nan,nan,1.0,1.0,1.0,0.05514999392790432,0.9999983055555576,cruise,0.2688712349046992,2.72665597641287e-05,0.7499987291666682,0.2192899143740833
