t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,score,soc,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010311136826899761,0.00010311136826899761,0.0004252884954714859,1.0630891176984496e-08,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01686666670479,1.0,,,,,
0.02,0.018399755987507857,0.018399755987507857,0.4736447364280725,0.367823286175169,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017466667031915,1.0,,,,,
0.03,0.0172659560030821,0.0172659560030821,0.4755399309832248,0.2680626245501203,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01846666793704,0.9999583333333333,,,,,
0.04,0.009689009572435863,0.009689009572435863,0.36598270226603224,0.049356892553941205,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01986666970917,0.9999166666666666,,,,,
0.05,0.027182485508871358,0.027182485508871358,6.996924556908899,0.01148670434825763,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.016938986381863,0.9998749999999998,,,,,
0.06,0.03515046951241769,0.03515046951241769,7.622731162808497,0.6024417840702367,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017058804703698,0.9998333333333331,,,,,
0.07,0.04134487564361365,0.04134487564361365,7.6497340589018155,0.8731913984139867,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.0172004084928,0.9997916666666664,,,,,
0.08,0.0426972532442367,0.0426972532442367,6.430106230795545,0.0028567221285876357,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017363798038165,0.9997499999999997,,,,,
0.09,0.04792648134649418,0.04792648134649418,6.461814020458484,0.013137089358297075,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.0175489736288,0.999708333333333,,,,,
0.1,0.04795085182966568,0.04795085182966568,9.100434477187308,0.054235150198285204,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017226552744845,0.9996666666666663,,,,,
0.11,0.052439481085743575,0.052439481085743575,8.949277534976241,0.018511456257221164,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01734412500428,0.9996249999999995,,,,,
0.12,0.057124262647184156,0.057124262647184156,9.238015743074623,0.04513827714509186,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.01747289544726,0.9995833333333328,,,,,
0.13,0.06181213101640168,0.06181213101640168,9.07256246856984,0.09346094883318205,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017612864362782,0.9995416666666661,,,,,
0.14,0.06654883785502118,0.06654883785502118,9.164550183388124,0.20012591565512267,0,,0.0,inf,0.0,inf,xy:dwell_hold,xy,[],0,dwell_hold,0,inf,0,inf,22.017764032039846,0.9994999999999994,,,,,
