t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.97700341076253,-199.9770034467101,-4.9770034286289215,0.0001032620026987151,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0661975003645837e-08,0.00042653200296101487,nan,nan,True,True,True,True
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.97718093557953,-199.97718111763598,-4.980500574040664,0.005842884823386982,1.0004000001826252,1.0004000001826252,0.0008991910516330248,0.030070577929651045,0.13643943888309468,nan,nan,True,True,True,True
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747506174443,-199.97747559819223,-4.980798143136911,0.008762188552709976,1.0009000006351882,1.0009000006351882,0.0009995107999378019,0.049370677294367844,0.13534752856069818,nan,nan,True,True,True,True
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.97788454473016,-199.97788555365204,-4.936599778763602,0.0366058508588434,1.0016000015212516,1.0016000015212516,0.0005317765199244777,2.405349149713308,2.47923089667275,nan,nan,True,True,True,True
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.94411463641308,-199.9812985043845,-4.93776980195756,0.044043843424184895,1.000136159857599,1.000136159857599,0.00047135043475060633,2.352941840033203,8.058460712960086,nan,nan,True,True,True,True
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.93789243096774,-199.98251334067055,-4.925419597710142,0.05621064679728001,1.0001960690185168,1.0001960690185168,0.0003207125249314022,6.165157054820778,11.824927072773203,nan,nan,True,True,True,True
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,199.93178166814195,-199.98383991453568,-4.922739857338806,0.060980457355425795,1.000266870913067,1.000266870913067,0.0003466969814233004,6.122923766807742,11.83678562153743,nan,nan,True,True,True,True
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,199.92578140081196,-199.98527709862364,-4.936516898110596,0.05526385757329643,1.0003485656857503,1.0003485656857503,0.00026870186355409443,3.6544020745900796,9.582767832026065,nan,nan,True,True,True,True
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,199.9198906577618,-199.98682364168988,-4.934945869295893,0.06031533815246717,1.0004411534810664,1.0004411534810664,0.00030271740266169536,3.3944362080761405,9.595512993552994,nan,nan,True,True,True,True
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.9694915195759,-200.01391523189477,-4.9307804890227285,0.05951295400601608,1.0002799430390896,1.0002799430390896,0.0002198198410369,5.722909965252228,15.020180209662229,nan,nan,True,True,True,True
0.11,199.96559143066406,-199.96559143066406,-4.965601444244385,199.96935483402473,-200.01822105971684,-4.929204986411791,0.06409947895145043,1.0003387291688073,1.0003387291688073,0.00024222993303413308,5.471562807632687,15.039132081596524,nan,nan,True,True,True,True
0.12,199.96505737304688,-199.96505737304688,-4.965066432952881,199.96932417145138,-200.02263307702228,-4.939077963881986,0.06331325123176566,1.0004031143902965,1.0004031143902965,0.00020746689984599585,3.2587934189892067,13.140978985624647,nan,nan,True,True,True,True
0.13,199.96463012695312,-199.96463012695312,-4.964635848999023,199.96939854577448,-200.02715014009934,-4.938343568167943,0.0679909839108013,1.0004730988480575,1.0004730988480575,0.000232756991578682,2.9739114414515484,13.150045492218615,nan,nan,True,True,True,True
0.14,199.9643096923828,-199.9643096923828,-4.964308738708496,199.96957671740225,-200.03177112940585,-4.948084672208714,0.06958453399684805,1.0005486826865908,1.0005486826865908,0.00020331264016074373,1.299234264821923,11.756164831188899,nan,nan,True,True,True,True
0.15,199.96408081054688,-199.96408081054688,-4.964083671569824,199.95380140577473,-200.0228187905534,-4.9514222207754255,0.060960059005349995,1.000423869832177,1.000423869832177,0.0002033478705987416,0.7919192716058967,12.184369686972762,nan,nan,True,True,True,True
0.16,199.96395874023438,-199.96395874023438,-4.96396017074585,199.95311363445975,-200.02673246266568,-4.959686105859452,0.06384688072097207,1.0004822670248124,1.0004822670248124,0.000180793006185342,0.10509788909214804,11.658644406733877,nan,nan,True,True,True,True
0.17,199.96392822265625,-199.96392822265625,-4.963936805725098,199.95252671688596,-200.0307468601903,-4.9608709624441145,0.06785369592558003,1.00054443243672,1.00054443243672,0.00020170039831695133,0.051193000214540256,11.70669345233444,nan,nan,True,True,True,True
0.18,199.96400451660156,-199.96400451660156,-4.964012145996094,199.95203951340358,-200.03486107229085,-4.957193947177471,0.072182412129323,1.0006103662124004,1.0006103662124004,0.00018025314004452552,0.26306371589114214,11.937841120333818,nan,nan,True,True,True,True
