t,p_true_x,p_true_y,p_true_z,v_true_x,v_true_y,v_true_z,v_body_x,v_body_y,v_body_z,vW1_x,vW1_y,vW1_z,vW2_x,vW2_y,vW2_z,err_norm_W1,err_norm_W2,cos_W1,cos_W2
0.0,219.9750518798828,-229.97499084472656,-4.974907398223877,0.0,0.0,0.0,0.0969109833240509,0.05067875236272812,0.24916230142116547,0.00736851944917121,0.10911361004929107,0.24916230142122966,0.09381745574534794,-0.056199288023278234,0.24916230142124543,0.2721064634042809,0.2721064634042809,nan,nan
0.01,219.9733428955078,-229.9732666015625,-4.9731879234313965,-0.1708984375,0.17242431640625,0.17194747924804688,-0.6762791872024536,-0.354790598154068,-0.013093031011521816,-0.05181684256485914,-0.7619349998928263,-0.013093031011980956,-0.6563614955471622,0.39040942150281444,-0.013093031012096525,0.9599206991436666,0.5634109310350632,-0.5491058414600307,0.7799928191198505
0.02,219.9717559814453,-229.9716796875,-4.971584796905518,-0.15869140625,0.15869140625,0.16031265258789062,0.5478988289833069,0.07158765941858292,0.18432480096817017,0.2267272072304916,0.5038974978930704,0.18432480096824017,0.3485827351046218,-0.42872834250631464,0.1843248009687946,0.5179684706568041,0.7765085955647028,0.45772615573728537,-0.583893162265438
0.03,219.97027587890625,-229.97019958496094,-4.97009801864624,-0.14801025390625,0.14801025390625,0.14867782592773438,-0.10550440847873688,0.19169948995113373,0.16126525402069092,-0.21852819983187938,0.011193645307061616,0.1612652540209691,0.10746400636940197,0.19060786749825928,0.16126525402042738,0.15443447941491514,0.25930695650736874,0.8307558927637417,0.5198903571448459
0.04,219.9689178466797,-229.9688262939453,-4.968725681304932,-0.13580322265625,0.1373291015625,0.13723373413085938,-0.19458827376365662,0.4320213794708252,0.2625434994697571,-0.4696648452979252,0.06262586311597841,0.26254349947037947,0.2643404058519839,0.39323175796769305,0.2625434994692204,0.36434419742432533,0.4912266587636759,0.84470448369296,0.4217882927328347
0.05,219.96766662597656,-229.9675750732422,-4.967466354370117,-0.1251220703125,0.1251220703125,0.1259326934814453,-0.5055451989173889,0.3064745366573334,-0.20055389404296875,-0.5274296175133496,-0.2670591451967538,-0.20055389404250595,-0.00716472587397878,0.5911440223550724,-0.20055389404379131,0.6498084026589025,0.5811057448747444,0.054001475412356045,0.36586102073969623
0.06,219.96652221679688,-229.9664306640625,-4.9663190841674805,-0.11444091796875,0.11444091796875,0.11472702026367188,-0.16072790324687958,0.5583907961845398,0.22025883197784424,-0.5587411755114706,0.15950559527592606,0.22025883197861576,0.38844017450142415,0.4321434564703674,0.22025883197728632,0.45887962177151226,0.6041202358950785,0.8717504847057626,0.24555411635165736
0.07,219.9654998779297,-229.96539306640625,-4.965282440185547,-0.10223388671875,0.103759765625,0.10366439819335938,0.3093653619289398,-0.2106594294309616,-0.10127373784780502,0.3427333168056809,0.15039346965097428,-0.10127373784810793,-0.014349670453678276,-0.37400322073521447,-0.1012737378473131,0.4921078684269186,0.5272387942936119,-0.43179261007237374,-0.6900849683693405
0.08,219.96456909179688,-229.9644775390625,-4.96435546875,-0.09307861328125,0.091552734375,0.0926971435546875,-0.18890266120433807,-0.38735800981521606,0.24341551959514618,0.22766861628382773,-0.36591999800255687,0.24341551959467114,-0.42851100600924086,-0.04592125333100717,0.24341551959516786,0.5786848149198235,0.3925939585160425,-0.4053911247973213,0.7349313818400479
0.09,219.96376037597656,-229.96365356445312,-4.963537216186523,-0.08087158203125,0.0823974609375,0.08182525634765625,-0.7185433506965637,0.5564539432525635,0.0818074494600296,-0.8535783210272972,-0.3120089588486155,0.08180744946076653,0.08850640755556308,0.9044955258880408,0.08180744945894396,0.8675437330621968,0.8393653150261687,0.38733804120369464,0.5735825209229167
0.1,219.9630584716797,-229.96295166015625,-4.962826251983643,-0.0701904296875,0.0701904296875,0.07109642028808594,-0.30241456627845764,0.5448664426803589,-0.0030171589460223913,-0.6222040610570168,0.03458518715617825,-0.0030171589453707286,0.2997898694698676,0.5463149850861716,-0.0030171589466195512,0.5581035792218759,0.6075136514064,0.6030586244357484,0.22459636446450157
0.11,219.9624481201172,-229.96234130859375,-4.962221622467041,-0.06103515625,0.06103515625,0.06046295166015625,-0.47852933406829834,0.10241957753896713,0.20726525783538818,-0.34199580602752233,-0.3500270874095371,0.20726525783554575,-0.16876591572835334,0.4593453591247719,0.20726525783487768,0.5190972664002701,0.43795873247389583,0.21500029650680288,0.908244955583109
0.12,219.9619598388672,-229.96185302734375,-4.961722373962402,-0.048828125,0.048828125,0.04992485046386719,0.41567766666412354,0.486400842666626,0.1397184431552887,-0.18911365813438327,0.6112362217007515,0.13971844315573284,0.6332400401142234,-0.09154641450212817,0.1397184431554464,0.5865541640205726,0.7021288218633239,0.8252913379243488,-0.5091797091497835
0.13,219.96156311035156,-229.96145629882812,-4.961326599121094,-0.0396728515625,0.0396728515625,0.039577484130859375,-0.9874305725097656,-0.03597724437713623,0.037845712155103683,-0.497572668432401,-0.8536597107980565,0.03784571215517907,-0.5583774172382732,0.8151859432848094,0.03784571215428647,1.0038517362127448,0.93299409479362,-0.1860179993316994,0.8247060206612972
0.14,219.96127319335938,-229.96116638183594,-4.961034297943115,-0.02899169921875,0.02899169921875,0.029230117797851562,0.11253350228071213,-0.1270807385444641,-0.13753581047058105,0.1675734570525981,0.027063614522942172,-0.13753581047070218,-0.04713724928626963,-0.16306864342785027,-0.13753581047044786,0.25778373300471485,0.25500453140281637,-0.7357553609004593,-0.6709801669086938
0.15,219.96109008789062,-229.9609832763672,-4.960843563079834,-0.018310546875,0.018310546875,0.019073486328125,0.13997814059257507,-0.07492654025554657,0.05609451234340668,0.13823410409619305,0.07809737031348911,0.056094512343331786,0.011675540010131474,-0.15833997773970068,0.05609451234353056,0.17161366021321361,0.182962098863576,-0.00576459100346336,-0.3772747323256987
0.16,219.96099853515625,-229.9608917236328,-4.960753917694092,-0.0091552734375,0.0091552734375,0.00896453857421875,0.9478280544281006,-0.5076587796211243,0.05379031226038933,0.9364779052404725,0.5283034596370866,0.053790312259917115,0.07919200229986993,-1.0722984842102983,0.053790312261146396,1.0796973176948474,1.085981961658383,-0.19197752786810046,-0.5933785499287051
0.17,219.9610137939453,-229.96090698242188,-4.960764408111572,0.00152587890625,-0.00152587890625,-0.001049041748046875,0.00999366957694292,-0.4950161278247833,0.02919814921915531,0.4232412282333926,-0.2569196667626207,0.029198149218846697,-0.4125269038527872,-0.27379263328938414,0.029198149219272503,0.49394808967656356,0.4964713335271653,0.8463650158917567,-0.20362391592483695
0.18,219.96112060546875,-229.96099853515625,-4.960873603820801,0.01068115234375,-0.0091552734375,-0.010919570922851562,-0.18978357315063477,0.051454078406095505,-0.08201316744089127,-0.1452066917448811,-0.13259088951474415,-0.0820131674408385,-0.058348179350699914,0.18777863903073705,-0.0820131674410014,0.21116739974918597,0.22045932500149576,0.14719482171425047,-0.3813346587851637
0.19,219.96133422851562,-229.96115112304688,-4.961080551147461,0.0213623046875,-0.0152587890625,-0.020694732666015625,0.014928281307220459,0.15912556648254395,-0.1194760650396347,-0.12628059953350418,0.0979643220016898,-0.1194760650395614,0.14229774244071566,0.07276778614226523,-0.11947606503965062,0.21065529110696316,0.1792534788291503,-0.2578437937276736,0.6599223447365635
0.2,219.9616241455078,-229.96133422851562,-4.9613847732543945,0.02899169921875,-0.018310546875,-0.030422210693359375,0.5811352729797363,-0.2867017984390259,0.08244435489177704,0.5537760310865689,0.33652372668222896,0.08244435489158594,0.06992556231183386,-0.6442255249222792,0.08244435489204459,0.6434631444704353,0.6373256644123895,0.24661992354001272,0.3778776803614579
0.21,219.9619598388672,-229.9615020751953,-4.961784362792969,0.0335693359375,-0.01678466796875,-0.039958953857421875,0.4355497360229492,-0.4314687252044678,-0.01798008568584919,0.5978286243841575,0.1359036024328061,-0.017980085686048187,-0.1302698087605142,-0.5990814887916176,-0.017980085685667686,0.5849660871902247,0.6053064707418111,0.5503798082094845,0.19036227168091283
