algorithm,n_runs,pos_rmse_mean,pos_rmse_std,pos_rmse_mae,pos_rmse_max,final_error_mean,final_error_std,final_error_mae,final_error_max,energy_mean,energy_std,energy_mae,energy_max,switch_count_mean,switch_count_std,pct_active_0,pct_active_1,pct_active_2,pct_active_3,pct_active_4
imu_dvl_depth,50,3.1425471556005613,1.053221911137816,3.1425471556005613,5.511473165081907,4.1285098834785785,1.804917325712819,4.1285098834785785,8.686250927921083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
imu_dvl_depth_all4,50,1.110503466966253,0.38598955360189824,1.110503466966253,2.0406306530338263,0.9511465592682492,0.6897618541706725,0.9511465592682492,2.62749023403974,19.99999999998181,0.0,19.99999999998181,19.99999999998181,0.0,0.0,0.0,0.0,0.0,0.0,1.0
adaptive,50,1.2522161724221967,0.32790367589251385,1.2522161724221967,1.8949559771842828,1.0515677893218232,0.65104236525982,1.0515677893218232,2.757821094318729,10.05555555554641,0.0,10.05555555554641,10.05555555554641,51.56,2.772435752186153,0.0,0.0,0.9944444444444446,0.0,0.005555555555555555
