seed,algorithm,pos_rmse,final_error,energy_Wh,switch_count,avg_beacons,nees_pct,nis_acoustic_pct,crlb_eff,pct_active_0,pct_active_1,pct_active_2,pct_active_3,pct_active_4
0,imu_dvl_depth,2.497366074765464,4.775810552141409,0.0,0.0,4.0,88.47444444444444,nan,0.679334858920013,0.0,0.0,0.0,0.0,1.0
0,imu_dvl_depth_all4,0.7028225874372698,0.41571011299055216,19.99999999998181,0.0,4.0,94.04444444444444,89.7897897897898,0.4390912725403222,0.0,0.0,0.0,0.0,1.0
1,imu_dvl_depth,2.955164178489855,3.9781283396040465,0.0,0.0,4.0,95.89333333333333,nan,0.8476550836622835,0.0,0.0,0.0,0.0,1.0
1,imu_dvl_depth_all4,0.85452657140968,0.3861688202954658,19.99999999998181,0.0,4.0,93.09222222222222,90.39039039039038,0.4974435264419023,0.0,0.0,0.0,0.0,1.0
0,adaptive,1.4305606289435377,1.8786066996419564,10.05555555554641,53.0,2.011111111111111,96.50777777777778,91.51873767258382,0.849628503916743,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
2,imu_dvl_depth,1.6483533188758652,3.3824861698759547,0.0,0.0,4.0,81.95222222222223,nan,0.4634675368351318,0.0,0.0,0.0,0.0,1.0
2,imu_dvl_depth_all4,1.4935129885805771,1.005924230931461,19.99999999998181,0.0,4.0,97.43777777777778,92.1921921921922,0.9655577849968726,0.0,0.0,0.0,0.0,1.0
1,adaptive,0.9802858396750488,1.477753068788137,10.05555555554641,49.0,2.011111111111111,95.27,92.09486166007905,0.6058774592497943,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
3,imu_dvl_depth,4.79770465373822,7.697969814424784,0.0,0.0,4.0,99.11222222222223,nan,1.3424783976331625,0.0,0.0,0.0,0.0,1.0
3,imu_dvl_depth_all4,1.1431592087430194,1.5836788019205095,19.99999999998181,0.0,4.0,95.76444444444444,92.8928928928929,0.7460057141279617,0.0,0.0,0.0,0.0,1.0
2,adaptive,0.8778037036779752,0.5086151913185271,10.05555555554641,53.0,2.011111111111111,94.58666666666666,93.29388560157791,0.5301525761524539,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
4,imu_dvl_depth,2.672805831165453,4.432010448169237,0.0,0.0,4.0,90.66666666666666,nan,0.6985540578910535,0.0,0.0,0.0,0.0,1.0
4,imu_dvl_depth_all4,0.9176463676728844,0.660173274297995,19.99999999998181,0.0,4.0,94.59777777777778,90.49049049049049,0.5780118406415088,0.0,0.0,0.0,0.0,1.0
3,adaptive,1.0983597848030875,0.0719406443707483,10.05555555554641,51.0,2.011111111111111,93.88555555555556,92.50493096646942,0.5991397866083316,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
5,imu_dvl_depth,2.1439569842939576,3.776832323354362,0.0,0.0,4.0,81.83333333333334,nan,0.5598309571038887,0.0,0.0,0.0,0.0,1.0
5,imu_dvl_depth_all4,0.8390483314639653,0.1310332374665909,19.99999999998181,0.0,4.0,95.73888888888888,90.8908908908909,0.4935888882736673,0.0,0.0,0.0,0.0,1.0
4,adaptive,0.7710171446901454,0.3452418479277071,10.05555555554641,49.0,2.011111111111111,94.50888888888889,93.66336633663367,0.45636083213237577,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
6,imu_dvl_depth,3.86303988595541,6.485814587054052,0.0,0.0,4.0,98.77,nan,1.1023952216298136,0.0,0.0,0.0,0.0,1.0
6,imu_dvl_depth_all4,1.1857649626845084,0.8113252522172321,19.99999999998181,0.0,4.0,95.9511111111111,90.1901901901902,0.7721378935708338,0.0,0.0,0.0,0.0,1.0
5,adaptive,0.8947242148009984,1.7894777249671503,10.05555555554641,45.0,2.011111111111111,93.63222222222221,93.05555555555556,0.5430594410051434,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
7,imu_dvl_depth,5.187477560266919,8.182245970678483,0.0,0.0,4.0,99.79444444444444,nan,1.4750661169991692,0.0,0.0,0.0,0.0,1.0
7,imu_dvl_depth_all4,0.6084654848496112,1.6776228026251048,19.99999999998181,0.0,4.0,94.34333333333333,94.09409409409409,0.36171580443797574,0.0,0.0,0.0,0.0,1.0
6,adaptive,1.1151593634106876,2.129290235303551,10.05555555554641,53.0,2.011111111111111,94.90222222222222,94.48818897637796,0.6543818937941073,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
8,imu_dvl_depth,4.79884696125523,8.686250927921083,0.0,0.0,4.0,98.85111111111111,nan,1.336639940999003,0.0,0.0,0.0,0.0,1.0
8,imu_dvl_depth_all4,1.3908926549799845,2.4438075262701413,19.99999999998181,0.0,4.0,97.38333333333333,91.29129129129129,0.8457034411274771,0.0,0.0,0.0,0.0,1.0
7,adaptive,1.4549144675942824,2.0742920158450433,10.05555555554641,49.0,2.011111111111111,96.59,92.09486166007905,0.889737864331682,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
9,imu_dvl_depth,2.272673917271184,4.3328487710329116,0.0,0.0,4.0,91.31,nan,0.6423022266816163,0.0,0.0,0.0,0.0,1.0
9,imu_dvl_depth_all4,0.791040470235346,0.3202175181802463,19.99999999998181,0.0,4.0,93.93333333333334,89.7897897897898,0.47251276290839245,0.0,0.0,0.0,0.0,1.0
8,adaptive,1.253936448303818,1.2808246219562645,10.05555555554641,49.0,2.011111111111111,95.24222222222221,94.68503937007874,0.6981248824232333,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
10,imu_dvl_depth,1.9524596214887984,2.7313400512037,0.0,0.0,4.0,87.58888888888889,nan,0.5807314231716806,0.0,0.0,0.0,0.0,1.0
10,imu_dvl_depth_all4,0.8029701331004199,0.5555652250302041,19.99999999998181,0.0,4.0,94.72888888888889,90.09009009009009,0.5034924670016254,0.0,0.0,0.0,0.0,1.0
9,adaptive,1.69535787508407,0.7761222384678378,10.05555555554641,53.0,2.011111111111111,95.89777777777778,93.33333333333333,0.9135452988537197,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
11,imu_dvl_depth,3.5362372352198497,5.231740404223159,0.0,0.0,4.0,98.99888888888889,nan,1.0493078727015879,0.0,0.0,0.0,0.0,1.0
11,imu_dvl_depth_all4,1.6039576016898576,1.2296011184830486,19.99999999998181,0.0,4.0,96.24333333333334,92.29229229229229,0.9860354754341268,0.0,0.0,0.0,0.0,1.0
10,adaptive,1.2654787271703993,0.9268524245836163,10.05555555554641,51.0,2.011111111111111,95.96111111111111,93.7007874015748,0.7137983901567186,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
12,imu_dvl_depth,3.542028848894336,5.424107022876646,0.0,0.0,4.0,99.11111111111111,nan,1.0322431745199223,0.0,0.0,0.0,0.0,1.0
12,imu_dvl_depth_all4,0.9763816430513224,1.9825399119480247,19.99999999998181,0.0,4.0,94.55333333333333,91.7917917917918,0.5598173556947253,0.0,0.0,0.0,0.0,1.0
11,adaptive,1.8949559771842828,1.4547944446728986,10.05555555554641,51.0,2.011111111111111,98.7911111111111,93.26732673267327,1.2206417110614567,0.0,0.0,0.9944444444444445,0.0,0.005555555555555556
