t,err_norm,pos_err,nees_full,nees_pos,active_count,active_set,rank_xy_x,gdop_xy_x,rank_3d_x,gdop_3d_x,mode_x,mode_y,selected,n_active,reason,rank,gdop,fim_logdet,size,rank_xy_y,gdop_xy_y,rank_3d_y,gdop_3d_y,fim,fim_logdet_xy,fim_logdet_3d,active_set_str,rank_xy,gdop_xy,rank_3d,gdop_3d
0.01,0.00010288204590387156,0.00010288204590387156,0.0004233971491414705,1.0582598848305595e-08,3,usv1|usv2|usv3,2.0,24.754355763356052,3.0,2342.343880897399,xy:init,xy,"['usv1', 'usv2', 'usv3']",3,init,2,24.754355763356052,-3.933215914546553,3,2,24.754355763356052,3,2342.343880897399,,,,"usv1,usv2,usv3",,,,
0.02,0.04632494850955548,0.04632494850955548,2.484065706091943,2.3783435503396326,3,usv1|usv2|usv3,2.0,24.754381657211542,3.0,2320.5878560508413,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754381657211542,-3.933220452341172,3,2,24.754381657211542,3,2320.5878560508413,"[[2.36970359 4.77471242]
 [4.77471242 9.62882416]]",-3.933220452341172,-19.426760855875543,"usv1,usv2,usv3",,,,
0.03,0.048372566898242125,0.048372566898242125,2.2397295071644967,2.1021536584427776,3,usv1|usv2|usv3,2.0,24.754374282395975,3.0,2318.8200565534007,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754374282395975,-3.933220202470654,3,2,24.754374282395975,3,2318.8200565534007,"[[2.36970533 4.77471271]
 [4.77471271 9.62881827]]",-3.933220202470654,-19.425243965613696,"usv1,usv2,usv3",,,,
0.04,0.021627158390315697,0.021627158390315697,1.0987036556986025,0.7182998929524883,3,usv1|usv2|usv3,2.0,24.754341843482184,3.0,2330.2250388511616,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754341843482184,-3.933216492983248,3,2,24.754341843482184,3,2330.2250388511616,"[[2.36971005 4.77471953]
 [4.77471953 9.62882661]]",-3.933216492983248,-19.435002463738748,"usv1,usv2,usv3",,,,
0.05,0.025041332364048555,0.025041332364048555,0.9841676288306814,0.8602312169962579,3,usv1|usv2|usv3,2.0,24.75397704085849,3.0,2328.478910482296,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75397704085849,-3.9331873516536797,3,2,24.75397704085849,3,2328.478910482296,"[[2.36937623 4.77446471]
 [4.77446471 9.62915644]]",-3.9331873516536797,-19.433481560969163,"usv1,usv2,usv3",,,,
0.06,0.01327923732125929,0.01327923732125929,0.3398093546884845,0.20569734574737644,3,usv1|usv2|usv3,2.0,24.753868024606014,3.0,2334.8283980928154,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753868024606014,-3.9331779998559186,3,2,24.753868024606014,3,2334.8283980928154,"[[2.36931189 4.77441739]
 [4.77441739 9.6292273 ]]",-3.9331779998559186,-19.43889020266514,"usv1,usv2,usv3",,,,
0.07,0.014256479449910143,0.014256479449910143,0.293358260849448,0.14997811650127205,3,usv1|usv2|usv3,2.0,24.753759318085226,3.0,2335.37837503506,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753759318085226,-3.9331692927441866,3,2,24.753759318085226,3,2335.37837503506,"[[2.36924569 4.77436681]
 [4.77436681 9.6292926 ]]",-3.9331692927441866,-19.439349876269585,"usv1,usv2,usv3",,,,
0.08,0.02520263080154971,0.02520263080154971,1.3172726007030262,1.1663446080538225,3,usv1|usv2|usv3,2.0,24.75365010349763,3.0,2330.81462733947,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75365010349763,-3.933161090150108,3,2,24.75365010349763,3,2330.81462733947,"[[2.36917779 4.77431332]
 [4.77431332 9.62935304]]",-3.933161090150108,-19.43544948362017,"usv1,usv2,usv3",,,,
0.09,0.026644497023905808,0.026644497023905808,1.0639118166778236,0.8979757787001824,3,usv1|usv2|usv3,2.0,24.753526563307503,3.0,2331.688998778665,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.753526563307503,-3.933151141411738,3,2,24.753526563307503,3,2331.688998778665,"[[2.3691109  4.77426234]
 [4.77426234 9.62941953]]",-3.933151141411738,-19.436185575379504,"usv1,usv2,usv3",,,,
0.1,0.03669470411759506,0.03669470411759506,3.288958199113498,3.250555999048387,3,usv1|usv2|usv3,2.0,24.75438297187723,3.0,2327.982710561582,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75438297187723,-3.9332208673000686,3,2,24.75438297187723,3,2327.982710561582,"[[2.36916716 4.77430368]
 [4.77430368 9.62935689]]",-3.9332208673000686,-19.433089872178105,"usv1,usv2,usv3",,,,
0.11,0.03850663894408501,0.03850663894408501,2.645615505987606,2.6071350531479682,3,usv1|usv2|usv3,2.0,24.754342999423095,3.0,2329.18004188401,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754342999423095,-3.933217628660646,3,2,24.754342999423095,3,2329.18004188401,"[[2.36911207 4.77426181]
 [4.77426181 9.62941208]]",-3.933217628660646,-19.434109509690522,"usv1,usv2,usv3",,,,
0.12,0.019743343453184504,0.019743343453184504,0.8010819661579421,0.7586875799757574,3,usv1|usv2|usv3,2.0,24.754283210693373,3.0,2340.1665239960666,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754283210693373,-3.9332117337531654,3,2,24.754283210693373,3,2340.1665239960666,"[[2.3690591  4.77422469]
 [4.77422469 9.62947783]]",-3.9332117337531654,-19.44346630293532,"usv1,usv2,usv3",,,,
0.13,0.020634929419094325,0.020634929419094325,0.6405073838702716,0.598500243465809,3,usv1|usv2|usv3,2.0,24.754228032537362,3.0,2342.45432752962,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754228032537362,-3.9332071445461274,3,2,24.754228032537362,3,2342.45432752962,"[[2.36900354 4.77418283]
 [4.77418283 9.62953496]]",-3.9332071445461274,-19.445405633178538,"usv1,usv2,usv3",,,,
0.14,0.024826611448783516,0.024826611448783516,1.3131628119653564,1.272419399888123,3,usv1|usv2|usv3,2.0,24.754167802582213,3.0,2343.4130441293023,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754167802582213,-3.9332022855727997,3,2,24.754167802582213,3,2343.4130441293023,"[[2.36894729 4.77414002]
 [4.77414002 9.62959113]]",-3.9332022855727997,-19.446214704035047,"usv1,usv2,usv3",,,,
0.15,0.042867479735656584,0.042867479735656584,1.9818092884750722,1.0544450930000449,3,usv1|usv2|usv3,2.0,24.755488714893303,3.0,2346.3453529536255,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755488714893303,-3.9333088062730637,3,2,24.755488714893303,3,2346.3453529536255,"[[2.36944016 4.77451558]
 [4.77451558 9.62910064]]",-3.9333088062730637,-19.44880898436672,"usv1,usv2,usv3",,,,
0.16,0.03985245581692681,0.03985245581692681,1.201502993585036,0.283978369302035,3,usv1|usv2|usv3,2.0,24.75549729163793,3.0,2355.463926519602,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75549729163793,-3.9333086405035416,3,2,24.75549729163793,3,2355.463926519602,"[[2.36942184 4.77450421]
 [4.77450421 9.62912926]]",-3.9333086405035416,-19.456525396050043,"usv1,usv2,usv3",,,,
0.17,0.042310565898756924,0.042310565898756924,1.1356620757095566,0.22675537877968488,3,usv1|usv2|usv3,2.0,24.7555064437774,3.0,2359.062514681094,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.7555064437774,-3.9333091028358993,3,2,24.7555064437774,3,2359.062514681094,"[[2.36940178 4.77448978]
 [4.77448978 9.62915264]]",-3.9333091028358993,-19.459562740617187,"usv1,usv2,usv3",,,,
0.18,0.05032792781515761,0.05032792781515761,2.6422405199356196,1.7259889080046855,3,usv1|usv2|usv3,2.0,24.755516919575015,3.0,2356.91875148106,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755516919575015,-3.933310307704559,3,2,24.755516919575015,3,2356.91875148106,"[[2.36937986 4.77447205]
 [4.77447205 9.62917026]]",-3.933310307704559,-19.45775502838666,"usv1,usv2,usv3",,,,
0.19,0.05288042654780504,0.05288042654780504,2.287172198339254,1.3737074437684953,3,usv1|usv2|usv3,2.0,24.75551280742844,3.0,2361.724930358337,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75551280742844,-3.9333096640697156,3,2,24.75551280742844,3,2361.724930358337,"[[2.36935918 4.77445725]
 [4.77445725 9.62919468]]",-3.9333096640697156,-19.461806680920226,"usv1,usv2,usv3",,,,
0.2,0.048070785729577965,0.048070785729577965,1.7005469678302116,0.5802150245329015,3,usv1|usv2|usv3,2.0,24.755238345395725,3.0,2372.370160246502,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755238345395725,-3.93328658093591,3,2,24.755238345395725,3,2372.370160246502,"[[2.36939372 4.77448618]
 [4.77448618 9.62917105]]",-3.93328658093591,-19.470729799370083,"usv1,usv2,usv3",,,,
0.21,0.05048044499206069,0.05048044499206069,1.5850875031700804,0.4710588363767533,3,usv1|usv2|usv3,2.0,24.75520822924881,3.0,2377.4729624097745,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75520822924881,-3.933283788644629,3,2,24.75520822924881,3,2377.4729624097745,"[[2.36937519 4.77447315]
 [4.77447315 9.62919389]]",-3.933283788644629,-19.475000780428687,"usv1,usv2,usv3",,,,
0.22,0.058564825528086936,0.058564825528086936,3.5182504126528436,2.3958180667122346,3,usv1|usv2|usv3,2.0,24.75517961093235,3.0,2376.453947726215,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75517961093235,-3.933281744604637,3,2,24.75517961093235,3,2376.453947726215,"[[2.36935484 4.77445687]
 [4.77445687 9.62921102]]",-3.933281744604637,-19.47414550258791,"usv1,usv2,usv3",,,,
0.23,0.06107671609020222,0.06107671609020222,3.037507238137072,1.9164271154189747,3,usv1|usv2|usv3,2.0,24.755137205943175,3.0,2382.1010005513863,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755137205943175,-3.933277960526092,3,2,24.755137205943175,3,2382.1010005513863,"[[2.36933564 4.77444334]
 [4.77444334 9.62923452]]",-3.933277960526092,-19.47886245832562,"usv1,usv2,usv3",,,,
0.24,0.061766134265003075,0.061766134265003075,3.209558408830884,2.1061717882193975,3,usv1|usv2|usv3,2.0,24.755086594865965,3.0,2389.940127678216,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755086594865965,-3.9332733373874333,3,2,24.755086594865965,3,2389.940127678216,"[[2.36931654 4.7744304 ]
 [4.7744304  9.62926003]]",-3.9332733373874333,-19.485392459766956,"usv1,usv2,usv3",,,,
0.25,0.08462191913303395,0.08462191913303395,4.001007384147978,1.4744823612755615,3,usv1|usv2|usv3,2.0,24.756638765448585,3.0,2397.5819651494144,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.756638765448585,-3.9333982649655197,3,2,24.756638765448585,3,2397.5819651494144,"[[2.36878777 4.77402999]
 [4.77402999 9.62979444]]",-3.9333982649655197,-19.491866615993278,"usv1,usv2,usv3",,,,
0.26,0.08730582040702707,0.08730582040702707,4.330369245257609,1.7867202516390945,3,usv1|usv2|usv3,2.0,24.7566417475719,3.0,2405.1068499466382,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.7566417475719,-3.9333980635095553,3,2,24.7566417475719,3,2405.1068499466382,"[[2.36874744 4.77400063]
 [4.77400063 9.62984008]]",-3.9333980635095553,-19.498098467067173,"usv1,usv2,usv3",,,,
0.27,0.09048595640751911,0.09048595640751911,3.948326944655148,1.3892341997706807,3,usv1|usv2|usv3,2.0,24.756639932856984,3.0,2412.19881103197,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.756639932856984,-3.933397561505361,3,2,24.756639932856984,3,2412.19881103197,"[[2.3687066  4.77397063]
 [4.77397063 9.62988519]]",-3.933397561505361,-19.503953353237755,"usv1,usv2,usv3",,,,
0.28,0.09169176036382452,0.09169176036382452,3.4185135039116537,0.8919694037961224,3,usv1|usv2|usv3,2.0,24.756627930183715,3.0,2424.0020891092554,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.756627930183715,-3.9333958776308457,3,2,24.756627930183715,3,2424.0020891092554,"[[2.36866631 4.77394211]
 [4.77394211 9.62993405]]",-3.9333958776308457,-19.513658781369514,"usv1,usv2,usv3",,,,
0.29,0.09486934072459617,0.09486934072459617,3.2240657492593594,0.6934673907837523,3,usv1|usv2|usv3,2.0,24.75661495740462,3.0,2433.3368763568474,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75661495740462,-3.933394503356829,3,2,24.75661495740462,3,2433.3368763568474,"[[2.36862479 4.7739115 ]
 [4.7739115  9.62997948]]",-3.933394503356829,-19.521300284902846,"usv1,usv2,usv3",,,,
0.3,0.13554416309421807,0.13554416309421807,6.10588869707909,0.018372830540259146,3,usv1|usv2|usv3,2.0,24.758718768529107,3.0,2451.616925312338,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.758718768529107,-3.9335633143190125,3,2,24.758718768529107,3,2451.616925312338,"[[2.36885434 4.77408982]
 [4.77408982 9.62976362]]",-3.9335633143190125,-19.5363512695642,"usv1,usv2,usv3",,,,
0.31,0.14005784366819538,0.14005784366819538,6.118568036599672,0.019495046509715366,3,usv1|usv2|usv3,2.0,24.75876600006199,3.0,2460.659069808662,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75876600006199,-3.9335668290194032,3,2,24.75876600006199,3,2460.659069808662,"[[2.36882117 4.7740655 ]
 [4.7740655  9.6298004 ]]",-3.9335668290194032,-19.543674291327843,"usv1,usv2,usv3",,,,
0.32,0.14514346616139764,0.14514346616139764,6.553159382114791,0.4976379371210824,3,usv1|usv2|usv3,2.0,24.75880095351503,3.0,2475.124983654063,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75880095351503,-3.9335688030739253,3,2,24.75880095351503,3,2475.124983654063,"[[2.36878902 4.77404358]
 [4.77404358 9.62984275]]",-3.9335688030739253,-19.555330427869926,"usv1,usv2,usv3",,,,
0.33,0.14966807033243776,0.14966807033243776,6.478204652726948,0.4075565382689923,3,usv1|usv2|usv3,2.0,24.75883771089229,3.0,2482.6335975730785,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75883771089229,-3.9335715179447517,3,2,24.75883771089229,3,2482.6335975730785,"[[2.36875517 4.7740186 ]
 [4.7740186  9.62987964]]",-3.9335715179447517,-19.561354822249882,"usv1,usv2,usv3",,,,
0.34,0.15627775630324298,0.15627775630324298,8.470979970763063,2.3761917214864425,3,usv1|usv2|usv3,2.0,24.758861191731114,3.0,2496.7917570605537,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.758861191731114,-3.933572519869794,3,2,24.758861191731114,3,2496.7917570605537,"[[2.36872257 4.77399647]
 [4.77399647 9.62992298]]",-3.933572519869794,-19.572660968387307,"usv1,usv2,usv3",,,,
0.35000000000000003,0.1487789014128139,0.1487789014128139,7.823227631867889,1.8447720710483668,3,usv1|usv2|usv3,2.0,24.758238300351895,3.0,2501.5821056000555,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.758238300351895,-3.9335220285544183,3,2,24.758238300351895,3,2501.5821056000555,"[[2.36873699 4.77400786]
 [4.77400786 9.62991065]]",-3.9335220285544183,-19.57642057067034,"usv1,usv2,usv3",,,,
0.36,0.15008243720457798,0.15008243720457798,6.033336938148385,0.05623507372805736,3,usv1|usv2|usv3,2.0,24.75825587268037,3.0,2492.4651841447694,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75825587268037,-3.933524462568091,3,2,24.75825587268037,3,2492.4651841447694,"[[2.36870072 4.77397726]
 [4.77397726 9.62993474]]",-3.933524462568091,-19.56916401782067,"usv1,usv2,usv3",,,,
0.37,0.15424045626887403,0.15424045626887403,6.029296142171336,0.0521053325017114,3,usv1|usv2|usv3,2.0,24.758254441277764,3.0,2494.919849017892,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.758254441277764,-3.9335242396639343,3,2,24.758254441277764,3,2494.919849017892,"[[2.36866685 4.77395181]
 [4.77395181 9.62996991]]",-3.9335242396639343,-19.571120538713,"usv1,usv2,usv3",,,,
0.38,0.15837005806616644,0.15837005806616644,6.042012346803788,0.029633696344345622,3,usv1|usv2|usv3,2.0,24.758249632387475,3.0,2494.76018540453,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.758249632387475,-3.9335238935080348,3,2,24.758249632387475,3,2494.76018540453,"[[2.36863235 4.77392545]
 [4.77392545 9.6300039 ]]",-3.9335238935080348,-19.57099290161586,"usv1,usv2,usv3",,,,
0.39,0.16251942012746753,0.16251942012746753,5.986611793451247,0.03064856665527568,3,usv1|usv2|usv3,2.0,24.75823875298739,3.0,2494.612328488928,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75823875298739,-3.9335229816731587,3,2,24.75823875298739,3,2494.612328488928,"[[2.36859777 4.77389925]
 [4.77389925 9.63003887]]",-3.9335229816731587,-19.570874250051535,"usv1,usv2,usv3",,,,
0.4,0.16077277491071212,0.16077277491071212,6.634782543869019,0.2577990316164732,3,usv1|usv2|usv3,2.0,24.75780053235973,3.0,2496.571700048968,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75780053235973,-3.933487257768793,3,2,24.75780053235973,3,2496.571700048968,"[[2.36896733 4.77418118]
 [4.77418118 9.6296732 ]]",-3.933487257768793,-19.57239969760429,"usv1,usv2,usv3",,,,
0.41000000000000003,0.16479391721859457,0.16479391721859457,6.569486039835147,0.21414529125230705,3,usv1|usv2|usv3,2.0,24.757769840448685,3.0,2493.660179557932,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.757769840448685,-3.9334848108004437,3,2,24.757769840448685,3,2493.660179557932,"[[2.36894221 4.77416197]
 [4.77416197 9.62969793]]",-3.9334848108004437,-19.57007782896812,"usv1,usv2,usv3",,,,
0.42,0.16880762632295124,0.16880762632295124,6.624133963080672,0.2871075589592004,3,usv1|usv2|usv3,2.0,24.75773461404429,3.0,2489.4744364097696,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75773461404429,-3.9334820331161406,3,2,24.75773461404429,3,2489.4744364097696,"[[2.36891675 4.77414241]
 [4.77414241 9.62972257]]",-3.9334820331161406,-19.566735689202684,"usv1,usv2,usv3",,,,
0.43,0.17283110175792518,0.17283110175792518,6.597843793713211,0.23770512678750835,3,usv1|usv2|usv3,2.0,24.757694844481296,3.0,2484.309359895944,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.757694844481296,-3.933478918877155,3,2,24.757694844481296,3,2484.309359895944,"[[2.36889098 4.77412251]
 [4.77412251 9.62974717]]",-3.933478918877155,-19.562604041179746,"usv1,usv2,usv3",,,,
0.44,0.1771718855727514,0.1771718855727514,6.971419094865375,0.6531440555526022,3,usv1|usv2|usv3,2.0,24.757648011417956,3.0,2480.3704681215877,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.757648011417956,-3.9334750542540333,3,2,24.757648011417956,3,2480.3704681215877,"[[2.36886539 4.77410329]
 [4.77410329 9.62977373]]",-3.9334750542540333,-19.559446189679257,"usv1,usv2,usv3",,,,
0.45,0.1412863220280636,0.1412863220280636,4.76841980292414,0.5272215582706384,3,usv1|usv2|usv3,2.0,24.755402439950664,3.0,2473.193565833815,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755402439950664,-3.9332938002525957,3,2,24.755402439950664,3,2473.193565833815,"[[2.36761639 4.77315239]
 [4.77315239 9.63102083]]",-3.9332938002525957,-19.553504563053295,"usv1,usv2,usv3",,,,
0.46,0.1464405566273573,0.1464405566273573,6.644422652278445,2.4154551391388095,3,usv1|usv2|usv3,2.0,24.755293018888025,3.0,2471.5876208857767,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755293018888025,-3.933284544553685,3,2,24.755293018888025,3,2471.5876208857767,"[[2.36756388 4.77311365]
 [4.77311365 9.63107833]]",-3.933284544553685,-19.55220481780557,"usv1,usv2,usv3",,,,
0.47000000000000003,0.14957842877438488,0.14957842877438488,6.142631074041572,1.9115950384850346,3,usv1|usv2|usv3,2.0,24.75518639742704,3.0,2462.868692410599,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75518639742704,-3.9332761257201847,3,2,24.75518639742704,3,2462.868692410599,"[[2.36750969 4.77307182]
 [4.77307182 9.63113017]]",-3.9332761257201847,-19.545170835279855,"usv1,usv2,usv3",,,,
0.48,0.1505995541596426,0.1505995541596426,4.99009318318362,0.7541417079843242,3,usv1|usv2|usv3,2.0,24.755083079879824,3.0,2447.414469089373,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.755083079879824,-3.9332686207992635,3,2,24.755083079879824,3,2447.414469089373,"[[2.36745373 4.77302672]
 [4.77302672 9.63117602]]",-3.9332686207992635,-19.532647631859454,"usv1,usv2,usv3",,,,
0.49,0.15372188961042038,0.15372188961042038,4.84968740243647,0.6060289893945212,3,usv1|usv2|usv3,2.0,24.754967828722624,3.0,2438.78450623537,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.754967828722624,-3.933259549947902,3,2,24.754967828722624,3,2438.78450623537,"[[2.36739898 4.77298432]
 [4.77298432 9.63122789]]",-3.933259549947902,-19.525615071494123,"usv1,usv2,usv3",,,,
0.5,0.09807364849715786,0.09807364849715786,2.667985661765304,0.8748617073381048,3,usv1|usv2|usv3,2.0,24.751630658514326,3.0,2413.945453377597,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.751630658514326,-3.932991735509175,3,2,24.751630658514326,3,2413.945453377597,"[[2.36707055 4.77272843]
 [4.77272843 9.63153449]]",-3.932991735509175,-19.504988878040304,"usv1,usv2,usv3",,,,
0.51,0.09991834262783239,0.09991834262783239,2.440245629569629,0.6629313080577172,3,usv1|usv2|usv3,2.0,24.75144192814838,3.0,2405.7433695833115,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75144192814838,-3.9329767647490086,3,2,24.75144192814838,3,2405.7433695833115,"[[2.36700984 4.77268136]
 [4.77268136 9.63159185]]",-3.9329767647490086,-19.498205336296262,"usv1,usv2,usv3",,,,
0.52,0.10184897529894053,0.10184897529894053,2.6924395630210576,0.90420880872865,3,usv1|usv2|usv3,2.0,24.75124913680085,3.0,2397.7746873370015,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75124913680085,-3.9329614937718143,3,2,24.75124913680085,3,2397.7746873370015,"[[2.36694885 4.772634  ]
 [4.772634   9.63164915]]",-3.9329614937718143,-19.491591649590124,"usv1,usv2,usv3",,,,
0.53,0.10371722317686041,0.10371722317686041,2.501136814676459,0.6859891440035504,3,usv1|usv2|usv3,2.0,24.75105180013572,3.0,2390.159732338202,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75105180013572,-3.9329458400501633,3,2,24.75105180013572,3,2390.159732338202,"[[2.36688768 4.77258654]
 [4.77258654 9.63170682]]",-3.9329458400501633,-19.485249721638063,"usv1,usv2,usv3",,,,
0.54,0.10572527590320464,0.10572527590320464,2.7704578611407573,0.9803571791553918,3,usv1|usv2|usv3,2.0,24.750850678357903,3.0,2383.0451123354533,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.750850678357903,-3.9329299227079773,3,2,24.750850678357903,3,2383.0451123354533,"[[2.36682619 4.77253872]
 [4.77253872 9.63176429]]",-3.9329299227079773,-19.479304687895752,"usv1,usv2,usv3",,,,
0.55,0.09379750492809978,0.09379750492809978,2.2309324480590864,0.7396291578382288,3,usv1|usv2|usv3,2.0,24.75006217048838,3.0,2378.213482516045,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.75006217048838,-3.9328665057196637,3,2,24.75006217048838,3,2378.213482516045,"[[2.36714391 4.7727795 ]
 [4.7727795  9.63144297]]",-3.9328665057196637,-19.47520451354694,"usv1,usv2,usv3",,,,
0.56,0.09366780971802975,0.09366780971802975,1.502757692287871,0.01664192048052951,3,usv1|usv2|usv3,2.0,24.74983035555528,3.0,2383.5737517901,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.74983035555528,-3.932847160237829,3,2,24.74983035555528,3,2383.5737517901,"[[2.36709119 4.77274116]
 [4.77274116 9.63150306]]",-3.932847160237829,-19.479663889123337,"usv1,usv2,usv3",,,,
0.5700000000000001,0.09531834620626393,0.09531834620626393,1.5012957549091759,0.01720051311733068,3,usv1|usv2|usv3,2.0,24.74960524026798,3.0,2381.5455182003525,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.74960524026798,-3.9328292422091438,3,2,24.74960524026798,3,2381.5455182003525,"[[2.36703616 4.77269844]
 [4.77269844 9.6315548 ]]",-3.9328292422091438,-19.477952727503652,"usv1,usv2,usv3",,,,
0.58,0.09729739140391863,0.09729739140391863,1.7024192200175845,0.20161151608083033,3,usv1|usv2|usv3,2.0,24.749372594601358,3.0,2383.1866124621843,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.749372594601358,-3.932810435239138,3,2,24.749372594601358,3,2383.1866124621843,"[[2.3669816  4.77265689]
 [4.77265689 9.63160944]]",-3.932810435239138,-19.4793041595671,"usv1,usv2,usv3",,,,
0.59,0.0989647372458733,0.0989647372458733,1.6509138073272773,0.1683320477889617,3,usv1|usv2|usv3,2.0,24.749139049224496,3.0,2382.2386100221497,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.749139049224496,-3.932791812933011,3,2,24.749139049224496,3,2382.2386100221497,"[[2.36692624 4.77261398]
 [4.77261398 9.6316618 ]]",-3.932791812933011,-19.478494056642973,"usv1,usv2,usv3",,,,
0.6,0.1029666136974782,0.1029666136974782,2.1707227335357797,0.37854818188706457,3,usv1|usv2|usv3,2.0,24.74823258971017,3.0,2372.768407416605,xy:dwell_hold,xy,"['usv1', 'usv2', 'usv3']",3,dwell_hold,2,24.74823258971017,-3.9327197297147714,3,2,24.74823258971017,3,2372.768407416605,"[[2.36786839 4.77332725]
 [4.77332725 9.63070562]]",-3.9327197297147714,-19.47049819771927,"usv1,usv2,usv3",,,,
