t,true_x,true_y,true_z,est_x,est_y,est_z,pos_err_norm,P_xx,P_yy,P_zz,nees_pos,nees_full,nis_used,nis_skipped,usv1_enabled,usv2_enabled,usv3_enabled,usv4_enabled
0.01,199.97694396972656,-199.97694396972656,-4.976943492889404,199.9770033421755,-199.97700334385038,-4.977003324344635,0.0001031027512082941,1.0001000000190625,1.0001000000190625,1.0001000000190625,1.0629114395077265e-08,0.00042521741512303,nan,nan,True,True,True,True
0.02,199.9752960205078,-199.9752960205078,-4.975301265716553,199.97718082491755,-199.97718080488443,-4.9625814185512525,0.012996130644076512,1.0004000001826252,1.0004000001826252,0.0008991910516330248,0.17994051177737722,0.2862981314431541,nan,nan,True,True,True,True
0.03,199.97377014160156,-199.97377014160156,-4.973775386810303,199.97747505570052,-199.97747499949932,-4.9628752069379685,0.012094059772157053,1.0009000006351882,1.0009000006351882,0.0009995107999378019,0.11889950115057654,0.287535265112158,nan,nan,True,True,True,True
0.04,199.9723663330078,-199.9723663330078,-4.9723639488220215,199.9778848415315,-199.97788461732267,-4.974746057599639,0.008159647071663388,1.0016000015212516,1.0016000015212516,0.0005317765199244777,0.010731535404569677,0.23602090273465848,nan,nan,True,True,True,True
0.05,199.9710693359375,-199.9710693359375,-4.971066474914551,199.960683903984,-199.96835066069818,-4.967152915883897,0.011426475230970396,1.000136159857599,1.000136159857599,0.00047135043475060633,0.03260898502969873,0.8282683965608382,nan,nan,True,True,True,True
0.06,199.96987915039062,-199.96987915039062,-4.969881534576416,199.95777641220135,-199.96697588568293,-4.954374296135634,0.019884156046969987,1.0001960690185168,1.0001960690185168,0.0003207125249314022,0.7499679484466193,1.5184560335780728,nan,nan,True,True,True,True
0.07,199.9687957763672,-199.9687957763672,-4.968807697296143,199.95498091028642,-199.96571289675902,-4.951621063954641,0.022265108064484077,1.000266870913067,1.000266870913067,0.0003466969814233004,0.8521845452175225,1.5195854941809515,nan,nan,True,True,True,True
0.08,199.96783447265625,-199.96783447265625,-4.967844009399414,199.95229602825023,-199.96456058172163,-4.950279458142657,0.023678578446815163,1.0003485656857503,1.0003485656857503,0.00026870186355409443,1.1484147875143809,1.750861069790155,nan,nan,True,True,True,True
0.09,199.96697998046875,-199.96697998046875,-4.966989040374756,199.94972061417943,-199.9635177632539,-4.947819073877272,0.026026146243087016,1.0004411534810664,1.0004411534810664,0.00030271740266169536,1.2142723701036808,1.7554438153461678,nan,nan,True,True,True,True
0.1,199.9662322998047,-199.9662322998047,-4.966241836547852,199.94722747266292,-199.9574639831537,-4.942477022667363,0.03166754190578737,1.0002799430390896,1.0002799430390896,0.0002198198410369,2.569661796411353,3.7611604592191403,nan,nan,True,True,True,True
