t,err_norm,trace_Ppos,active_count,active_set,rank_xy,gdop_xy,rank_3d,gdop_3d,mode
0.01,0.00010306265414897783,3.0003000000571873,4.0,usv1|usv2|usv3|usv4,2.0,3.7297335779855088,3.0,9.118561755340451,xy
0.02,0.00434602681532215,2.0016991914168836,4.0,usv1|usv2|usv3|usv4,2.0,3.7297332336664315,3.0,9.113359691803359,xy
0.03,0.005481581289438399,2.002799512070314,4.0,usv1|usv2|usv3|usv4,2.0,3.7297325437876467,3.0,9.108844909936538,xy
0.04,0.011001732275037113,2.0037317795624277,4.0,usv1|usv2|usv3|usv4,2.0,3.7297311694455937,3.0,9.104953449280144,xy
0.05,0.02045920060451117,2.000743670149949,2.0,usv2|usv4,2.0,3.9466984590218934,2.0,3.413656134188998,xy
0.06,0.023085854860194162,2.000712850561965,2.0,usv2|usv4,2.0,3.9467306680526444,2.0,3.413382432258941,xy
0.07,0.02658980556868265,2.0008804388075574,2.0,usv2|usv4,2.0,3.9467621231892385,2.0,3.4131902054658454,xy
0.08,0.03189849445182723,2.0009658332350546,2.0,usv2|usv4,2.0,3.946792854169404,2.0,3.4130864814426687,xy
0.09,0.03551402866638469,2.0011850243647946,2.0,usv2|usv4,2.0,3.946822853970973,2.0,3.4130624004988293,xy
0.1,0.05439066807111616,2.000779705919216,2.0,usv2|usv4,2.0,3.9468868517809286,2.0,3.4131349805216953,xy
0.11,0.05955833175002308,2.0009196882706486,2.0,usv2|usv4,2.0,3.9469189051083653,2.0,3.413270567553093,xy
0.12,0.06472758239083674,2.001013695680439,2.0,usv2|usv4,2.0,3.946950260741424,2.0,3.413481616053891,xy
0.13,0.06990057979641877,2.0011789546876937,2.0,usv2|usv4,2.0,3.9469809263353652,2.0,3.41376584116293,xy
0.14,0.07676268609007253,2.0013006780133424,2.0,usv2|usv4,2.0,3.9470109239395224,2.0,3.4141273310418243,xy
0.15,0.05638133291278926,2.001051087534953,2.0,usv2|usv4,2.0,3.9467424687115433,2.0,3.414300085706724,xy
0.16,0.05691216005807738,2.00114532705581,2.0,usv2|usv4,2.0,3.9467512373013807,2.0,3.414767230127021,xy
0.17,0.06029626025475335,2.001290565271757,2.0,usv2|usv4,2.0,3.9467593625492605,2.0,3.4153058156918483,xy
0.18,0.06625553935155813,2.001400985564845,2.0,usv2|usv4,2.0,3.946766850109944,2.0,3.4159136890129065,xy
0.19,0.06980037351431714,2.001561708686198,2.0,usv2|usv4,2.0,3.9467736804186377,2.0,3.416576079242189,xy
0.2,0.07351259157568081,2.001301292416897,2.0,usv2|usv4,2.0,3.9466731582445895,2.0,3.4171916349291886,xy
0.21,0.07706947906677422,2.0014354314665472,2.0,usv2|usv4,2.0,3.9466733945083985,2.0,3.4179400001435107,xy
0.22,0.08042401166989072,2.0015397667699943,2.0,usv2|usv4,2.0,3.9466730185625516,2.0,3.4187162600626153,xy
0.23,0.08394541649011643,2.0016851258633834,2.0,usv2|usv4,2.0,3.9466720425420974,2.0,3.4195136515618976,xy
0.24,0.087370250150969,2.0018006492515488,2.0,usv2|usv4,2.0,3.9466706322772813,2.0,3.420320206827987,xy
0.25,0.03493960835166957,2.0015937686352876,2.0,usv2|usv4,2.0,3.946804505771353,2.0,3.421267172643622,xy
0.26,0.0347932528953719,2.0016943840063637,2.0,usv2|usv4,2.0,3.946808436285596,2.0,3.422070368333045,xy
0.27,0.03596036350925911,2.0018299238861594,2.0,usv2|usv4,2.0,3.9468125342079827,2.0,3.42286246481242,xy
0.28,0.037713457777394654,2.0019395305306027,2.0,usv2|usv4,2.0,3.9468168489479423,2.0,3.4236336137537022,xy
0.29,0.03891209619898111,2.0020836601615226,2.0,usv2|usv4,2.0,3.946821406716467,2.0,3.4243699473517264,xy
0.3,0.014783676479561376,2.001884974684532,2.0,usv2|usv4,2.0,3.946551975910582,2.0,3.4248332603332416,xy
0.31,0.015134571156859022,2.0020160065319175,2.0,usv2|usv4,2.0,3.946547906307458,2.0,3.4254752747252115,xy
0.32,0.013867149478808436,2.002113981899757,2.0,usv2|usv4,2.0,3.94654410221091,2.0,3.426061611080069,xy
0.33,0.014178077280819686,2.0022514545953167,2.0,usv2|usv4,2.0,3.946540564780616,2.0,3.42658922032069,xy
0.34,0.016863106549518538,2.002358807812341,2.0,usv2|usv4,2.0,3.9465372954230635,2.0,3.427053627945289,xy
0.35000000000000003,0.03679534598133914,2.0021656844225366,2.0,usv2|usv4,2.0,3.9465841184968573,2.0,3.427482888615755,xy
0.36,0.03664867195943912,2.002264654639408,2.0,usv2|usv4,2.0,3.946582805941122,2.0,3.427802092360206,xy
0.37,0.03756958827857738,2.0023950270802593,2.0,usv2|usv4,2.0,3.946581755707912,2.0,3.4280499568969542,xy
0.38,0.03774346542456946,2.0025016160746456,2.0,usv2|usv4,2.0,3.94658096464589,2.0,3.4282220836814505,xy
0.39,0.0386436705209525,2.002637777653291,2.0,usv2|usv4,2.0,3.9465804303567884,2.0,3.4283233602521244,xy
0.4,0.02928790935745172,2.00242399132461,2.0,usv2|usv4,2.0,3.9463337068747557,2.0,3.42814850338266,xy
0.41000000000000003,0.030043053378095506,2.0025491734314143,2.0,usv2|usv4,2.0,3.946327504169396,2.0,3.428102249259076,xy
0.42,0.03083528785070814,2.002654736656678,2.0,usv2|usv4,2.0,3.946321543345782,2.0,3.4279848258958188,xy
0.43,0.03162835077580738,2.002785075394431,2.0,usv2|usv4,2.0,3.9463158207118236,2.0,3.427806359552892,xy
0.44,0.032276029800995275,2.002897068610349,2.0,usv2|usv4,2.0,3.9463103334287837,2.0,3.427568188371463,xy
0.45,0.03284955109614081,2.0027099674837343,2.0,usv2|usv4,2.0,3.9463145831586655,2.0,3.4272893430444835,xy
0.46,0.033567759048444556,2.002814532018376,2.0,usv2|usv4,2.0,3.9463097682263037,2.0,3.426943655107087,xy
0.47000000000000003,0.03437808934406072,2.0029403745444765,2.0,usv2|usv4,2.0,3.9463051732318215,2.0,3.426549109682613,xy
0.48,0.036177221137775974,2.0030505760100126,2.0,usv2|usv4,2.0,3.9463007898238014,2.0,3.426110053244223,xy
0.49,0.03704644376492406,2.0031810898899067,2.0,usv2|usv4,2.0,3.9462966135145967,2.0,3.4256420505760534,xy
0.5,0.05590103338296733,2.002978930085855,2.0,usv2|usv4,2.0,3.946123933667403,2.0,3.4250018541836447,xy
0.51,0.05711089428768715,2.0031011902774902,2.0,usv2|usv4,2.0,3.9461167720182133,2.0,3.424485680132956,xy
0.52,0.05833237005525596,2.0032098861870256,2.0,usv2|usv4,2.0,3.9461098012457936,2.0,3.4239587282725195,xy
0.53,0.05954199590999645,2.0033363880205717,2.0,usv2|usv4,2.0,3.9461030153706464,2.0,3.4234275014204174,xy
0.54,0.06010345334257105,2.0034500933171615,2.0,usv2|usv4,2.0,3.946096411091459,2.0,3.422900776591654,xy
0.55,0.09108599906195944,2.0032659959397017,2.0,usv2|usv4,2.0,3.9459454616490546,2.0,3.4222644916918785,xy
0.56,0.09286353203350456,2.00337342222911,2.0,usv2|usv4,2.0,3.9459365684928662,2.0,3.421754264430429,xy
0.5700000000000001,0.09460094847116371,2.0034966438736346,2.0,usv2|usv4,2.0,3.945927836950374,2.0,3.42126550394247,xy
0.58,0.09601494947671048,2.003608597868263,2.0,usv2|usv4,2.0,3.945919264966349,2.0,3.4208048107250124,xy
