t,active_count,active_set,selector_mode,gdop_xy,gdop_3d,pos_err,soc,mission_phase,score,f_obs,f_energy,f_mission
0.01,2.0,usv2|usv4,xy:init,19.732628513031933,nan,0.00010306946322837715,0.35,cruise,0.5661627987152809,0.9504156336711629,0.1627906976744186,0.21058886288686884
0.02,2.0,usv2|usv4,xy:dwell_hold,19.732624678144735,nan,0.030168604276699405,0.34999787037037033,cruise,0.5661682181402895,0.9504155879914007,0.16278970714900945,0.21061755999943155
0.03,2.0,usv2|usv4,xy:dwell_hold,19.732617079443934,nan,0.0287162719516171,0.3499957407407407,cruise,0.5661774999053041,0.9504156185920397,0.1627887166236003,0.21066537811102093
0.04,2.0,usv2|usv4,xy:dwell_hold,19.732605802644873,nan,0.009876482928416695,0.34999361111111105,cruise,0.5661906421746187,0.9504157272938076,0.16278772609819117,0.2107323034912878
0.05,2.0,usv2|usv4,xy:dwell_hold,19.73218202481303,nan,0.020863313430458386,0.3499914814814814,cruise,0.5661626073229268,0.9504162466733951,0.16278673557278206,0.2105923165719733
0.06,2.0,usv2|usv4,xy:dwell_hold,19.73208125381996,nan,0.03254086169096996,0.34998935185185176,cruise,0.5661635106094229,0.9504163559859622,0.16278574504737292,0.2105980455111498
0.07,2.0,usv2|usv4,xy:dwell_hold,19.73197687187198,nan,0.03677315570192437,0.3499872222222221,cruise,0.5661646455361719,0.9504165119693619,0.16278475452196378,0.21060481597450864
0.08,2.0,usv2|usv4,xy:dwell_hold,19.731868834796483,nan,0.04022353317492739,0.3499850925925925,cruise,0.5661659947787919,0.950416680041589,0.16278376399655464,0.21061262779515544
0.09,2.0,usv2|usv4,xy:dwell_hold,19.731757170425585,nan,0.0446440868860111,0.34998296296296283,cruise,0.5661675543953462,0.950416852365031,0.1627827734711455,0.21062148085743482
0.1,2.0,usv2|usv4,xy:dwell_hold,19.73238014481088,nan,0.0360622891412245,0.3499808333333332,cruise,0.566164140191117,0.9504167799202569,0.16278178294573636,0.21060607673633902
